id	S01	p.value_S01	S02	p.value_S02	S03	p.value_S03	S04	p.value_S04	S05	p.value_S05
Epithelialcells_LYPLA1	-0.316881571193227	0.0173352292055292	-0.0458378314518833	0.737279061420548	-0.478270582238385	0.000192886033866666	0.597299863196981	1.17610621420022e-06	-0.465415117441107	0.000301057594742681
Epithelialcells_C9orf3	-0.121358780585142	0.372938692213791	-0.445492374120574	0.00058031741431058	0.193995767008731	0.151961029799981	-0.200378291761503	0.138676515026194	0.245730623147952	0.0679246002512679
Epithelialcells_PRMT3	-0.414370157550615	0.00149853937147982	0.0124191602317484	0.927616692726291	-0.57243476061991	4.0348433173016e-06	0.653530626651461	4.74991593211278e-08	-0.501244238429989	8.32025917363961e-05
Epithelialcells_MTCL1	-0.174311214706989	0.198838525796098	-0.328395190879004	0.0134732335439498	0.0397666650731036	0.771059194584207	-0.144853174425061	0.286801936719217	0.0633035306757681	0.643005200409617
Epithelialcells_KAZN	0.176461045004339	0.193269947037558	-0.0386546920153372	0.777294325802281	0.40254208082406	0.00210033669407243	-0.313311123641385	0.0187098172769599	0.109085339867022	0.423536571536521
Epithelialcells_MUC1	0.307665307077908	0.0210721560972381	-0.0993153534528435	0.466461286937188	0.456643066710409	0.000403907623552889	-0.274349590137984	0.040738351376028	0.302132273489925	0.023627606212551
Epithelialcells_GPR161	0.00130881119149049	0.992361695171365	-0.212400491457461	0.116042919754746	0.400840501020223	0.00220267234258104	-0.502366999303965	7.9729109401613e-05	0.290144837355622	0.0300695989835996
Epithelialcells_MUC5AC	-0.0948242845423971	0.486952396571675	-0.12789287036956	0.347555324164425	0.0111355503500257	0.935081036199974	-0.129982889684708	0.339667184444005	-0.109724711595562	0.420808163610268
Epithelialcells_TOX3	-0.250210558449921	0.0629027641292245	-0.149426712709005	0.271693153310002	-0.286074396993953	0.0325661614627301	0.410165414383391	0.001691986058427	-0.212928830699848	0.115117259087165
Epithelialcells_MST4	-0.241482311787508	0.0729779797371687	-0.21871032732498	0.1053532625884	-0.424402809605024	0.00111453551434447	0.360392017548253	0.00636333905201579	-0.170353680029021	0.209385643933938
Epithelialcells_PARP12	-0.101055130161875	0.458650215227786	-0.314674223799704	0.0181744805897792	0.035868487067088	0.792977868214916	-0.276063325634033	0.0394478907186599	0.197251777742618	0.145071009410833
Epithelialcells_MOSPD1	-0.361852746735126	0.00613796847331893	-0.245438946962046	0.0682623574847353	-0.306086177954363	0.0217764196704435	0.361267670917784	0.00622738498783445	-0.233575771532175	0.0831752347758268
Epithelialcells_ASRGL1	0.190196785129698	0.160302662066072	0.0360717001753196	0.791831144026777	0.223370076196907	0.097959034746337	-0.14469024077144	0.287350165533919	0.11969610796464	0.379571493906885
Epithelialcells_USP18	-0.0858123394132767	0.529454588772092	-0.218674120947169	0.105412355089121	-0.189416575527485	0.162056663021258	-0.0903511911186195	0.507821737505643	0.152054364738494	0.263256730409038
Epithelialcells_RNF128	-0.285513672189534	0.0329232239192008	-0.0515739166734959	0.705809108550288	-0.484603319391432	0.000153890695569196	0.433631927688394	0.000841973093779457	-0.46093502766703	0.000350156358322902
Epithelialcells_PXMP4	-0.302628340572417	0.0233883086723904	0.228218723182623	0.0906995002370212	-0.483146285257397	0.000162162377033893	0.484112127806003	0.000156635086875043	-0.444177656577318	0.000605161917438695
Epithelialcells_CEP72	-0.484550575540667	0.000154183264798769	0.0231992430325864	0.865234738773948	-0.447978478625058	0.000535843989712508	0.393411901187702	0.00270335423774001	-0.426150152437244	0.00105753876729156
Epithelialcells_RNF39	-0.123724935642833	0.363620726137413	0.320911233219137	0.0158881422619123	-0.0815683360215635	0.550085825269323	0.429460288277529	0.000956698208233479	-0.348254882319949	0.00853300932794024
Epithelialcells_FAM122B	-0.132804393755509	0.329196830287204	-0.16107843747724	0.235631408200367	-0.411116510773183	0.0016463752548241	0.404181530159455	0.0020057676347334	-0.211958318260901	0.116821976535513
Epithelialcells_ANKH	-0.150349964484465	0.268708668080338	-0.186822856998194	0.167988809866477	-0.307147174153997	0.0213010773528884	0.24562486012339	0.0680469177609095	-0.139133576360106	0.306458279435294
Epithelialcells_FKBP5	0.0619353830581052	0.650214517582941	-0.307473971369175	0.0211564481838239	0.331950283805418	0.0124412135456958	-0.392817490837851	0.00274747539112021	0.273869062809397	0.0411063709660823
Epithelialcells_ELOVL7	0.053901188728498	0.693175700519725	-0.128906549975615	0.343715462190607	-0.0292227057022062	0.830706099574815	0.0200864588030426	0.883181089272985	0.126520269939665	0.352796874003038
Epithelialcells_S100A16	-0.00155911595379505	0.990900957368006	-0.0616941539516418	0.651488980766798	0.191727263561127	0.156902551518641	-0.237417681332111	0.0780884106882335	-0.0309443506099988	0.820892155837484
Epithelialcells_EPB41L5	-0.284790369659428	0.0333886185638448	-0.0858649126676934	0.529201435649362	-0.542879997653834	1.5412043097598e-05	0.534753946436594	2.17987158540797e-05	-0.327088152075865	0.0138707161774708
Epithelialcells_PDZD8	0.00204508050232431	0.988065036362447	-0.0949485171834616	0.486379286436643	-0.242413553503158	0.0718454392317271	0.292993835592885	0.0284190020487835	-0.103589461851901	0.447400493020538
Epithelialcells_PARD6B	-0.370998948821067	0.00487918069089238	-0.149800159246886	0.270483311388094	-0.514700215796718	4.94154354024563e-05	0.492126668988806	0.000116995114025469	-0.461693374799662	0.000341364908487809
Epithelialcells_SLC19A3	0.0285357824274318	0.834629051151727	0.105036828141967	0.441044791528484	-0.259483220486662	0.0534559050198673	0.212955072826761	0.115071429939224	-0.0257612343183774	0.850514014737154
Epithelialcells_CELSR3	-0.394628430619772	0.0026150115746106	0.286621133313531	0.0322211161684112	-0.501873328639109	8.12396353022412e-05	0.544215921815871	1.45455739045255e-05	-0.385207007747516	0.00337156912008443
Myeloids_CLEC12A	0.0886837085774771	0.515716469681445	-0.19533136586491	0.149106061514689	0.543909733038862	1.47400818802192e-05	-0.495304907632865	0.000104001673947113	0.393048016088973	0.00273028894118386
Myeloids_WARS	0.0156397995241224	0.908916928062606	0.110469711694761	0.41764169182259	0.123600379975114	0.3641076699515	-0.231565007822484	0.0859396437125216	0.250559388879238	0.0625246056432031
Myeloids_CKAP4	-0.143490332923698	0.291408697773977	-0.336989629308217	0.0110952564620529	0.136718018604205	0.315014206821088	-0.301750660487455	0.0238130942889939	0.0733577655431041	0.591058588380346
Myeloids_LGALS1	0.0943682388198939	0.489059263245107	-0.373645185518053	0.00456015576539325	0.400417312145106	0.0022288031753292	-0.541756380324046	1.61775633993373e-05	0.292737451579566	0.0285643658527678
Myeloids_EMP1	-0.154164106639592	0.256611643717568	-0.304252153279795	0.0226192479978997	0.140985926748297	0.299999615177283	-0.284783988338331	0.0333927487121483	-0.00321523453192729	0.98123709055833
Myeloids_COL6A3	-0.14011373097722	0.303029663356088	-0.354788663957883	0.00729635641665478	0.401510374296494	0.00216186685564796	-0.498682142699057	9.16553367589797e-05	0.214203463246555	0.112907318273017
Myeloids_PRCP	0.112487012661009	0.409136380080414	-0.370477523225287	0.00494430655303454	0.454095334979336	0.000439253033106577	-0.551623256329874	1.05057553143919e-05	0.479943428221918	0.000181792222786034
Myeloids_PPP4R1	-0.0599619356807418	0.660669548748787	-0.274131431033256	0.0409050942688718	0.437459507226312	0.000747779021831785	-0.362730456736529	0.0060059360608297	0.253988445083798	0.0589036944214494
Myeloids_SH3BP5	0.243952848328019	0.0700041304346953	-0.408034586785111	0.00179829556523188	0.526806118171562	3.03382563181183e-05	-0.615427250935666	4.47514016076513e-07	0.509733046676001	6.00477891419917e-05
Myeloids_CTSL	-0.128719255911122	0.344422949788885	-0.249850921083524	0.063294559767955	0.255590798526545	0.057270694130361	-0.376734786968211	0.00421103007026705	0.196683317104085	0.146256858534125
Myeloids_ARL4C	0.149246992045192	0.272276669856014	-0.3362120202722	0.0112943623680941	0.331476495586894	0.0125746958206781	-0.507942348714375	6.43706592918596e-05	0.393486930682451	0.00269782999736056
Myeloids_PCOLCE	0.15050582573724	0.268207001180083	-0.0353490092784623	0.79591123564649	0.3974027005573	0.00242307284392194	-0.594564460471742	1.35378020573665e-06	0.304378126585773	0.0225604886046441
Myeloids_UPP1	0.250722632784595	0.0623482656815114	0.103377982292521	0.448333364216782	-0.148860956239524	0.273532866336882	0.457200749219315	0.000396523814434732	-0.039989347965985	0.769812263835719
Myeloids_PLEK	0.116867812040108	0.391014924697087	-0.0744968593340225	0.585293525106568	0.336543700942836	0.0112090620157965	-0.547703130926002	1.24918405401819e-05	0.37822987736776	0.00405070829742266
Myeloids_HMOX1	-0.026567051451937	0.845894143723438	-0.157530312622576	0.246245230517416	0.266363488986565	0.0472186659442631	-0.476972201842588	0.000201918765154841	0.197737986672058	0.144062434878892
Myeloids_IGFBP6	0.133225290766878	0.327652532446155	-0.162016860828143	0.232877646416313	0.513972722178727	5.08557980739839e-05	-0.510196547102468	5.897323634437e-05	0.285893059784314	0.0326812803603264
Myeloids_CYBB	0.0636457399883548	0.641207025813436	-0.497248084515474	9.67235929779974e-05	0.336199819462517	0.0112975107761504	-0.419801647594127	0.00127805148654831	0.520785685723202	3.87582806152475e-05
Myeloids_COL7A1	-0.095700727929486	0.482916770199625	-0.215323987283236	0.110991537745351	0.323704954518497	0.014946604702154	-0.381595012829059	0.00370940556474877	0.0811174087621399	0.552300303621334
Myeloids_FCER1G	0.276963721676238	0.0387835140309992	-0.214142868079192	0.113011636223555	0.452381771618724	0.00046457939086676	-0.593300725938957	1.44406474764245e-06	0.5029661823314	7.79304040512036e-05
Myeloids_ISG20	0.118085361899136	0.386063910783645	-0.197956815225631	0.143610213375887	0.118117294961113	0.38593456176263	-0.380875222286247	0.00378019392484919	0.241801832641363	0.0725878017306503
Myeloids_EML1	0.0732989487536662	0.591356953563952	-0.443787387308449	0.000612719844284845	0.576462785778258	3.3271473987323e-06	-0.486251462508384	0.000145000322920954	0.448277843929835	0.000530702308323473
Myeloids_TFF1	0.00492020437973728	0.971290973497428	-0.340514642518735	0.0102302178212179	0.126444931682589	0.353085968118595	-0.139718689547979	0.304408538907843	-0.0529963814784316	0.698077753310777
Myeloids_PDGFRL	-0.0238884581314578	0.861269951089413	-0.302201494996855	0.0235940910550619	0.45072265992325	0.000490354893966843	-0.424551602003052	0.00110957671777153	0.282486493926608	0.0349076037779587
Myeloids_KCNJ8	-0.0310712801814645	0.820169673463443	-0.202061951639758	0.135321639093907	0.391539720118316	0.00284449029051668	-0.402743345294163	0.00208851701157901	0.359078446883561	0.00657215069074683
Myeloids_OASL	-0.246614594558067	0.0669091248973128	-0.0487143022352831	0.721440560459372	0.181672703120627	0.180234637102505	-0.0887836632471184	0.515241494504411	0.0318934444198429	0.815493536120383
Myeloids_TFEC	0.337502155280239	0.0109656877805343	-0.40657746836148	0.00187438742950919	0.41633032401164	0.00141532224459468	-0.460941604800484	0.000350079233885869	0.673189191306089	1.31340506598305e-08
Myeloids_PTGFR	0.299783661627737	0.0247887629196491	-0.283004834734353	0.0345609468126692	0.533188109090241	2.32809476839417e-05	-0.490723927771394	0.000123189569445092	0.551688684631194	1.04752433817511e-05
Myeloids_TUBB6	0.269395981571401	0.044665226315788	-0.258713484807923	0.0541934613984253	0.541857841095296	1.61070189273373e-05	-0.631801678557248	1.7716561911795e-07	0.361692726750639	0.00616231183251178
Myeloids_IFI35	-0.0824193489181266	0.545918167089381	-0.108749914147423	0.424971956466484	0.0866643237052935	0.525359463866091	0.25543929936719	0.0574235072744771	-0.185134598997811	0.171934258919002
Myeloids_RGL1	-0.172668846300128	0.203168780887682	0.31530527131857	0.0179310944906643	-0.538299887902725	1.87588177958459e-05	0.496510975923234	9.94275395747541e-05	-0.573131897596257	3.90310722072211e-06
Myeloids_BLVRA	0.371436988097058	0.00482505380736055	-0.175191440656015	0.196544906767832	0.282592574461684	0.0348364251985485	-0.475267204583987	0.000214366580028668	0.510314634882275	5.87023107112633e-05
Myeloids_IGFBP5	0.0611359817218327	0.654441711934062	-0.198933769994736	0.141604181512803	0.407564907144826	0.00182251570582446	-0.503474098735586	7.64349448094823e-05	0.323351219283457	0.0150631142755987
Myeloids_PXDN	-0.149061731889761	0.272879043934162	-0.355437392606712	0.00718255974786192	0.455244922615567	0.000422971084102892	-0.377239543548339	0.00415628947786133	0.163643700009279	0.228156495051836
Myeloids_LHFPL2	-0.0605505139741961	0.657544491987716	-0.119272937351823	0.381270810005137	-0.112038763594017	0.411017572191935	0.196507627157613	0.146624814424226	-0.0678401361285142	0.619335804462794
Myeloids_C9orf3	-0.16978336264153	0.210937441463283	-0.357500381252126	0.00683090531183645	0.190005140381664	0.160732203741783	-0.206447476158277	0.126869368956807	0.195756644590349	0.148205393816752
Myeloids_AHNAK2	-0.0136632359866785	0.920388141744276	-0.222589362260356	0.0991689673729011	0.189801412494119	0.161189754087689	-0.309100096353966	0.0204490811049735	0.170794519697773	0.208191666043829
Myeloids_ANGPTL2	0.0609312454147145	0.655526088581002	-0.30170579206711	0.0238349836081992	0.474561837477154	0.000219717989532996	-0.416868271714078	0.0013932201805828	0.252904980775568	0.0600290189779788
Myeloids_LPPR4	-0.0790546479739342	0.562484276044817	-0.407648191310531	0.00181819983284624	0.516928815312355	4.523356073965e-05	-0.41033726607235	0.00168366207666127	0.251205964387161	0.0618285025722756
Myeloids_HLX	0.0673369108868987	0.621943085491666	-0.266931962149083	0.0467311171479793	0.498839066595456	9.11157887130896e-05	-0.584358300525213	2.26271317939869e-06	0.383051412202607	0.00356974702055482
Myeloids_FCGR1B	0.0738729491249213	0.588448051236309	-0.222195268458286	0.0997841106904011	0.394671207480182	0.00261195240544694	-0.460076334626014	0.000360359140889586	0.394946025839477	0.00259237459287132
Myeloids_CD163	0.204706300497624	0.130176024824744	-0.384305404783122	0.00345324301589141	0.473762045345864	0.000225932995086507	-0.647180771994708	7.0541944312826e-08	0.596234679223922	1.24253060517465e-06
Myeloids_AIF1	0.4377377654138	0.000741317128125313	-0.109152413263212	0.423249876003973	0.446164910278347	0.000567968422031826	-0.429722490979451	0.000949092978797121	0.563257601706724	6.20246283237618e-06
Myeloids_RAB31	-0.0437164265331687	0.749030303926502	-0.261386834171478	0.0516668172872232	0.423956783655424	0.0011295197134196	-0.564876339911196	5.75481454245835e-06	0.345742184348247	0.00905494798668846
Myeloids_SOBP	0.14972023060544	0.270741951051319	-0.333682015887881	0.011963647114907	0.441796235568651	0.000652625354297834	-0.517993045267675	4.33538670236116e-05	0.494634576890123	0.000106626611247698
Myeloids_ADAP2	-0.145521957109804	0.284558853893276	0.361361480674694	0.00621297188465552	-0.466434236160072	0.000290802595604713	0.639345590093836	1.13493517353176e-07	-0.574559791323604	3.64568763784443e-06
Myeloids_SLAMF8	0.312922259758569	0.0188649731237582	-0.362927115897653	0.00597669625608384	0.38292762755792	0.00358143368331025	-0.533849057628809	2.26442795833484e-05	0.631313594825468	1.82269543563982e-07
Myeloids_TMEM45A	0.153608458842825	0.258350691447053	-0.438818413647905	0.000716696703481042	0.530435199171751	2.61148162684182e-05	-0.512936311143947	5.2974622430053e-05	0.543891942898462	1.47514568807718e-05
Myeloids_AGPAT4	0.00583876565843638	0.965934154125182	-0.2010086694404	0.137413202242862	0.330347175982206	0.0128978417903151	-0.389048954342727	0.00304237664942026	0.232765793885497	0.0842802532184868
Myeloids_PILRA	0.189668474081607	0.161488834139541	-0.134645516827845	0.322475422861399	0.380138743715377	0.00385385560214994	-0.498222978186232	9.3250955980782e-05	0.414043199093684	0.00151283851234515
Myeloids_MS4A7	0.220208185788749	0.102930921552018	-0.468754047147495	0.000268634320811904	0.351768686261578	0.00784704388265838	-0.452724717717702	0.000459407175820976	0.563113984729226	6.24370334502898e-06
Myeloids_PARVG	-0.490528713792142	0.000124075042749757	0.189420859034182	0.162046994930592	-0.497181180206801	9.69662062885673e-05	0.634746669097567	1.49106884822085e-07	-0.733646633716417	1.26219909179855e-10
Myeloids_ADAMTS2	-0.143940784901328	0.289880733936139	-0.244486292617957	0.0693748770730366	0.300726280927296	0.0243170873796982	-0.415257639314302	0.00146033433599659	0.189466580442123	0.161943825764449
Myeloids_PIK3AP1	0.399371518947143	0.00229456583396293	-0.305304945869544	0.0221321310325806	0.393015787210567	0.00273268596174279	-0.448980405707236	0.000518810590670691	0.598433152412673	1.10908738462679e-06
Myeloids_BCAT1	0.00302982345859001	0.982318903003001	-0.375932494422066	0.00429934648851927	0.459110215538913	0.000372160674668997	-0.549258260431987	1.16656221827664e-05	0.368577617120968	0.00518811267543045
Myeloids_CD109	0.0359528981716885	0.792501486434052	-0.483153394472285	0.00016212104946391	0.490946237938366	0.000122188240781481	-0.603791198120284	8.37835817533719e-07	0.391197185664129	0.00287100846620732
Myeloids_PRRX1	0.194642934904938	0.150572637358324	-0.342900220518915	0.00967845773005946	0.497411949752532	9.61317229620862e-05	-0.626503239074033	2.4051570265191e-07	0.498223950031879	9.32475520222998e-05
Myeloids_FAM20C	0.265080036435269	0.0483347127900317	-0.30052534309739	0.0244169951998983	0.545467248009824	1.37751161464581e-05	-0.652672150732967	5.01351973193168e-08	0.48249383601723	0.000165996480221984
Myeloids_FAM20A	0.238394160445856	0.0768355776042653	0.0700879517869211	0.607746648358204	0.494174067614566	0.000108464956089105	-0.397972005450671	0.00238527153366647	0.388278093161433	0.00310604426442785
Myeloids_ASPHD2	0.165669922928098	0.222369530894108	-0.219382692577454	0.104260529841317	0.0746441282877606	0.584550040100778	-0.28615725064966	0.0325136756531024	0.38643637742993	0.0032629592208754
Myeloids_GPX8	-0.0917804918746954	0.501104094529522	-0.389939763990984	0.00297024488894893	0.303102798943774	0.0231613508675176	-0.363741185937302	0.00585697988809274	0.124892506234085	0.359075442341128
Myeloids_PIK3R5	0.378161028968573	0.00405797107393062	-0.271784544581601	0.0427346619445466	0.503986349810087	7.49534632860368e-05	-0.593195699895981	1.45181577926131e-06	0.646613702635738	7.30453938756053e-08
Myeloids_FAM65C	0.177897859743139	0.189610872240512	-0.320019441468869	0.016199169156435	0.473656904227713	0.000226761838160612	-0.435553997779518	0.000793413078858946	0.422787878359935	0.00116965119773461
Myeloids_MRGPRF	0.373790261271094	0.00454320928042382	-0.301059120284219	0.0241523547186121	0.668532417907714	1.79647280217796e-08	-0.713051739628768	7.01297214012665e-10	0.503368356186199	7.67440924804435e-05
Myeloids_DDX60L	-0.0794210086266475	0.560669113602045	-0.62875927218811	2.1130910057042e-07	0.368357136358552	0.00521707835358627	-0.339630777126901	0.0104414465081734	0.219677235862366	0.10378460087255
Myeloids_TWIST2	0.296718623446996	0.0263760340137575	-0.240108004294341	0.0746752453360465	0.610076487212576	5.989655615653e-07	-0.601118784620519	9.64249991827124e-07	0.543655569187122	1.49033677892079e-05
Myeloids_IFIT3	-0.192952428921816	0.154219252428169	-0.306122600863783	0.0217599542117557	0.118833091136401	0.383041891555031	-0.165765555626108	0.222098948442223	0.163935035839348	0.227318073960406
Myeloids_MS4A14	0.233314888442653	0.0835298941956159	-0.293499471134163	0.0281341330688838	0.445494836833018	0.000580271754804306	-0.61150247464311	5.5448839757773e-07	0.489540582918602	0.000128647206435368
Myeloids_GBP5	0.0921712578054297	0.499275513342987	-0.375389906780566	0.00435999579064541	0.253352901021924	0.0595617103648523	-0.417437969244891	0.00137015128115552	0.450603189886801	0.000492260032736482
Myeloids_GAS2L1	0.0890295053217632	0.514074216123108	-0.269417180473618	0.044647783008066	0.103003510480153	0.449987851654236	-0.41101742600493	0.00165107512050942	0.267799488679074	0.0459950281677799
Myeloids_PI3	0.0523985197255752	0.701323585950892	0.0503335068470573	0.712575169972333	-0.0722545070522759	0.596666350823104	-0.188822480027576	0.163401668853861	0.0141793847107341	0.917390964160596
Stromalcells_NREP	0.00585030739935899	0.965866854593645	-0.364210757866037	0.00578888469448381	0.497062752148767	9.73970277835633e-05	-0.434686106525269	0.000815018127464599	0.35838495895491	0.00668478717877032
