id	GSM3374350_response	GSM3374352_response	GSM3374356_response	GSM3374362_response	GSM3374366_response	GSM3374368_response	GSM3374369_response	GSM3374370_response	GSM3374386_response	GSM3374396_response	GSM3374401_response	GSM3374412_response	GSM3374413_response	GSM3374414_response	GSM3374415_response	GSM3374353_non	GSM3374354_non	GSM3374355_non	GSM3374357_non	GSM3374358_non	GSM3374359_non	GSM3374360_non	GSM3374361_non	GSM3374363_non	GSM3374364_non	GSM3374365_non	GSM3374367_non	GSM3374371_non	GSM3374372_non	GSM3374373_non	GSM3374374_non	GSM3374375_non	GSM3374376_non	GSM3374377_non	GSM3374378_non	GSM3374379_non	GSM3374380_non	GSM3374381_non	GSM3374382_non	GSM3374384_non	GSM3374387_non	GSM3374388_non	GSM3374392_non	GSM3374394_non	GSM3374398_non	GSM3374400_non	GSM3374402_non	GSM3374403_non	GSM3374404_non	GSM3374405_non	GSM3374406_non	GSM3374407_non	GSM3374408_non	GSM3374409_non	GSM3374410_non	GSM3374411_non
Bcells_ITLN1	51882.4824673594	60047.3718069509	37608.7992897357	20268.0695856848	54151.4546030228	43184.0392151625	38897.9208193164	20668.6826307522	40324.5006607638	51097.43063806	46340.9192553361	57494.1909054308	41872.5322196059	2318.6487047814	51481.8694222921	48190.4318409338	26745.4104490849	52941.0720645386	48652.4419484901	48512.3521092871	47248.5253606777	10658.7323829987	4929.39047844939	63473.8083949447	19883.6308014527	25804.6604351278	28836.6798629956	1201.48017358827	12192.0235124287	11705.82992288	5327.87586323009	17438.6421118829	2851.89488580764	1859.79151755971	9110.70082415657	16034.7255240704	24054.8232976086	43405.823349036	42919.6297594873	63629.0798468028	3255.41559483513	7839.39243456721	3312.37007729069	57939.5897959005	15127.1194187288	17298.5522726799	22385.5835719028	20905.9579174263	30008.3013736846	55368.0455595157	55905.2748644454	52119.7577540335	16976.6320043266	6394.99945312846	11970.2393785553	32959.9676599854
Bcells_FKBP5	2409.70703862861	2830.35534981417	2797.99877911363	1706.01524585213	3089.03251591872	4241.98541419305	2433.4522975466	1208.15531844024	3200.28920732873	3732.03963948147	2384.03172946938	3297.5326612162	976.570801227338	1928.90279084368	1291.14144978834	1283.1869667232	1413.58201427718	2780.97341504634	2393.85999000236	1384.08197549584	2883.88082507475	1743.93992286812	1466.97816150427	2477.14271233098	1375.71293939051	1042.34896616864	3139.1514832534	1428.77657062537	2791.50248196883	1238.6908247401	1277.08239663618	1027.45912085331	2610.8194501218	1417.92617294721	1005.71232815399	2573.60729228555	2671.82706214137	1418.89915139026	2475.48520356991	1255.2564384437	1223.88406224093	2439.73645260708	1006.60021520581	1298.58856965857	960.723752601084	1177.68321272053	1347.83717764507	1358.36624456756	1000.31606014533	2724.27768718961	1140.47105488428	2998.54712882803	2725.95299078335	1044.00647492971	1655.89627851745	950.895492068106
Bcells_PARM1	19021.239244694	23492.1643578168	20677.2272638176	8810.43974898008	20478.7691261413	19290.8005671028	16457.3550167104	11750.2094850771	17607.8744827375	21962.9572821011	19817.3805024005	18459.9314949596	19203.0370056911	8222.43632715841	16733.1236826812	24402.236130258	10498.4713656641	23397.9022852186	19425.4891444046	18529.2252298663	21372.7132271375	14615.2393955333	8717.74451991324	18649.6513201375	10276.0192269506	14739.2482632012	18412.828351798	10094.2214659535	9665.66049841504	8370.77213215509	8251.50933261758	11331.8656350622	6548.200572777	7409.23775895596	7633.65100820215	9806.2548879023	9937.96658815949	22808.6303808769	21676.1926335525	10363.7827883623	9485.8105730575	9532.91371621913	12412.7885335798	20933.7974327884	9602.20745112575	13092.2300894731	10890.36272366	9722.63354139702	14423.4106091934	18592.6782771555	20258.8834138027	18864.9843669	15704.1841615145	8680.85670399703	8440.40901041111	18733.2726666428
Bcells_EMB	3734.98481502841	3799.11439034885	3374.05153979967	3377.22263627746	3426.57311246259	3915.00610969722	3016.96832172018	3143.2747540125	3493.06755906698	3315.14138390657	3385.70427371536	3833.5135549443	3077.02189036404	2301.49366656707	2710.37879124492	3813.40992075035	2523.91833628825	2794.38592022099	2583.60267814272	2763.27476130973	3588.277400021	3146.74407740539	2639.76325907777	3971.34319978041	2447.90373305334	3647.69022021021	2461.83708391735	2520.74723981046	2529.79816216818	2427.35391863238	3616.57906129894	2434.56944691927	2418.50376617706	2264.73459980198	3395.87823548561	2527.28515835988	2441.91435967224	3288.79243901721	3563.68309123413	2644.22847286225	2734.97310003178	3494.07808845168	2573.26881247338	3520.71370232359	4079.34768835754	2697.11087854565	3010.18271845479	2667.40940233437	3108.42940919004	3709.71785206893	3436.90697813193	3497.53277285147	2532.39997372615	2435.48813902799	3667.77563179535	3295.21865966145
Bcells_LINC00261	5206.5780801602	8447.5923093353	6916.65260859072	3084.52676206248	7970.11246743581	7418.20544357085	4341.61937455291	8220.07192395645	6674.51364545825	7743.53869888331	6920.68102418224	9216.72130718758	6569.72110026441	1620.77899320573	3327.25871417523	9361.27719646876	3713.34915404159	8875.67715392684	7858.53505277681	7549.50341616136	6991.46225715878	4098.74700091472	1752.07395218491	6721.46845480069	3080.49834647096	6018.96914243801	3582.05118145109	3225.69594989702	2779.30063933956	2885.31419268093	2733.56683814465	3155.30799503902	2523.85903357898	1544.41278294805	2891.93383484133	1999.8522425058	2754.49738951137	5381.56152003238	4802.55259206028	8702.95480974472	2059.17375535548	2659.7478461406	1963.04771317165	7694.60514746737	6728.08809696109	2838.35938333849	4313.89034490535	3907.38443676355	7163.41297629499	6615.45490145932	7061.85021201678	6590.65165163114	6640.45799754154	2139.55281589271	2477.38875121141	6313.54301333117
Bcells_FRMD3	2290.96514014431	4382.24675348969	3899.35929089361	1820.22587459237	4155.76524783197	3955.82979560795	3134.58275287579	2394.12061821959	4052.35885165407	4216.94296915026	3817.8986250924	4024.45561123707	4206.40223838006	2154.83722443056	3939.38077447661	4935.38203864022	2063.6566232071	4338.18493376619	4253.13395766282	4285.43687879781	3808.92810303935	2035.75338279009	1727.51797126668	3359.53959027453	2008.24744762461	4148.61580622329	1967.12756716097	1820.71663315923	2217.70000993309	1185.44630810528	1663.05760929475	2198.08088862355	1081.87970250558	957.977581746264	1950.67854602964	1829.19639664542	1552.61419076828	3996.94967607159	4528.64837230075	2264.43172921585	1363.61903123684	2159.91357777631	1123.85745926258	4643.16179117302	4713.49325058163	3494.33141165507	2132.69104702162	2576.95143167823	2702.37609984141	4143.53945287753	3809.41886160621	4186.78311707053	2846.64814655095	1910.65706244663	1411.0812032545	4121.3932754686
Bcells_FFAR4	939.442104279877	1296.97275106918	1145.87918657986	1098.22716169951	1183.74102856487	1251.78353820959	1105.23538378125	1288.67700851002	834.059791264644	1294.09275318217	1239.37999887714	1066.19637797755	1183.23604199355	565.534029489275	925.494398134336	1379.90997799514	818.108459973377	1340.92840402403	1102.77008400726	1249.0953428415	1256.35171605834	623.133622123995	696.345246316868	992.584878454577	584.094616320292	1144.54787026332	766.993581184239	495.763498403679	656.360306651451	616.125400042247	757.278237219878	620.668322350003	511.580571081061	705.111706404136	462.926503043449	596.512450164189	581.380149462945	1178.44700797413	1421.0125579095	701.639266907607	606.967461808696	590.567270682794	456.809034594985	1298.8711648973	662.446108606058	813.204418209772	824.453313038405	663.777424922597	701.134280336286	1078.61421182145	1022.9399476107	1187.2134680614	1089.06922346596	581.940765867806	484.293579006867	1138.46206830871
Bcells_LOC643733	679.577179492089	863.212171951725	760.538697234161	711.408499054801	782.776823035083	832.968918315064	726.786183498127	704.397747985905	728.477918004106	776.570786939214	690.796096250708	484.153338041827	482.461603535848	374.563012027167	493.493074421782	672.639178249094	681.262470622667	793.146061407274	389.20191549689	549.676851870568	439.867396524289	441.627694536186	457.478610167845	737.817654384061	467.083919092522	670.887981217885	469.276221389566	428.314598286816	416.448877696008	391.9936569208	701.803190130123	552.457379069063	378.198909651234	409.243205690531	563.221727391522	435.25259952981	820.887498132261	713.600801351845	868.185159421595	611.243111833346	460.073168023626	665.746445128156	381.946341698432	685.952274498465	426.563401255606	684.191976486568	446.471516288429	436.516258497076	863.633804115037	516.214117271882	715.403780688136	553.091146542526	619.160538629954	405.079212304337	471.079200725857	800.162977682536
Bcells_DENND2A	2827.69701419426	3588.3522469543	3031.09733277141	1253.45060196853	1917.34610067708	1773.70574734452	2979.45010577353	2679.15381472383	2577.64517862124	2716.52341624385	2657.16480440399	2197.185609362	2718.49240963624	1547.36613578378	1837.46155219799	2931.61309453028	1545.39714239139	3433.04880425397	2635.05548987173	1810.56287363498	2715.10523061115	1656.5707403418	1508.02754087137	2568.62206774717	1483.29742823226	1528.49679255558	1477.6897008284	1747.92545175445	1463.92921601926	1557.66494198974	1323.07443076954	1303.47474100751	1214.79597134088	1947.94987184003	1410.22625533864	1385.72573916833	2728.79121584221	3243.35521069696	2872.67982574613	2699.62306640804	1292.47159911016	1397.4957938947	1246.09969924937	2974.33824476829	2881.38000956303	1543.97895675869	1507.91545568777	1486.03853055153	1710.25373571056	2654.42370208472	2648.81597468086	2679.04172954024	2426.04908649077	1371.05637176688	1406.51890476877	2976.13574910547
Epithelialcells_GAMT	340.136682559016	325.878484320231	325.051763883093	350.2366627041	336.05251069561	320.464174888152	489.111855131168	454.656244715873	288.655366236973	300.825534552518	396.932684007566	349.559915287561	331.234716580299	424.242789700946	322.886292401081	413.707293124023	382.112539307112	303.520569183273	462.932154557294	487.55868437877	481.201508299337	465.426786408021	533.034160005444	484.428732531821	288.166409744768	517.943636694421	413.923995973797	479.914698995967	494.005765338743	529.858106704549	470.244580523331	505.411134875882	518.954585519742	557.039505892415	536.878770416932	483.751985115283	474.328752386737	293.835866822042	328.886676747204	306.913325333941	328.740084729573	299.548840495924	356.311619770977	457.078362228802	290.047200704503	310.052188481747	388.932067451769	353.366614551049	460.070554147952	347.009438471616	345.722629168245	310.211455348707	359.324739018817	459.243833710815	463.078746574926	444.244258309469
Epithelialcells_KCNH8	17.6831867707805	20.4366679826609	19.7050169493456	22.6653301112831	20.0179391350362	30.8781824958398	18.7589468766355	14.2727052717946	18.3789034652991	15.1066980001076	24.493545776337	20.0400286927053	20.7449143913108	24.8449428575667	12.7438596343564	18.215034609263	26.3799554203032	16.9143572236261	18.9824874600967	19.4456668834487	20.1025392378273	30.7399798179023	25.5211770267982	20.389622351744	34.5105025145459	20.9274982425289	25.0444580244395	19.9367754808713	18.2551137163997	29.1734259033261	27.6226146398377	15.9654763936126	30.8041013784346	29.3969664867873	28.7130387649906	28.6295136359536	23.158338661047	27.3288362503167	20.4637034691492	40.5339750027268	30.9276348864758	28.0976657974711	13.1043503468296	18.2985597383	28.6695927430903	30.4545077193959	17.2081356131471	13.4062910221508	29.5351143330898	21.5479820843949	10.4597234474987	19.8522863397144	19.3477432233913	23.5078478631508	21.1335525400862	12.2508510845925
Epithelialcells_LOC284926	39.0796011364263	39.605658463857	38.8256324986227	39.0525148236439	38.8817991992013	38.8656837108203	39.2432884779739	34.2112172214224	38.6200907605136	38.6217963594658	39.0557520150615	39.511040686791	38.1973305812255	35.9374370238252	30.7942084362674	38.7687610277569	38.8544809918621	39.3505987398002	39.0861845825675	39.3988692000002	37.6839509782501	35.5987089600975	39.5188653732501	38.4490870297449	32.4341126953202	39.4035890706476	33.6483120793958	30.3008321963407	31.5940786664058	39.5218760884123	37.6254255487306	39.3212406647494	34.7722221629197	37.1899204610067	36.7481556598611	34.5371660807378	33.9000685279151	34.6942699761442	34.5067335132317	33.0149363031704	32.0761302696192	38.7602357232522	34.5305826345966	34.8261569372983	31.4366889821954	30.6817890331315	33.8130848814309	34.072777857636	33.4227614232572	38.3621033832607	34.2197425259272	34.3166652089906	34.276613996793	35.2355274056087	34.9620221849613	34.0710722586839
Epithelialcells_FAM201A	18.2247756697711	18.1011400014783	17.4695544553586	17.0192697210608	16.849190775888	20.6221947606141	17.9356248152221	20.4702697619224	17.1722863945535	17.2406087309179	17.9334512613503	17.8234594315985	18.0475490528718	18.6011314328386	17.6415509622286	18.939921950164	19.6355947950833	19.1322803814332	21.3166276437307	20.6819539433843	20.1058562426854	20.7986987731177	20.9663875132457	17.605022250155	20.3532104960424	18.0286657681653	18.8841335453043	17.0135803756707	21.2532900618229	21.296712418467	21.3912845129886	17.2621159218053	20.9127965646392	20.9936797060628	16.8840606171643	16.5307279028601	22.2612229263949	21.7694542879055	21.1130462303018	16.6270713783358	20.8008723269895	20.506798473996	16.9833965414648	17.3993225674847	21.5146754203901	20.4144434270155	20.8939132799327	20.334801967126	17.5491959152481	17.7569472488467	17.8167064316169	20.6887069433659	19.1675954929146	17.487962984275	20.2645700792521	18.7065054230834
Epithelialcells_FAM111B	67.722001627161	60.8726613534176	99.8978960002708	57.4931165778936	54.1201111561491	63.0139800504642	89.8557213172104	108.518759544061	55.9963446926417	77.9199199244569	87.7948487079342	81.0378438721832	78.1090076040181	64.3819681701834	106.590569392038	60.8989133090392	70.6011607124007	55.8862535892164	66.4910170962775	64.3334577013258	74.4146750189282	76.4357983643235	68.6260492203557	59.9807643407471	59.2782621754704	71.3243056232065	70.4941536415669	115.071201819136	116.33848374264	114.110089896446	94.3787479322194	93.0564582638453	110.08953239761	110.095814297567	87.5498432888954	111.3375047088	102.735490662161	102.670048014677	108.611692737433	112.108046348131	112.973187464737	85.0903029943427	118.471899902369	96.5578625432932	110.063854070143	103.500199996316	96.5093520744356	98.6669114693873	62.2028535591096	77.8879596970335	61.0805250273334	100.801943593465	81.2866434462445	102.77705508551	93.074807682149	70.5595962890512
Epithelialcells_LOC283177	120.392731331587	111.306200110939	127.655788823329	117.93844326672	204.717312839338	143.366190705269	148.793787472259	171.885771337715	123.181140749415	179.678195184553	142.823123966349	146.821860798804	210.860932243465	245.563922917532	214.780509644588	125.565428907119	127.515086120522	120.836061633812	227.262556161425	226.719489422505	223.761320027332	215.974337605679	245.934977839461	143.030395858228	132.077972149523	226.926761314383	156.955769159485	240.852134615641	272.264089583103	246.252275270997	239.475406232461	221.56122391682	237.111606040335	157.484757058041	224.88133229512	189.345217705482	167.821152173619	245.085274473993	126.964566787309	137.664858460665	139.864954571176	130.884144188432	113.211916392675	140.984966838965	123.397274839363	153.215240584179	211.411451576678	192.576753880157	279.09893102325	262.213890540132	232.690152928415	254.488029420061	173.913553021782	230.71822625496	261.150508433214	161.667557461377
Epithelialcells_LOC728613	632.544807045868	536.152328609207	822.490920552345	518.833261776768	601.99070908751	593.665501861475	718.141227559255	549.504236612379	522.882153566393	855.228234412447	621.067497432625	581.529503786585	526.214924484608	572.005574298226	859.871171732702	797.911216035632	635.567547910955	531.789250118704	746.258792536698	524.498050734168	564.904315571987	681.642072277766	833.994196407556	506.278968516282	602.763541791476	507.060712705578	917.503579848626	635.653022143267	584.69247496883	887.335970574943	973.213203555247	548.302939888236	837.157167589801	854.455401708482	570.026227931374	611.405724782158	801.96892923335	846.130194482447	873.532190053597	1001.73242538533	1020.50254856368	902.972859358714	607.40647911173	885.009499666839	952.38683796234	1011.20835375822	663.062459998229	817.369008192959	579.2340077625	863.87041740313	685.501978318009	831.698700383471	824.470266919197	888.032240531926	918.030714970655	791.291704136316
Epithelialcells_UPP1	154.961578218373	167.859418992227	162.046203840551	124.530900287888	87.9009066575546	120.457436342927	128.976230273028	132.188277649048	164.470683247977	145.068738850682	144.093494987957	79.9401804380213	72.8981966485941	129.789966617873	152.754724782329	137.754104967433	155.005495366549	131.814044484833	56.0709994717334	137.888640123053	134.694928602953	136.182145141478	64.9263182730959	74.0337523472699	148.084690987338	136.948108648526	56.4075243429954	50.6050226481166	148.447699945868	150.770764198896	78.6095601406551	73.8387281231208	86.5829312172002	162.345180682284	78.6757124027849	143.990092437953	142.725624402717	70.5372728135627	120.120911471666	80.9922892747938	98.2952686823516	184.042998377629	36.2188837888517	80.0435829880252	60.4809882879564	80.4940677838954	72.1322331415459	65.7400546179405	39.7595949923626	29.6642098092983	78.7494873186714	129.90155854475	162.295314625777	73.7041929675012	88.7048127823972	84.3977879459355
Epithelialcells_KDELR3	1205.84791762484	1378.11778079315	1110.40540277436	1253.15716022271	732.957475642914	1186.39221758376	1133.52419427246	1390.25315786495	1333.01596639831	1167.9459737225	1218.95318060365	1310.36681536306	280.811514945356	563.044387213854	594.03008433805	1158.26484154419	1222.09742508586	640.37427528587	1128.51802955282	1387.97598197759	1071.25313149552	837.347153080782	423.534992046601	630.951001211513	528.595867455812	1330.56581881288	656.623782746893	620.918575244798	706.780645279807	544.931760435396	428.438769284518	592.791199205225	403.935434348534	1307.6832493608	568.050551933497	505.779489156557	768.042456741891	558.468052654253	1269.54263862491	860.571728161123	602.47233138353	802.706908404889	416.371264412266	1196.42464355048	1546.81841640765	1094.06950979478	396.075700495979	511.350683416926	1123.94169499322	711.732856602833	677.584521669822	687.683517883748	1272.25428761877	415.871131729716	267.691609045932	653.479538264689
Epithelialcells_FGFBP1	272.18526382002	407.287254273642	345.62721842968	351.599037981923	163.01374384535	315.191530569183	300.881030231158	423.458978241115	110.590783477339	327.211763923672	307.158012596999	217.559431235386	372.724627594816	145.925144711108	322.193756259813	270.566454081498	114.899763489518	309.094015469901	324.246611731241	301.446089486653	407.859275671745	211.301192071028	132.06529718064	238.248856663443	228.259859624541	379.895186502426	124.933288764977	139.648162345268	165.978896037781	118.495977988583	140.213221600762	332.252985386687	100.993242469334	346.587928977984	127.124119901603	185.355061092093	293.298165066531	190.366170096032	340.877000659129	160.960888373922	101.040518996582	106.490030293208	367.037272133044	360.212668758488	153.958662683292	366.113791814662	204.928200456019	198.979800872597	171.020117500796	147.86114758401	107.060913995794	184.394350543789	385.57520352915	252.647609340761	179.644132773238	396.377741707402
