id	S01	p.value_S01	S02	p.value_S02	S03	p.value_S03	S04	p.value_S04	S05	p.value_S05
Epithelial_CEACAM8	-0.174538584	0.198244252	0.314374072	0.018291228	-0.35305374	0.007608445	0.503174115	7.73E-05	-0.394577784	0.002618638
Epithelial_CYP2B6	-0.059613163	0.662524081	0.071736648	0.599306674	-0.17576012	0.19507314	0.272490749	0.042177186	-0.15046853	0.268326986
Epithelial_IRF7	0.156971437	0.247946266	-0.177863767	0.189697116	0.142086727	0.296203512	-0.471634834	0.000243251	0.206947908	0.12593086
Epithelial_NEU1	-0.253727325	0.059173334	0.325430049	0.014389404	-0.431806472	0.000890555	0.367369998	0.005348512	-0.48076334	0.00017657
Epithelial_TSPAN6	-0.09919892	0.466986586	0.167142818	0.21822753	-0.27880316	0.037454943	0.416239671	0.001419078	-0.108148308	0.427553311
Epithelial_AZGP1	-0.314232265	0.018346607	0.206465411	0.126835644	-0.431180237	0.000907794	0.362798098	0.005995865	-0.503027618	7.77E-05
Epithelial_SLC19A2	-0.256725669	0.056136405	-0.256455061	0.056405211	-0.456004196	0.00041252	0.377012695	0.004180813	-0.416916935	0.001391236
Epithelial_GRB7	-0.113865823	0.403381155	0.466168131	0.000293449	-0.434596346	0.000817283	0.428172486	0.000994853	-0.351479389	0.007901648
Epithelial_GALNT10	-0.052733208	0.699505885	-0.12844207	0.345471651	0.241781376	0.072612733	-0.497820722	9.47E-05	0.233295775	0.083555924
Epithelial_LYPLA1	-0.316881571	0.017335229	-0.045837831	0.737279061	-0.478270582	0.000192886	0.597299863	1.18E-06	-0.465415117	0.000301058
Epithelial_C9orf3	-0.121358781	0.372938692	-0.445492374	0.000580317	0.193995767	0.15196103	-0.200378292	0.138676515	0.245730623	0.0679246
Epithelial_PRMT3	-0.414370158	0.001498539	0.01241916	0.927616693	-0.572434761	4.03E-06	0.653530627	4.75E-08	-0.501244238	8.32E-05
Epithelial_MTCL1	-0.174311215	0.198838526	-0.328395191	0.013473234	0.039766665	0.771059195	-0.144853174	0.286801937	0.063303531	0.6430052
Epithelial_KAZN	0.176461045	0.193269947	-0.038654692	0.777294326	0.402542081	0.002100337	-0.313311124	0.018709817	0.10908534	0.423536572
Epithelial_MUC1	0.307665307	0.021072156	-0.099315353	0.466461287	0.456643067	0.000403908	-0.27434959	0.040738351	0.302132273	0.023627606
Epithelial_GPR161	0.001308811	0.992361695	-0.212400491	0.11604292	0.400840501	0.002202672	-0.502366999	7.97E-05	0.290144837	0.030069599
Epithelial_MUC5AC	-0.094824285	0.486952397	-0.12789287	0.347555324	0.01113555	0.935081036	-0.12998289	0.339667184	-0.109724712	0.420808164
Epithelial_TOX3	-0.250210558	0.062902764	-0.149426713	0.271693153	-0.286074397	0.032566161	0.410165414	0.001691986	-0.212928831	0.115117259
Epithelial_MST4	-0.241482312	0.07297798	-0.218710327	0.105353263	-0.42440281	0.001114536	0.360392018	0.006363339	-0.17035368	0.209385644
Epithelial_PARP12	-0.10105513	0.458650215	-0.314674224	0.018174481	0.035868487	0.792977868	-0.276063326	0.039447891	0.197251778	0.145071009
Epithelial_MOSPD1	-0.361852747	0.006137968	-0.245438947	0.068262357	-0.306086178	0.02177642	0.361267671	0.006227385	-0.233575772	0.083175235
Epithelial_ASRGL1	0.190196785	0.160302662	0.0360717	0.791831144	0.223370076	0.097959035	-0.144690241	0.287350166	0.119696108	0.379571494
Epithelial_USP18	-0.085812339	0.529454589	-0.218674121	0.105412355	-0.189416576	0.162056663	-0.090351191	0.507821738	0.152054365	0.26325673
Epithelial_RNF128	-0.285513672	0.032923224	-0.051573917	0.705809109	-0.484603319	0.000153891	0.433631928	0.000841973	-0.460935028	0.000350156
Epithelial_PXMP4	-0.302628341	0.023388309	0.228218723	0.0906995	-0.483146285	0.000162162	0.484112128	0.000156635	-0.444177657	0.000605162
Epithelial_CEP72	-0.484550576	0.000154183	0.023199243	0.865234739	-0.447978479	0.000535844	0.393411901	0.002703354	-0.426150152	0.001057539
Epithelial_RNF39	-0.123724936	0.363620726	0.320911233	0.015888142	-0.081568336	0.550085825	0.429460288	0.000956698	-0.348254882	0.008533009
Epithelial_FAM122B	-0.132804394	0.32919683	-0.161078437	0.235631408	-0.411116511	0.001646375	0.40418153	0.002005768	-0.211958318	0.116821977
Epithelial_ANKH	-0.150349964	0.268708668	-0.186822857	0.16798881	-0.307147174	0.021301077	0.24562486	0.068046918	-0.139133576	0.306458279
Epithelial_FKBP5	0.061935383	0.650214518	-0.307473971	0.021156448	0.331950284	0.012441214	-0.392817491	0.002747475	0.273869063	0.041106371
Epithelial_ELOVL7	0.053901189	0.693175701	-0.12890655	0.343715462	-0.029222706	0.8307061	0.020086459	0.883181089	0.12652027	0.352796874
Epithelial_S100A16	-0.001559116	0.990900957	-0.061694154	0.651488981	0.191727264	0.156902552	-0.237417681	0.078088411	-0.030944351	0.820892156
Epithelial_EPB41L5	-0.28479037	0.033388619	-0.085864913	0.529201436	-0.542879998	1.54E-05	0.534753946	2.18E-05	-0.327088152	0.013870716
Epithelial_PDZD8	0.002045081	0.988065036	-0.094948517	0.486379286	-0.242413554	0.071845439	0.292993836	0.028419002	-0.103589462	0.447400493
Epithelial_PARD6B	-0.370998949	0.004879181	-0.149800159	0.270483311	-0.514700216	4.94E-05	0.492126669	0.000116995	-0.461693375	0.000341365
Epithelial_SLC19A3	0.028535782	0.834629051	0.105036828	0.441044792	-0.25948322	0.053455905	0.212955073	0.11507143	-0.025761234	0.850514015
Epithelial_CELSR3	-0.394628431	0.002615012	0.286621133	0.032221116	-0.501873329	8.12E-05	0.544215922	1.45E-05	-0.385207008	0.003371569
Myeloids_CLEC12A	0.088683709	0.51571647	-0.195331366	0.149106062	0.543909733	1.47E-05	-0.495304908	0.000104002	0.393048016	0.002730289
Myeloids_WARS	0.0156398	0.908916928	0.110469712	0.417641692	0.12360038	0.36410767	-0.231565008	0.085939644	0.250559389	0.062524606
Myeloids_CKAP4	-0.143490333	0.291408698	-0.336989629	0.011095256	0.136718019	0.315014207	-0.30175066	0.023813094	0.073357766	0.591058588
Myeloids_LGALS1	0.094368239	0.489059263	-0.373645186	0.004560156	0.400417312	0.002228803	-0.54175638	1.62E-05	0.292737452	0.028564366
Myeloids_EMP1	-0.154164107	0.256611644	-0.304252153	0.022619248	0.140985927	0.299999615	-0.284783988	0.033392749	-0.003215235	0.981237091
Myeloids_COL6A3	-0.140113731	0.303029663	-0.354788664	0.007296356	0.401510374	0.002161867	-0.498682143	9.17E-05	0.214203463	0.112907318
Myeloids_PRCP	0.112487013	0.40913638	-0.370477523	0.004944307	0.454095335	0.000439253	-0.551623256	1.05E-05	0.479943428	0.000181792
Myeloids_PPP4R1	-0.059961936	0.660669549	-0.274131431	0.040905094	0.437459507	0.000747779	-0.362730457	0.006005936	0.253988445	0.058903694
Myeloids_SH3BP5	0.243952848	0.07000413	-0.408034587	0.001798296	0.526806118	3.03E-05	-0.615427251	4.48E-07	0.509733047	6.00E-05
Myeloids_CTSL	-0.128719256	0.34442295	-0.249850921	0.06329456	0.255590799	0.057270694	-0.376734787	0.00421103	0.196683317	0.146256859
Myeloids_ARL4C	0.149246992	0.27227667	-0.33621202	0.011294362	0.331476496	0.012574696	-0.507942349	6.44E-05	0.393486931	0.00269783
Myeloids_PCOLCE	0.150505826	0.268207001	-0.035349009	0.795911236	0.397402701	0.002423073	-0.59456446	1.35E-06	0.304378127	0.022560489
Myeloids_UPP1	0.250722633	0.062348266	0.103377982	0.448333364	-0.148860956	0.273532866	0.457200749	0.000396524	-0.039989348	0.769812264
Myeloids_PLEK	0.116867812	0.391014925	-0.074496859	0.585293525	0.336543701	0.011209062	-0.547703131	1.25E-05	0.378229877	0.004050708
Myeloids_HMOX1	-0.026567051	0.845894144	-0.157530313	0.246245231	0.266363489	0.047218666	-0.476972202	0.000201919	0.197737987	0.144062435
Myeloids_IGFBP6	0.133225291	0.327652532	-0.162016861	0.232877646	0.513972722	5.09E-05	-0.510196547	5.90E-05	0.28589306	0.03268128
Myeloids_CYBB	0.06364574	0.641207026	-0.497248085	9.67E-05	0.336199819	0.011297511	-0.419801648	0.001278051	0.520785686	3.88E-05
Myeloids_COL7A1	-0.095700728	0.48291677	-0.215323987	0.110991538	0.323704955	0.014946605	-0.381595013	0.003709406	0.081117409	0.552300304
Myeloids_FCER1G	0.276963722	0.038783514	-0.214142868	0.113011636	0.452381772	0.000464579	-0.593300726	1.44E-06	0.502966182	7.79E-05
Myeloids_ISG20	0.118085362	0.386063911	-0.197956815	0.143610213	0.118117295	0.385934562	-0.380875222	0.003780194	0.241801833	0.072587802
Myeloids_EML1	0.073298949	0.591356954	-0.443787387	0.00061272	0.576462786	3.33E-06	-0.486251463	0.000145	0.448277844	0.000530702
Myeloids_TFF1	0.004920204	0.971290973	-0.340514643	0.010230218	0.126444932	0.353085968	-0.13971869	0.304408539	-0.052996381	0.698077753
Myeloids_PDGFRL	-0.023888458	0.861269951	-0.302201495	0.023594091	0.45072266	0.000490355	-0.424551602	0.001109577	0.282486494	0.034907604
Myeloids_KCNJ8	-0.03107128	0.820169673	-0.202061952	0.135321639	0.39153972	0.00284449	-0.402743345	0.002088517	0.359078447	0.006572151
Myeloids_OASL	-0.246614595	0.066909125	-0.048714302	0.72144056	0.181672703	0.180234637	-0.088783663	0.515241495	0.031893444	0.815493536
Myeloids_TFEC	0.337502155	0.010965688	-0.406577468	0.001874387	0.416330324	0.001415322	-0.460941605	0.000350079	0.673189191	1.31E-08
Myeloids_PTGFR	0.299783662	0.024788763	-0.283004835	0.034560947	0.533188109	2.33E-05	-0.490723928	0.00012319	0.551688685	1.05E-05
Myeloids_TUBB6	0.269395982	0.044665226	-0.258713485	0.054193461	0.541857841	1.61E-05	-0.631801679	1.77E-07	0.361692727	0.006162312
Myeloids_IFI35	-0.082419349	0.545918167	-0.108749914	0.424971956	0.086664324	0.525359464	0.255439299	0.057423507	-0.185134599	0.171934259
Myeloids_RGL1	-0.172668846	0.203168781	0.315305271	0.017931094	-0.538299888	1.88E-05	0.496510976	9.94E-05	-0.573131898	3.90E-06
Myeloids_BLVRA	0.371436988	0.004825054	-0.175191441	0.196544907	0.282592574	0.034836425	-0.475267205	0.000214367	0.510314635	5.87E-05
Myeloids_IGFBP5	0.061135982	0.654441712	-0.19893377	0.141604182	0.407564907	0.001822516	-0.503474099	7.64E-05	0.323351219	0.015063114
Myeloids_PXDN	-0.149061732	0.272879044	-0.355437393	0.00718256	0.455244923	0.000422971	-0.377239544	0.004156289	0.1636437	0.228156495
Myeloids_LHFPL2	-0.060550514	0.657544492	-0.119272937	0.38127081	-0.112038764	0.411017572	0.196507627	0.146624814	-0.067840136	0.619335804
Myeloids_C9orf3	-0.169783363	0.210937441	-0.357500381	0.006830905	0.19000514	0.160732204	-0.206447476	0.126869369	0.195756645	0.148205394
Myeloids_AHNAK2	-0.013663236	0.920388142	-0.222589362	0.099168967	0.189801412	0.161189754	-0.309100096	0.020449081	0.17079452	0.208191666
Myeloids_ANGPTL2	0.060931245	0.655526089	-0.301705792	0.023834984	0.474561837	0.000219718	-0.416868272	0.00139322	0.252904981	0.060029019
Myeloids_LPPR4	-0.079054648	0.562484276	-0.407648191	0.0018182	0.516928815	4.52E-05	-0.410337266	0.001683662	0.251205964	0.061828503
Myeloids_HLX	0.067336911	0.621943085	-0.266931962	0.046731117	0.498839067	9.11E-05	-0.584358301	2.26E-06	0.383051412	0.003569747
Myeloids_FCGR1B	0.073872949	0.588448051	-0.222195268	0.099784111	0.394671207	0.002611952	-0.460076335	0.000360359	0.394946026	0.002592375
Myeloids_CD163	0.2047063	0.130176025	-0.384305405	0.003453243	0.473762045	0.000225933	-0.647180772	7.05E-08	0.596234679	1.24E-06
Myeloids_AIF1	0.437737765	0.000741317	-0.109152413	0.423249876	0.44616491	0.000567968	-0.429722491	0.000949093	0.563257602	6.20E-06
Myeloids_RAB31	-0.043716427	0.749030304	-0.261386834	0.051666817	0.423956784	0.00112952	-0.56487634	5.75E-06	0.345742184	0.009054948
Myeloids_SOBP	0.149720231	0.270741951	-0.333682016	0.011963647	0.441796236	0.000652625	-0.517993045	4.34E-05	0.494634577	0.000106627
Myeloids_ADAP2	-0.145521957	0.284558854	0.361361481	0.006212972	-0.466434236	0.000290803	0.63934559	1.13E-07	-0.574559791	3.65E-06
Myeloids_SLAMF8	0.31292226	0.018864973	-0.362927116	0.005976696	0.382927628	0.003581434	-0.533849058	2.26E-05	0.631313595	1.82E-07
Myeloids_TMEM45A	0.153608459	0.258350691	-0.438818414	0.000716697	0.530435199	2.61E-05	-0.512936311	5.30E-05	0.543891943	1.48E-05
Myeloids_AGPAT4	0.005838766	0.965934154	-0.201008669	0.137413202	0.330347176	0.012897842	-0.389048954	0.003042377	0.232765794	0.084280253
Myeloids_PILRA	0.189668474	0.161488834	-0.134645517	0.322475423	0.380138744	0.003853856	-0.498222978	9.33E-05	0.414043199	0.001512839
Myeloids_MS4A7	0.220208186	0.102930922	-0.468754047	0.000268634	0.351768686	0.007847044	-0.452724718	0.000459407	0.563113985	6.24E-06
Myeloids_PARVG	-0.490528714	0.000124075	0.189420859	0.162046995	-0.49718118	9.70E-05	0.634746669	1.49E-07	-0.733646634	1.26E-10
Myeloids_ADAMTS2	-0.143940785	0.289880734	-0.244486293	0.069374877	0.300726281	0.024317087	-0.415257639	0.001460334	0.18946658	0.161943826
Myeloids_PIK3AP1	0.399371519	0.002294566	-0.305304946	0.022132131	0.393015787	0.002732686	-0.448980406	0.000518811	0.598433152	1.11E-06
Myeloids_BCAT1	0.003029823	0.982318903	-0.375932494	0.004299346	0.459110216	0.000372161	-0.54925826	1.17E-05	0.368577617	0.005188113
Myeloids_CD109	0.035952898	0.792501486	-0.483153394	0.000162121	0.490946238	0.000122188	-0.603791198	8.38E-07	0.391197186	0.002871008
Myeloids_PRRX1	0.194642935	0.150572637	-0.342900221	0.009678458	0.49741195	9.61E-05	-0.626503239	2.41E-07	0.49822395	9.32E-05
Myeloids_FAM20C	0.265080036	0.048334713	-0.300525343	0.024416995	0.545467248	1.38E-05	-0.652672151	5.01E-08	0.482493836	0.000165996
Myeloids_FAM20A	0.23839416	0.076835578	0.070087952	0.607746648	0.494174068	0.000108465	-0.397972005	0.002385272	0.388278093	0.003106044
Myeloids_ASPHD2	0.165669923	0.222369531	-0.219382693	0.10426053	0.074644128	0.58455004	-0.286157251	0.032513676	0.386436377	0.003262959
Myeloids_GPX8	-0.091780492	0.501104095	-0.389939764	0.002970245	0.303102799	0.023161351	-0.363741186	0.00585698	0.124892506	0.359075442
Myeloids_PIK3R5	0.378161029	0.004057971	-0.271784545	0.042734662	0.50398635	7.50E-05	-0.5931957	1.45E-06	0.646613703	7.30E-08
Myeloids_FAM65C	0.17789786	0.189610872	-0.320019441	0.016199169	0.473656904	0.000226762	-0.435553998	0.000793413	0.422787878	0.001169651
Myeloids_MRGPRF	0.373790261	0.004543209	-0.30105912	0.024152355	0.668532418	1.80E-08	-0.71305174	7.01E-10	0.503368356	7.67E-05
Myeloids_DDX60L	-0.079421009	0.560669114	-0.628759272	2.11E-07	0.368357136	0.005217078	-0.339630777	0.010441447	0.219677236	0.103784601
Myeloids_TWIST2	0.296718623	0.026376034	-0.240108004	0.074675245	0.610076487	5.99E-07	-0.601118785	9.64E-07	0.543655569	1.49E-05
Myeloids_IFIT3	-0.192952429	0.154219252	-0.306122601	0.021759954	0.118833091	0.383041892	-0.165765556	0.222098948	0.163935036	0.227318074
Myeloids_MS4A14	0.233314888	0.083529894	-0.293499471	0.028134133	0.445494837	0.000580272	-0.611502475	5.54E-07	0.489540583	0.000128647
Myeloids_GBP5	0.092171258	0.499275513	-0.375389907	0.004359996	0.253352901	0.05956171	-0.417437969	0.001370151	0.45060319	0.00049226
Myeloids_GAS2L1	0.089029505	0.514074216	-0.26941718	0.044647783	0.10300351	0.449987852	-0.411017426	0.001651075	0.267799489	0.045995028
Myeloids_PI3	0.05239852	0.701323586	0.050333507	0.71257517	-0.072254507	0.596666351	-0.18882248	0.163401669	0.014179385	0.917390964
Stromal_NREP	0.005850307	0.965866855	-0.364210758	0.005788885	0.497062752	9.74E-05	-0.434686107	0.000815018	0.358384959	0.006684787
Stromal_PRCP	-0.072023825	0.597841857	0.301177533	0.024093976	-0.444783945	0.000593588	0.503527917	7.63E-05	-0.425950953	0.001063901
Stromal_COL1A2	-0.09908308	0.467509525	-0.325612654	0.014331478	0.326732565	0.013980579	-0.396859204	0.002459657	0.084013175	0.538153916
Stromal_LOXL1	0.224546336	0.096157776	-0.121024585	0.374266244	0.386405289	0.003265667	-0.532287335	2.42E-05	0.343131164	0.009626438
Stromal_PRKAR2B	0.383653895	0.003513346	-0.372877161	0.0046508	0.448206769	0.000531919	-0.489284073	0.000129859	0.546240258	1.33E-05
Stromal_VASH1	0.209045371	0.122054378	-0.234464394	0.08197608	0.559964565	7.21E-06	-0.506551218	6.79E-05	0.571468133	4.22E-06
Stromal_MAOB	0.255767973	0.057092401	-0.320725611	0.015952457	0.572738721	3.98E-06	-0.326659237	0.014003327	0.496044301	0.000101175
Stromal_COL16A1	0.186662506	0.168360684	-0.375087438	0.004394131	0.484178929	0.000156259	-0.499308734	8.95E-05	0.306316286	0.021672573
Stromal_LRRC17	0.098202383	0.471495572	-0.315595881	0.017819947	0.49920733	8.99E-05	-0.518428464	4.26E-05	0.386771239	0.003233918
Stromal_PCDH17	-0.140000214	0.303425477	-0.325641042	0.014322491	0.438600418	0.000721603	-0.470703998	0.000251203	0.144759376	0.28711746
Stromal_FOXF1	0.258358266	0.054536602	-0.356710368	0.006963753	0.338314294	0.010763051	-0.463578774	0.00032037	0.379838216	0.003884276
Stromal_CILP	0.308276099	0.020804975	-0.250140696	0.062978721	0.538214385	1.88E-05	-0.423293284	0.001152145	0.550170992	1.12E-05
Stromal_COL6A2	0.185196861	0.171787567	-0.050785338	0.710107987	0.462948263	0.000327257	-0.660797559	2.99E-08	0.337092055	0.011069258
Stromal_RGL1	0.191632032	0.157112556	-0.331970046	0.012435673	0.520476377	3.92E-05	-0.506070586	6.92E-05	0.57111207	4.30E-06
Stromal_NFATC1	0.318095653	0.016887869	-0.091702957	0.501467325	0.369144283	0.005114314	-0.653202943	4.85E-08	0.400993254	0.002193307
Stromal_COL5A1	0.049491322	0.717181638	-0.228933146	0.089666364	0.451456629	0.000478796	-0.473997735	0.000224085	0.240299743	0.074436585
Stromal_C9orf3	0.136648332	0.31526328	0.427816194	0.001005648	-0.168864663	0.213454134	0.20551911	0.128624425	-0.239679849	0.075210371
Stromal_COL6A1	0.102469505	0.452352994	-0.189899838	0.160968583	0.521620457	3.75E-05	-0.501235397	8.32E-05	0.294495827	0.027579795
Stromal_COL3A1	-0.019650405	0.885699971	-0.217163684	0.10790039	0.403635875	0.002036813	-0.383599916	0.003518367	0.216977291	0.108210528
Stromal_MAFB	0.296886154	0.026287124	-0.536413446	2.03E-05	0.416931328	0.00139065	-0.570689732	4.38E-06	0.669027372	1.74E-08
Stromal_MICALL2	-0.143626997	0.29094457	0.32896366	0.013303433	-0.046633749	0.732885374	0.18539446	0.171322618	-0.160204467	0.2382161
Stromal_ADAP2	0.185626891	0.17077688	-0.373124323	0.004621458	0.471828062	0.00024163	-0.655221603	4.27E-08	0.59070216	1.65E-06
Stromal_TRPS1	0.124852472	0.359230716	-0.128275299	0.346103565	0.603346814	8.58E-07	-0.530131808	2.64E-05	0.496962147	9.78E-05
Stromal_AMOTL1	0.235548266	0.08053194	-0.301472799	0.023948924	0.672365577	1.39E-08	-0.658178155	3.54E-08	0.553079865	9.85E-06
Stromal_STAT2	0.257574826	0.055299631	-0.358983627	0.006587453	0.56758183	5.07E-06	-0.581590957	2.59E-06	0.596287462	1.24E-06
Stromal_GPSM1	0.043013967	0.752934153	-0.047501143	0.728106782	0.602098435	9.16E-07	-0.347321488	0.00872376	0.286090019	0.03255626
Stromal_MRVI1	0.276347783	0.039236991	-0.367687328	0.005305947	0.662762696	2.63E-08	-0.614166992	4.80E-07	0.599851707	1.03E-06
Stromal_ZNF521	0.060458384	0.658033273	-0.339592117	0.010450771	0.549826459	1.14E-05	-0.512578012	5.37E-05	0.35473334	0.007306133
Stromal_SFMBT2	0.248335687	0.064966858	-0.509138709	6.15E-05	0.46561815	0.000298989	-0.577421522	3.18E-06	0.586013076	2.08E-06
Stromal_SHANK3	0.226819942	0.09274922	-0.139762223	0.304256388	0.452695712	0.000459843	-0.412801327	0.00156827	0.234905742	0.081385588
Stromal_PAPPA	0.07662383	0.574597264	-0.3789768	0.00397265	0.556480803	8.45E-06	-0.485490904	0.000149043	0.352107918	0.007783434
Stromal_ALPK2	0.272470217	0.04219331	-0.184295203	0.173920816	0.533461505	2.30E-05	-0.54582027	1.36E-05	0.459102098	0.000372261
Stromal_RUNX1T1	0.214426386	0.112524179	-0.398475867	0.002352254	0.599936567	1.03E-06	-0.582653633	2.46E-06	0.618558549	3.76E-07
Stromal_ARL10	0.023248119	0.864953466	-0.275674095	0.039737985	0.379245558	0.003944889	-0.299084812	0.025143409	0.339383964	0.0105011
Stromal_CD84	0.447343773	0.000546895	-0.313893072	0.018479648	0.476208678	0.000207409	-0.551931999	1.04E-05	0.749014769	3.16E-11
T_QPRT	-0.162425353	0.231685903	0.217726363	0.106968302	-0.34319008	0.009613206	0.345541689	0.009097763	-0.248422341	0.064870276
T_OAS2	0.06320675	0.643514115	-0.018231626	0.893903256	-0.039152602	0.774500663	-0.211940858	0.116852821	0.220323559	0.102746141
T_PLAG1	0.03527803	0.79631226	-0.207302651	0.125268765	-0.002998827	0.982499763	0.308743354	0.020602523	-0.00341937	0.980046068
T_FMR1	-0.268983096	0.045006081	-0.242944246	0.071206318	-0.305302841	0.022133096	0.362032617	0.006110706	-0.211526558	0.117586532
T_MST4	-0.096826893	0.477757319	-0.160160264	0.238347342	-0.336137835	0.011313518	0.293816452	0.027956772	-0.087540269	0.521165654
