id	S01_CD4	p.value_S01_CD4	S02_CD4	p.value_S02_CD4	S03_CD4	p.value_S03_CD4	S04_CD4	p.value_S04_CD4	S05_CD4	p.value_S05_CD4	S06_CD4	p.value_S06_CD4	S07_CD4	p.value_S07_CD4	S01_CD8	p.value_S01_CD8	S02_CD8	p.value_S02_CD8	S03_CD8	p.value_S03_CD8
B_ITLN1	0.036258381	0.790778097	0.397806302	0.00239622	-0.374133837	0.004503297	0.420869137	0.001238308	-0.021126753	0.877176463	0.006245657	0.963561729	-0.25525713	0.057607693	0.240715939	0.073920623	0.107974134	0.428302309	-0.158171445	0.244303644
B_FKBP5	0.210842899	0.118804947	0.257660922	0.055215357	-0.275706086	0.039714076	0.421405064	0.001218777	-0.113972512	0.402937801	-0.070416275	0.606061798	-0.177709621	0.190087406	0.044327179	0.745641178	0.404765859	0.001972991	0.142621023	0.294372306
B_PARM1	-0.047798688	0.726469921	0.318123162	0.016877848	-0.410404479	0.001680416	0.46639203	0.000291221	0.090535909	0.506950994	0.035710336	0.79387061	-0.321868442	0.015559992	0.195250222	0.149278371	0.120063539	0.37809969	-0.287886915	0.031433951
B_EMB	0.149913606	0.270116495	0.441724736	0.000654101	-0.35411538	0.00741612	0.381625051	0.003706477	-0.102176366	0.453654223	0.069732394	0.609573547	-0.124205334	0.361746345	0.285649496	0.032836435	0.119303648	0.381147332	-0.013787717	0.919665199
B_LINC00261	-0.056902514	0.6770053	0.310898408	0.019690256	-0.312541684	0.019017879	0.471880792	0.000241189	0.061867612	0.650572468	-0.002847702	0.98338155	-0.134799449	0.32191743	0.170592557	0.208738069	0.168744696	0.21378432	-0.200488171	0.138455687
B_FRMD3	-0.058489007	0.66851521	0.300679436	0.024340348	-0.388751263	0.003066825	0.484361133	0.000155238	0.020674155	0.879788054	0.071673972	0.599626577	-0.18574896	0.170490776	0.21394886	0.113346128	0.131602572	0.333631572	-0.271733761	0.042774982
B_FFAR4	0.139915179	0.303722196	0.24612288	0.067472479	-0.347730048	0.008639815	0.40567484	0.001922953	0.173224916	0.201695243	-0.06842521	0.616310298	-0.251381343	0.061640769	0.137685579	0.311568959	0.131437938	0.334241979	-0.06096667	0.655338411
B_LOC643733	0.345462233	0.00911478	0.30648405	0.021597126	-0.229876887	0.08831575	0.329260408	0.013215527	0.083375882	0.541251985	-0.003934416	0.977041236	-0.247719789	0.065656643	0.119732542	0.379425397	0.323396298	0.015048224	0.206151158	0.127427573
B_DENND2A	-0.026346095	0.847160414	0.273732216	0.041211677	-0.216270779	0.109392315	0.329780575	0.013062642	0.169672117	0.211241075	0.010512921	0.938703739	-0.267677929	0.046097595	0.168428138	0.214657304	0.134151804	0.324269228	-0.286267348	0.032444041
Epithelial_GAMT	0.039501981	0.772542064	0.004496309	0.973763466	0.41072397	0.001665065	-0.42695019	0.001032328	0.462724818	0.000329729	-0.467840163	0.000277177	0.308712866	0.020615682	0.227906206	0.09115435	-0.319079553	0.016532584	-0.073644478	0.589605119
Epithelial_KCNH8	-0.070339847	0.606453822	-0.16348381	0.228617543	0.246184294	0.067401912	-0.296351692	0.026571651	-0.144968694	0.286413659	0.248433599	0.064857737	0.090254521	0.508277735	-0.284921577	0.033303792	-0.089777447	0.510531165	0.109719997	0.420828247
Epithelial_LOC284926	0.253264996	0.059653188	0.220250875	0.102862521	0.005220818	0.969537719	0.288318464	0.031169271	0.326892559	0.013931055	-0.54816846	1.22E-05	-0.253416132	0.059495979	0.293848481	0.027938903	0.397792459	0.002397136	0.178126198	0.189033972
Epithelial_FAM201A	-0.092176806	0.499249576	-0.306187232	0.021730763	0.155750458	0.251690279	-0.184801058	0.172721648	0.052261246	0.702069607	0.130900684	0.336238796	0.160298053	0.237938403	-0.262020892	0.051081831	-0.058435426	0.668801283	0.051665844	0.705308565
Epithelial_FAM111B	-0.245439979	0.06826116	-0.283262757	0.034389521	0.334714338	0.011686541	-0.386077065	0.003294378	-0.311736915	0.019344687	0.361241326	0.006231438	0.203349211	0.13279802	-0.23849865	0.076702464	-0.34454156	0.009313972	-0.15632757	0.249915874
Epithelial_LOC283177	-0.100193448	0.462509969	0.112451296	0.409286093	-0.009861957	0.942492618	-0.155925022	0.251152659	0.006385543	0.962746177	-0.098571332	0.46982349	0.660395474	3.06E-08	0.249476913	0.063704087	-0.327182864	0.013841579	-0.168696464	0.213917169
Epithelial_LOC728613	-0.166496818	0.220037496	-0.111429826	0.413581114	0.105521772	0.4389266	-0.115225779	0.397751065	-0.25912385	0.053799231	0.466586236	0.000289301	0.081088801	0.55244094	-0.121032844	0.374233401	-0.163083112	0.229775801	-0.11980676	0.3791279
Epithelial_UPP1	0.074508972	0.58523236	-0.195520719	0.148704545	0.119929951	0.378634401	0.166447997	0.220174706	0.179367826	0.185918991	-0.208708839	0.122670166	-0.301949602	0.023716244	-0.265926054	0.047596654	0.45579989	0.000415309	0.153772962	0.257835011
Epithelial_KDELR3	0.12553	0.356608433	-0.133083809	0.328171128	0.08646714	0.526305837	0.219710002	0.103731761	0.105855363	0.437472808	-0.045201582	0.740797358	-0.251549459	0.06146124	-0.252680965	0.060263837	0.22998562	0.08816117	0.03857499	0.777741776
Epithelial_FGFBP1	0.043530698	0.75006187	-0.02815881	0.836783609	0.033333974	0.80731586	0.023358606	0.864317691	0.21047399	0.119466397	-0.242869618	0.071295919	-0.264655538	0.048708547	0.035956798	0.792479481	-0.001074096	0.99373148	-0.044174508	0.746487918
Epithelial_GNG4	-0.127811937	0.347863041	-0.173061164	0.202128384	0.084061404	0.537919811	-0.297483153	0.025972334	0.001703445	0.990058687	0.109387379	0.42224642	0.213576874	0.113989594	-0.135730632	0.318555036	-0.293327798	0.028230582	-0.056484022	0.679251571
Epithelial_CEACAM8	-0.187764221	0.165817748	-0.300729423	0.024315528	0.359946907	0.006433437	-0.449748987	0.000506078	0.055121221	0.686585573	0.047611056	0.727501989	0.330821743	0.012761189	-0.141286598	0.298959637	-0.333599119	0.011986142	0.018752714	0.890889031
Epithelial_CYP2B6	-0.207047443	0.12574482	-0.0574965	0.673821853	0.04370431	0.749097588	-0.312941842	0.018857134	-0.228191001	0.090739777	0.114089475	0.402452083	0.457714939	0.000389825	0.003547817	0.979296665	-0.297522955	0.02595146	-0.141519198	0.298156713
Epithelial_IRF7	0.255095818	0.057771188	0.179830371	0.184768044	-0.023629117	0.862761445	0.216741985	0.10860303	-0.055877847	0.682510147	-0.308490465	0.020711886	-0.291894905	0.029046461	0.016748148	0.902492418	0.300415188	0.024471912	0.291056109	0.029533151
Epithelial_NEU1	-0.147774664	0.277088398	-0.227112752	0.092317184	0.607175409	7.00E-07	-0.606720629	7.17E-07	0.181332777	0.181064989	-0.045487695	0.73921457	-0.008623762	0.949702856	-0.194347577	0.151205108	-0.382491384	0.00362289	-0.063807572	0.640357376
Epithelial_TSPAN6	-0.132907547	0.328817932	-0.049284831	0.718312607	0.147999988	0.276348389	-0.367922215	0.005274633	-0.026043394	0.848895777	0.240752438	0.073875511	0.286990185	0.031989933	-0.03089179	0.821191374	-0.302415813	0.023490578	-0.090510166	0.507072299
Epithelial_AZGP1	-0.208236498	0.123538434	-0.330707559	0.012793954	0.51815336	4.31E-05	-0.541325058	1.65E-05	0.011314422	0.934040527	0.098936184	0.468173116	0.093602241	0.492608776	-0.28264223	0.034803148	-0.331062093	0.012692456	0.00596655	0.96518906
Epithelial_SLC19A2	-0.396584488	0.002478334	-0.288917634	0.030804869	0.251946322	0.061039103	-0.252948742	0.059983233	-0.479316464	0.00018588	0.497751185	9.49E-05	0.09546338	0.484007903	-0.300643561	0.024358174	-0.235036718	0.081211	-0.137548603	0.312055224
Epithelial_GRB7	0.008980247	0.947626541	-0.19330883	0.15344508	0.347077697	0.008774187	-0.59556123	1.29E-06	0.02341176	0.864011855	-0.002340137	0.986343257	0.389808687	0.002980763	-0.029035826	0.831772952	-0.374546489	0.004455768	0.043169078	0.752071606
Epithelial_GALNT10	0.203485246	0.132533414	0.005012343	0.970753585	-0.250849364	0.062211644	0.248298276	0.065008591	0.277057657	0.038714737	-0.204379705	0.130803434	-0.342098938	0.009860839	-0.11234199	0.409744458	0.307314771	0.021226801	0.081653741	0.549666886
Epithelial_LYPLA1	-0.345910299	0.009019182	-0.330374482	0.012889945	0.342714234	0.009720528	-0.366978641	0.005401418	-0.332281679	0.012348575	0.424964277	0.001095927	0.223648916	0.097529684	-0.315233582	0.017958604	-0.32245431	0.015362018	-0.104982951	0.441280474
Epithelial_C9orf3	0.150720348	0.267517546	-0.010828927	0.936864932	-0.155104909	0.253685198	0.395504904	0.002552962	-0.340260128	0.01029066	0.254193397	0.05869275	-0.25334711	0.059567733	-0.156404566	0.249679781	0.44055199	0.000678739	0.180743733	0.1825104
Epithelial_PRMT3	-0.259793946	0.053160487	-0.42593934	0.001064273	0.330167803	0.01294982	-0.522234964	3.66E-05	-0.360331167	0.006372882	0.465241449	0.000302838	0.234954674	0.081320328	-0.368034427	0.00525973	-0.349206449	0.008342286	0.007918482	0.953811656
Epithelial_MTCL1	0.106314644	0.43547567	-0.114294284	0.401602382	-0.241152869	0.073382018	0.247041516	0.066423061	-0.263562736	0.049681783	0.260792542	0.05222005	-0.068715836	0.614809772	-0.267292638	0.046423925	0.314213351	0.018354004	0.293151873	0.028329708
Epithelial_KAZN	-0.11484069	0.399340607	0.183920339	0.17481335	-0.233287199	0.083567606	0.375236673	0.00437726	0.062391414	0.647807931	-0.116979715	0.390558326	-0.095535724	0.483675189	0.17587682	0.194772089	0.092953845	0.495623795	-0.24455402	0.06929531
Epithelial_MUC1	0.068763158	0.614565592	0.266784793	0.04685694	-0.240770644	0.073853016	0.404678074	0.001977884	0.091840042	0.500825207	-0.106161927	0.436139176	-0.150404693	0.268532443	0.223751407	0.097372239	0.115085798	0.39832844	0.007498044	0.956261606
Epithelial_GPR161	0.161876458	0.233288234	0.155676503	0.251918279	-0.41470418	0.001484056	0.458111667	0.000384726	0.112834871	0.407679943	-0.146559412	0.281102141	-0.422258244	0.001188253	0.070974116	0.603203799	0.427801184	0.001006106	0.046129744	0.735666645
Epithelial_MUC5AC	-0.182288282	0.178737941	-0.088663641	0.515811854	0.138611352	0.308295199	0.007660444	0.955315226	-0.046947521	0.731155588	0.027803938	0.838812944	-0.140458968	0.301827937	-0.126619918	0.352414721	0.035214974	0.796668557	-0.192040685	0.156212858
Epithelial_TOX3	-0.306828994	0.021442696	-0.183613713	0.175545881	-0.049400238	0.717680438	-0.11819428	0.385622831	-0.332403877	0.012314565	0.556516168	8.44E-06	0.231667125	0.085797535	-0.24516107	0.068585382	-0.435281438	0.000800142	-0.189291561	0.162339013
Epithelial_MST4	-0.112575209	0.408766827	-0.278014319	0.038020015	0.081688115	0.549498314	-0.324546472	0.014672531	-0.305462189	0.022060143	0.480613159	0.000177517	0.262561601	0.050587239	-0.249688215	0.063472457	-0.115378225	0.397122838	0.096329893	0.480030675
Epithelial_PARP12	0.265679845	0.047810489	0.014617369	0.914848564	-0.007687911	0.955155174	0.156188026	0.250344138	-0.016668799	0.902952159	0.08907735	0.513847201	-0.399208124	0.002304995	-0.134414785	0.323312956	0.426647167	0.001041812	0.371300184	0.004841901
Epithelial_MOSPD1	-0.233117335	0.08379925	-0.287702687	0.031547512	0.062440085	0.647551293	-0.204610393	0.130360033	-0.302512055	0.023444219	0.518860628	4.19E-05	0.175230339	0.196443985	-0.353692098	0.007492287	-0.011913169	0.930558391	-0.007623161	0.955532485
Epithelial_ASRGL1	0.013897542	0.919027431	0.154858916	0.254448192	0.099863357	0.463993207	0.187969225	0.165347682	0.238638224	0.076524942	-0.126717713	0.352039922	-0.23004077	0.088082846	0.116420099	0.392844876	0.14786875	0.276779242	-0.119246193	0.381378359
Epithelial_USP18	0.269936686	0.044222056	-0.089348635	0.512560958	-0.103769655	0.446606477	-0.037057514	0.786274487	-0.127397112	0.349442894	0.059742624	0.661835462	-0.075853646	0.578460026	-0.166381784	0.220360891	0.275437297	0.039915331	0.458085252	0.000385064
Epithelial_RNF128	-0.351469776	0.007903468	-0.32659265	0.014024011	0.189375649	0.162149058	-0.406753338	0.001865053	-0.287937416	0.031402881	0.388335796	0.003101238	0.250656103	0.062420084	-0.281630969	0.035486072	-0.456563113	0.000404976	-0.284695968	0.033449761
Epithelial_PXMP4	-0.163040488	0.229899249	-0.329788202	0.013060412	0.374992138	0.004404935	-0.552686048	1.00E-05	-0.109081854	0.423551474	0.190626599	0.159342368	0.308945804	0.020515326	-0.238588892	0.07658765	-0.364337556	0.005770616	0.045891097	0.736984756
Epithelial_CEP72	-0.090830659	0.505563153	-0.471878847	0.000241205	0.257703582	0.055173639	-0.4733334	0.000229329	-0.14589154	0.283324243	0.279962374	0.036637179	-0.003045312	0.982228529	-0.407749661	0.001812954	-0.141199892	0.299259301	0.190379084	0.159894852
Epithelial_RNF39	-0.264103366	0.049198342	-0.132408185	0.330654726	0.301870184	0.023754867	-0.287701622	0.031548169	0.033340316	0.807279901	-0.005628585	0.967159754	0.406952863	0.001854514	-0.030981952	0.820678114	-0.261813077	0.051272966	-0.122551163	0.36822524
Epithelial_FAM122B	-0.183666626	0.175419312	-0.192556426	0.155082827	0.076115219	0.577146812	-0.234749989	0.08159359	-0.318820767	0.016625407	0.431144696	0.000908782	0.26596505	0.047562857	-0.158678018	0.242776963	-0.243743301	0.070252555	0.032353389	0.812880331
Epithelial_ANKH	-0.2375305	0.077942842	-0.110587685	0.417141524	-0.074528096	0.585135793	-0.23582563	0.080165629	-0.297985935	0.025709686	0.466008931	0.000295043	0.091316956	0.503277664	-0.070142497	0.607466598	-0.155656338	0.251980472	-0.194445734	0.1509947
Epithelial_FKBP5	0.038108324	0.780363103	0.131803489	0.332887591	-0.358313718	0.006696453	0.424408012	0.001114362	-0.012440029	0.92749539	-0.02227994	0.870528251	-0.16888237	0.213405427	0.0104135	0.939282325	0.348091721	0.00856609	-0.029369272	0.829869601
Epithelial_ELOVL7	-0.079078577	0.562365632	-0.033780906	0.804782802	-0.343332195	0.009581353	0.119932063	0.378625945	0.021871897	0.872879663	0.321279542	0.015761186	0.053673527	0.694407956	-0.023509864	0.863447443	-0.130467118	0.33785566	-0.038680061	0.777151916
Epithelial_S100A16	0.054491243	0.689985607	-0.05485026	0.688047221	0.184469628	0.173506647	0.078068009	0.56738632	0.28483202	0.033361672	-0.275810975	0.039635768	-0.526713557	3.05E-05	-0.080022038	0.55769725	0.275599244	0.039793973	0.119852464	0.378944765
Epithelial_EPB41L5	-0.217170959	0.1078883	-0.264168694	0.049140185	0.356086757	0.007070205	-0.52398674	3.40E-05	-0.232305637	0.084913149	0.393504045	0.002696571	0.148523175	0.274635193	-0.261480459	0.051580097	-0.349816754	0.008221922	0.008106805	0.952714405
Epithelial_PDZD8	-0.207245156	0.125375895	-0.110927665	0.415702044	-0.029136389	0.831198825	-0.07303833	0.592679824	-0.293802833	0.027964373	0.389445679	0.003010063	0.256306056	0.056553666	-0.056217073	0.680685876	-0.338249789	0.010779027	-0.188617716	0.163867136
Epithelial_PARD6B	-0.322317977	0.015407894	-0.344392374	0.009346602	0.296488719	0.026498458	-0.395360467	0.002563097	-0.321456941	0.015700346	0.464097774	0.000314801	0.070005977	0.608167633	-0.356117883	0.007064858	-0.30825669	0.02081342	-0.036223273	0.790976108
Epithelial_SLC19A3	-0.01562195	0.909020439	0.090447967	0.507365452	-0.090442963	0.50738904	-0.269569586	0.044522542	0.024018065	0.860524751	0.267335595	0.046387448	0.214973154	0.111588662	0.098045554	0.472207288	-0.34940073	0.008303805	-0.131210611	0.335085978
Epithelial_CELSR3	-0.031658406	0.816829694	-0.341244376	0.01005862	0.239402574	0.07555854	-0.587215559	1.96E-06	-0.105986567	0.436901759	0.179293277	0.186104971	0.334646733	0.011704517	-0.264746907	0.048627884	-0.374118528	0.004505069	0.21694521	0.108263977
Myeloids_CLEC12A	0.201253644	0.136924593	0.132758693	0.329364786	-0.321408572	0.015716914	0.61646583	4.23E-07	-0.098995124	0.467906797	-0.267076287	0.046607995	-0.178931228	0.187010089	-0.008836082	0.948466178	0.602718249	8.87E-07	0.182091126	0.179216319
Myeloids_WARS	0.567604491	5.07E-06	0.031638483	0.816942978	-0.050423795	0.712081925	-0.067302167	0.622123267	0.26181435	0.051271794	-0.289116387	0.030684779	-0.185243493	0.171677758	0.004101246	0.976068005	0.273415937	0.041455908	0.716780985	5.20E-10
Myeloids_CKAP4	0.076081049	0.577318282	-0.108298315	0.426908839	-0.031932592	0.81527104	0.291153169	0.029476488	0.03703004	0.786429201	0.126196133	0.354041713	-0.433619361	0.000842299	-0.210465134	0.119482309	0.30404547	0.022715934	0.051481027	0.706315018
Myeloids_LGALS1	0.257159998	0.055707139	0.121619122	0.371906483	-0.18512687	0.171952476	0.471502836	0.000244365	-0.093585095	0.49268838	-0.022376118	0.869974173	-0.367052152	0.005391445	0.014358051	0.916353746	0.579124996	2.92E-06	0.282149026	0.035134843
Myeloids_EMP1	0.063995404	0.639371793	-0.185497216	0.171081196	-0.095324434	0.48464727	0.212372918	0.116091385	-0.202403604	0.134648362	0.067485932	0.621170502	-0.267246992	0.046462711	-0.260481446	0.052511566	0.348185264	0.008547111	0.171171775	0.207173717
Myeloids_COL6A3	0.157248057	0.247103327	-0.041505285	0.76133917	-0.286556197	0.032261937	0.484180109	0.000156253	-0.139160769	0.306362824	-0.058374154	0.66912848	-0.341825741	0.009923699	-0.145068804	0.286077458	0.603361577	8.57E-07	0.297529003	0.02594829
Myeloids_PRCP	0.10686233	0.43310081	0.224283939	0.096557347	-0.381634201	0.003705585	0.560455632	7.05E-06	0.027816055	0.838743636	-0.040548589	0.766683306	-0.223362502	0.097970718	0.108117801	0.427684448	0.588025333	1.89E-06	-0.049397503	0.717695414
Myeloids_PPP4R1	0.078409606	0.56568687	0.049866915	0.715126024	-0.317200456	0.017216761	0.557655761	8.01E-06	-0.074184513	0.586871811	0.065428201	0.63187414	-0.242798585	0.071381287	-0.10879743	0.424768455	0.509840049	5.98E-05	0.030823482	0.821580276
Myeloids_SH3BP5	0.135761029	0.318445654	0.379684776	0.003899889	-0.548445579	1.21E-05	0.619077554	3.66E-07	-0.109891914	0.420096313	-0.047711161	0.726951303	-0.242380065	0.071885922	0.215766477	0.110241911	0.551802289	1.04E-05	0.120484995	0.376415689
Myeloids_CTSL	0.283779176	0.034048408	-0.104970892	0.441333236	-0.057066078	0.676128118	0.341529623	0.009992224	-0.003324346	0.980600478	-0.149730116	0.270709955	-0.397642176	0.002407107	-0.217736512	0.106951547	0.672389107	1.39E-08	0.396456989	0.002487046
Myeloids_ARL4C	0.222986444	0.098552138	0.212115406	0.11654475	-0.202681129	0.134103311	0.448106341	0.000533642	-0.06804725	0.618264067	-0.116746294	0.391511109	-0.362974186	0.005969716	0.144412935	0.288284807	0.646869573	7.19E-08	0.159055131	0.241644679
Myeloids_PCOLCE	0.359540479	0.006498031	0.198927925	0.14161612	-0.103840665	0.446293788	0.355881524	0.007105548	0.141673592	0.297624525	-0.424315645	0.00111745	-0.30011932	0.024619928	0.143069394	0.292841299	0.62521911	2.59E-07	0.283016237	0.034553354
Myeloids_UPP1	-0.201398085	0.136637113	0.196831467	0.145947114	-0.079307416	0.561231622	-0.096378196	0.479809478	-0.223698247	0.097453877	0.266374991	0.04720876	0.397744298	0.002400328	0.290056068	0.030122288	-0.44927674	0.000513868	-0.249796087	0.063354468
Myeloids_PLEK	0.339169091	0.010553273	0.18754995	0.166310107	-0.050011484	0.714335331	0.323291652	0.01508281	0.02024575	0.882261224	-0.396654572	0.002473558	-0.285294532	0.033063652	0.164268693	0.226360482	0.648948074	6.32E-08	0.351607736	0.007877382
Myeloids_HMOX1	0.185430215	0.171238584	-0.025561127	0.851662038	0.113912529	0.403187032	0.267321202	0.046399668	0.220878564	0.101860829	-0.282613489	0.034822406	-0.491447003	0.00011996	-0.063460913	0.642177966	0.619477533	3.58E-07	0.189644812	0.161542111
Myeloids_IGFBP6	0.189648472	0.16153387	0.113847523	0.40345723	-0.238494942	0.076707185	0.53571652	2.09E-05	0.157452358	0.246482021	-0.164137703	0.226736089	-0.317226905	0.017206966	0.093545005	0.492874535	0.617526698	3.99E-07	0.227204734	0.092181791
Myeloids_CYBB	0.173043762	0.202174451	0.261292121	0.051754666	-0.450692748	0.000490831	0.5178602	4.36E-05	-0.165703075	0.222275705	0.158441328	0.243489473	-0.343714137	0.009496199	0.07006821	0.607848024	0.59205394	1.54E-06	0.167631541	0.216865153
Myeloids_COL7A1	0.18897794	0.163048928	-0.149331088	0.272003522	-0.100242168	0.46229127	0.334368682	0.011778703	-0.152532571	0.261740497	-0.15246648	0.2619497	-0.162219536	0.23228583	-0.226018257	0.093940166	0.56594917	5.47E-06	0.402077095	0.002127872
Myeloids_FCER1G	0.478484914	0.000191431	0.307193082	0.02128071	-0.063037737	0.644403244	0.372061102	0.004748846	0.072165778	0.597118371	-0.321176759	0.015796528	-0.373027105	0.00463298	0.210714509	0.119034832	0.761355925	9.63E-12	0.388670034	0.003073527
Myeloids_ISG20	0.273766881	0.041184981	0.104465805	0.443546253	0.276025319	0.03947614	0.137494465	0.312247547	0.105684739	0.438216049	-0.206062418	0.127595102	-0.458274983	0.000382645	-0.019941548	0.884018049	0.405918966	0.001909708	0.30984197	0.020133085
Myeloids_EML1	0.104580035	0.443045218	0.182530987	0.178150314	-0.389058494	0.003041596	0.688047721	4.65E-09	-0.082340133	0.546305467	0.057949401	0.671398345	-0.36733517	0.005353201	0.053458679	0.695571582	0.681231304	7.55E-09	0.148335729	0.275248181
Myeloids_TFF1	-0.107298807	0.431213397	0.025204967	0.853706101	0.237045431	0.078570246	0.263358117	0.049865765	-0.177966444	0.189437461	0.096895036	0.47744607	-0.387628541	0.003160606	-0.074072612	0.587437716	0.25718822	0.055679338	-0.029218368	0.830730859
Myeloids_PDGFRL	0.106897362	0.432949154	0.017559105	0.897795636	-0.231212774	0.086431238	0.586613375	2.02E-06	0.007885671	0.954002832	-0.026719758	0.845019232	-0.419490016	0.001289867	-0.133836962	0.325416434	0.595737206	1.27E-06	0.168730628	0.213823062
Myeloids_KCNJ8	0.163973852	0.227206529	0.047390037	0.728718314	-0.247257349	0.066178406	0.448651556	0.000524346	-0.047487107	0.728184028	-0.084817229	0.534257546	-0.081233833	0.551728143	-0.01255454	0.926829796	0.651510392	5.39E-08	0.233470987	0.083317542
Myeloids_OASL	0.16658578	0.219787621	-0.181937725	0.179589167	0.063280939	0.643123982	0.05878396	0.666941268	0.118941998	0.382602912	-0.187191549	0.16713604	-0.153810195	0.257718389	-0.305146045	0.02220508	0.277111104	0.03867565	0.422696387	0.001172846
Myeloids_TFEC	0.452613737	0.000461075	0.417276305	0.001376663	-0.383407678	0.003536299	0.55897489	7.55E-06	-0.230403219	0.087569457	0.012390201	0.92778503	-0.242084202	0.072244374	0.283266457	0.034387067	0.709094099	9.59E-10	0.369431569	0.005077253
Myeloids_PTGFR	0.032340379	0.812954218	0.350542825	0.008080696	-0.401208857	0.00218015	0.633748111	1.58E-07	-0.112356018	0.409685617	-0.028616486	0.834167949	-0.145816042	0.28357616	0.290778165	0.029695917	0.531540635	2.49E-05	-0.033481621	0.806478826
Myeloids_TUBB6	0.264042631	0.04925246	0.216674022	0.108716599	-0.226241619	0.093607159	0.544481787	1.44E-05	-0.032877084	0.809907387	-0.229801095	0.088423627	-0.318512535	0.016736546	0.168288745	0.215042503	0.604256762	8.17E-07	0.245384103	0.068326016
Myeloids_IFI35	-0.448382822	0.00052891	-0.079095249	0.562282979	-0.161905907	0.233202075	0.168109869	0.215537522	-0.349329005	0.008317993	0.306370133	0.021648333	0.279000813	0.037314451	-0.0460489	0.736113085	-0.218063267	0.106413189	-0.379238878	0.003945577
Myeloids_RGL1	-0.137203915	0.313281017	-0.326789239	0.013963019	0.40368246	0.002034145	-0.611119303	5.66E-07	-0.045437242	0.739493602	0.079654127	0.559515547	0.264379396	0.048952994	-0.188083953	0.165085042	-0.666009531	2.12E-08	-0.039743065	0.771191378
Myeloids_BLVRA	0.350623956	0.008065048	0.368863715	0.005150737	-0.035252549	0.796456236	0.297136709	0.026154621	0.136249245	0.31669211	-0.314978301	0.018056854	-0.316090249	0.017632217	0.33781747	0.010886626	0.591240326	1.60E-06	0.287318187	0.031785625
Myeloids_IGFBP5	0.077094909	0.57224049	0.172534869	0.203524947	-0.160143725	0.23839646	0.488150756	0.000135339	0.054638555	0.689190007	-0.107093946	0.432098681	-0.368748318	0.005165784	0.047065729	0.730504266	0.520133188	3.98E-05	-0.029110117	0.831348805
