id	S01_Fib	p.value_S01_Fib	S02_Fib	p.value_S02_Fib	S03_Fib	p.value_S03_Fib	S04_Fib	p.value_S04_Fib	S05_Fib	p.value_S05_Fib	S06_Fib	p.value_S06_Fib	S07_Fib	p.value_S07_Fib	S08_Fib	p.value_S08_Fib	S01_End	p.value_S01_End	S02_End	p.value_S02_End	S03_End	p.value_S03_End	S04_End	p.value_S04_End	S05_End	p.value_S05_End
B_ITLN1	-0.273922732	0.041065132	0.601119818	9.64E-07	-0.079320003	0.561169278	0.290811241	0.029676508	-0.124714759	0.359765155	-0.503273027	7.70E-05	0.388228395	0.003110189	-0.528647116	2.81E-05	0.620232849	3.43E-07	0.272556171	0.042125847	0.244706871	0.069116004	-0.459605435	0.000366068	-0.409652054	0.001717071
B_FKBP5	-0.120458809	0.37652019	0.384235882	0.003459613	0.233748043	0.08294169	-0.032086464	0.81439664	-0.240560689	0.074112754	-0.149134525	0.272642252	0.474196991	0.000222534	-0.144789308	0.287016749	0.284005877	0.033899555	0.460756045	0.000352261	0.223134491	0.098322926	-0.42463721	0.001106733	-0.277394713	0.038468783
B_PARM1	-0.305096438	0.022227895	0.674878181	1.17E-08	-0.134389283	0.323405608	0.382123447	0.003658184	-0.155388334	0.252808025	-0.487984803	0.000136159	0.360762481	0.006305507	-0.577536748	3.16E-06	0.714292783	6.35E-10	0.330894497	0.01274035	0.166784878	0.219229119	-0.51343136	5.20E-05	-0.434159829	0.000828376
B_EMB	-0.347962402	0.008592388	0.392537398	0.002768486	0.043145277	0.752203938	0.280599416	0.036194109	-0.071850132	0.598727629	-0.456746294	0.000402532	0.441434515	0.000660122	-0.431017526	0.000912322	0.344110019	0.009408631	0.376306505	0.004257974	0.263131526	0.05007015	-0.462230998	0.000335254	-0.46499966	0.000305332
B_LINC00261	-0.285230848	0.033104555	0.635613829	1.42E-07	-0.096467192	0.479402072	0.295564721	0.026995306	-0.076553175	0.574951134	-0.471263575	0.000246395	0.346537697	0.008886786	-0.564366702	5.89E-06	0.636741332	1.33E-07	0.214016635	0.11322919	0.207529573	0.12484662	-0.374572868	0.004452745	-0.38266074	0.003606746
B_FRMD3	-0.354236864	0.007394384	0.638892799	1.17E-07	-0.099874138	0.463944722	0.350967726	0.007999033	-0.223503372	0.097753607	-0.551083718	1.08E-05	0.317436222	0.017129616	-0.577705362	3.13E-06	0.657502266	3.69E-08	0.298479355	0.025454104	0.128684363	0.344554854	-0.487450798	0.000138829	-0.425961683	0.001063558
B_FFAR4	-0.20868201	0.122719359	0.590742081	1.64E-06	-0.08954175	0.511646336	0.23522569	0.080959622	-0.155939719	0.251107431	-0.407396074	0.001831293	0.323373542	0.015055739	-0.49773789	9.50E-05	0.628680424	2.12E-07	0.282587342	0.034839933	0.156592038	0.249105576	-0.443005279	0.000628124	-0.31179297	0.01932177
B_LOC643733	-0.273451498	0.041428389	0.485371451	0.000149687	-0.007415532	0.956742461	0.305135968	0.022209713	-0.039834166	0.770681159	-0.362324976	0.00606662	0.520018928	4.00E-05	-0.323865607	0.014893946	0.483102471	0.000162417	0.298447098	0.025470746	0.380321972	0.003835412	-0.440246113	0.000685302	-0.362917216	0.005978165
B_DENND2A	-0.131086211	0.335548405	0.532975106	2.35E-05	-0.219883857	0.103451741	0.360464077	0.006352054	-0.035562646	0.794704538	-0.254993429	0.057875157	0.310479819	0.019864718	-0.559022976	7.53E-06	0.619441701	3.58E-07	0.127402998	0.349420449	0.183817621	0.175058495	-0.260305989	0.052676563	-0.262500258	0.050643153
Epithelial_GAMT	0.631120159	1.84E-07	-0.364553284	0.005739652	-0.28263234	0.034809774	-0.620031714	3.47E-07	0.406895785	0.001857524	0.727760087	2.09E-10	-0.230907684	0.086858817	0.286513402	0.032288864	-0.243906719	0.070058758	-0.623115492	2.92E-07	0.152770897	0.26098704	0.614075111	4.82E-07	0.702631464	1.58E-09
Epithelial_KCNH8	0.015500892	0.90972252	-0.368065918	0.005255555	0.014654208	0.914634764	0.021801973	0.873282717	0.156125623	0.250535816	0.071720244	0.599390391	-0.170994328	0.207652084	0.267293178	0.046423466	-0.425943024	0.001064155	-0.046230284	0.735111561	-0.163931203	0.227329089	0.184972247	0.172317196	0.031708837	0.816542961
Epithelial_LOC284926	0.18391465	0.17482692	0.43935509	0.000704746	0.242031252	0.072308675	-0.298904943	0.025235375	0.137312353	0.312895056	0.016395477	0.904536014	0.407967821	0.001801721	-0.061773289	0.651070787	0.341843102	0.009919694	0.230374096	0.087610621	0.456785676	0.000402008	-0.229758744	0.088483951	0.085722949	0.529885162
Epithelial_FAM201A	0.168216333	0.215242799	-0.225383214	0.094891988	-0.045023807	0.741781352	0.024033578	0.860435563	-0.031580805	0.817270962	0.149966706	0.269944915	-0.236923021	0.078729204	0.130405479	0.338085919	-0.192198076	0.155867361	0.004261089	0.975135559	-0.238597245	0.076577029	0.118202422	0.385589871	0.135949186	0.317769115
Epithelial_FAM111B	0.141961547	0.296633611	-0.571558616	4.21E-06	-0.206608477	0.126566852	0.197902557	0.143722242	-0.118148161	0.38580956	0.304108819	0.022686262	-0.464496144	0.000310586	0.073654692	0.589553374	-0.512398608	5.41E-05	-0.262213887	0.050904847	-0.463821876	0.00031775	0.402232792	0.002118617	0.241982128	0.07236837
Epithelial_LOC283177	0.180902513	0.182119965	-0.222060483	0.099995175	-0.134832113	0.321799104	-0.245563554	0.0681179	0.22303551	0.098476126	0.27394689	0.041046581	-0.243937475	0.070022332	-0.023392098	0.864124984	-0.108364985	0.426622578	-0.279157294	0.037203534	-0.126691282	0.352141192	0.350254972	0.008136431	0.302511092	0.023444683
Epithelial_LOC728613	-0.154197755	0.256506587	-0.278774847	0.037475103	-0.155064696	0.25380982	0.381609154	0.003708027	-0.14858829	0.274422464	-0.068461077	0.616125028	-0.191974391	0.156358554	-0.098061899	0.472133084	-0.246877106	0.066609912	0.005844809	0.965898915	-0.335822966	0.011395131	0.075134301	0.582078493	-0.110525879	0.417403518
Epithelial_UPP1	0.127429205	0.349320513	0.165420889	0.223075223	0.293311016	0.028240026	-0.197281957	0.145008255	0.010967121	0.936060901	0.095895638	0.482021705	0.196126672	0.147425031	0.155320267	0.2530185	0.056681412	0.678191728	0.225679186	0.094447446	0.209491659	0.121241383	-0.132731353	0.329465287	0.047694612	0.727042328
Epithelial_KDELR3	-0.019778491	0.884959961	0.209640141	0.12097181	0.002558189	0.985070872	0.048058618	0.72504098	-0.233685926	0.083025841	-0.158855421	0.242243857	0.159952257	0.238965594	-0.108377818	0.426567492	0.127405117	0.349412368	0.14400593	0.289660192	0.143707844	0.290670228	-0.227198057	0.092191614	-0.124280046	0.361455367
Epithelial_FGFBP1	0.166826777	0.21911171	0.152929795	0.260485499	-0.226310398	0.093504802	-0.071886712	0.598541035	-0.091940854	0.500353267	-0.00633304	0.96305227	0.008420065	0.950889419	-0.089558662	0.51156628	0.217054701	0.108081643	-0.10094943	0.459122734	0.019624745	0.885848237	-0.075139249	0.582053565	0.14940767	0.271754941
Epithelial_GNG4	0.263550148	0.049693086	-0.36282136	0.005992405	-0.08198222	0.548057016	-0.164283208	0.22631889	0.011843406	0.930964044	0.322077132	0.015489224	-0.328319268	0.013496052	0.439310757	0.000705726	-0.362418172	0.006052625	-0.122350549	0.369015729	-0.236277162	0.079572112	0.241275591	0.073231301	0.270331727	0.043900558
Epithelial_CEACAM8	0.3204381	0.016052513	-0.522693667	3.59E-05	-0.215732935	0.1102986	-0.185864723	0.170219773	0.184360077	0.173766692	0.431873684	0.000888723	-0.444253483	0.000603703	0.295367965	0.027102109	-0.501083454	8.37E-05	-0.345041821	0.009205275	-0.230880787	0.086896592	0.46339908	0.000322319	0.44631382	0.000565267
Epithelial_CYP2B6	0.020371375	0.881535876	-0.44254153	0.000637422	-0.131450383	0.334195813	0.006446473	0.962390962	-0.0931405	0.494754877	0.097181317	0.476139633	-0.321553811	0.015667209	0.219824793	0.103546807	-0.420950762	0.001235315	-0.168409053	0.214710016	-0.30350912	0.022968467	0.218779703	0.105240106	0.139780682	0.304191891
Epithelial_IRF7	-0.054634951	0.689209468	0.182890225	0.177283109	0.292568559	0.028660464	-0.30823073	0.020824721	0.032498939	0.812053795	-0.087088885	0.523324674	0.34991879	0.008201947	0.201660087	0.136116807	0.067975472	0.618635402	0.281550497	0.03554089	0.342936007	0.009670381	-0.285524424	0.032916347	-0.058196858	0.670075586
Epithelial_NEU1	0.471869607	0.000241282	-0.523438301	3.48E-05	-0.311812183	0.019313921	-0.281232848	0.035757961	0.436804965	0.00076318	0.581664646	2.58E-06	-0.412560532	0.001579226	0.514374848	5.01E-05	-0.503707875	7.58E-05	-0.485295137	0.0001501	-0.115752035	0.39558483	0.531365675	2.51E-05	0.552860699	9.94E-06
Epithelial_TSPAN6	0.129679347	0.340805835	-0.237024963	0.078596806	-0.407179346	0.001842615	0.20512471	0.129375554	0.212086386	0.116595927	0.242876089	0.071288146	-0.254847941	0.05802315	0.047890504	0.725965065	-0.180359647	0.183457348	-0.246128143	0.067466429	-0.240204262	0.074555356	0.297689061	0.025864499	0.152508645	0.261816218
Epithelial_AZGP1	0.254482447	0.058396287	-0.623038373	2.93E-07	-0.095708405	0.482881499	-0.236135431	0.079758036	0.230396547	0.087578887	0.409560986	0.001721556	-0.489108557	0.000130694	0.614606431	4.68E-07	-0.646627894	7.30E-08	-0.307681546	0.021065015	-0.259379906	0.053554424	0.466774161	0.000287453	0.395866102	0.002527775
Epithelial_SLC19A2	-0.192269936	0.155709802	-0.463730564	0.000318732	0.005269206	0.969255523	0.238108331	0.07720064	-0.053877963	0.693301377	0.008338047	0.951367212	-0.429959878	0.000942254	0.245303059	0.068420171	-0.54623802	1.33E-05	-0.002273908	0.986729727	-0.476616414	0.00020446	0.19403587	0.15187472	-0.031553683	0.817425196
Epithelial_GRB7	0.329458813	0.013157033	-0.534098845	2.24E-05	-0.254073055	0.058816537	-0.353513285	0.007524667	0.441680525	0.000655015	0.472912231	0.000232712	-0.415296658	0.001458675	0.46411158	0.000314654	-0.443278	0.000622713	-0.580051924	2.80E-06	-0.154387755	0.255913913	0.630808564	1.88E-07	0.462667812	0.000330363
Epithelial_GALNT10	-0.031914849	0.815371881	0.392135996	0.002798846	0.271327611	0.043098579	0.001338212	0.992190113	-0.059082115	0.665351686	-0.22055179	0.102381362	0.286447664	0.032330262	-0.085445488	0.531222732	0.364864232	0.005695275	0.280009983	0.036603911	0.26317429	0.050031524	-0.324567511	0.014665735	-0.199307155	0.140843042
Epithelial_LYPLA1	0.008527692	0.950262462	-0.54686687	1.30E-05	-0.119019407	0.382291077	0.179818175	0.184798324	0.026682953	0.845230081	0.248543154	0.064735815	-0.494169165	0.000108485	0.170678866	0.20850444	-0.533778388	2.27E-05	-0.171568845	0.206106099	-0.485230029	0.000150453	0.388803089	0.003062557	0.181007158	0.181862978
Epithelial_C9orf3	-0.455155741	0.000424214	0.290931527	0.029606014	0.403878333	0.002022965	0.340416476	0.010253494	-0.251761766	0.061235121	-0.502790835	7.85E-05	0.293820487	0.027954521	-0.082436405	0.545834793	0.116503766	0.392502517	0.53453523	2.20E-05	0.085094252	0.532918336	-0.485124291	0.000151028	-0.513343867	5.21E-05
Epithelial_PRMT3	0.055755779	0.683167037	-0.65506805	4.31E-08	-0.143636232	0.290913224	0.151161026	0.266104968	0.008330131	0.951413328	0.244208329	0.069702198	-0.549376981	1.16E-05	0.323836008	0.014903636	-0.638515921	1.19E-07	-0.259536906	0.053404769	-0.549365725	1.16E-05	0.434498356	0.000819761	0.183956139	0.17472797
Epithelial_MTCL1	-0.361704919	0.006160454	0.141317395	0.298853246	0.339373355	0.010503671	0.210449128	0.119511075	-0.210081641	0.120172949	-0.376590362	0.004226809	0.116547184	0.392324924	-0.032022772	0.814758547	0.015559808	0.909380827	0.409387588	0.001730123	-0.048357967	0.723396488	-0.298414124	0.025487769	-0.442416805	0.000639943
Epithelial_KAZN	-0.176393427	0.193443381	0.399471232	0.002288222	0.08815684	0.518223744	-0.19494575	0.149926235	0.175083936	0.19682402	-0.183196464	0.17654626	0.126951172	0.351146179	-0.031497644	0.817743902	0.360868126	0.0062891	0.170266227	0.209623074	0.158354364	0.243751619	-0.254334377	0.058548003	-0.158525487	0.243235965
Epithelial_MUC1	-0.238241055	0.077030955	0.523716336	3.44E-05	-0.096036341	0.481376112	0.166180793	0.220926738	-0.003358586	0.980400703	-0.366545391	0.005460523	0.254725732	0.0581477	-0.41238454	0.001587276	0.546051832	1.34E-05	0.152558498	0.26165846	0.188013323	0.165246694	-0.317747618	0.017015093	-0.174102809	0.199384344
Epithelial_GPR161	-0.259541289	0.053400596	0.585806812	2.11E-06	0.36598954	0.005537183	0.028183673	0.836641469	0.004342834	0.97465871	-0.412567116	0.001578925	0.399023816	0.00231681	-0.206923287	0.125976909	0.563186187	6.22E-06	0.446724186	0.000557881	0.232972697	0.083996892	-0.451959976	0.000471013	-0.375216958	0.004379485
Epithelial_MUC5AC	0.043325075	0.751204437	0.032419345	0.812505761	-0.006904464	0.959721155	-0.013421863	0.92179013	-0.138644943	0.30817683	-0.088293751	0.517571619	-0.092951692	0.495633826	0.123679592	0.363797949	-0.050608411	0.711073732	0.062319545	0.648186965	-0.013878084	0.919140424	-0.052299805	0.701860026	0.021194074	0.876788118
Epithelial_TOX3	-0.261069747	0.051961401	-0.233862231	0.082787173	-0.300420583	0.02446922	0.436268719	0.00077601	-0.011419705	0.933428141	-0.175353805	0.196123898	-0.389570631	0.002999949	-0.218838494	0.105144287	-0.124253839	0.361557419	-0.027329169	0.841529542	-0.564350112	5.90E-06	0.064397295	0.637265084	-0.210574834	0.119285306
Epithelial_MST4	-0.131157245	0.335284305	-0.482758735	0.00016443	-0.030994437	0.820607045	0.323414868	0.015042093	-0.239774283	0.075092083	0.012169299	0.929069198	-0.254354053	0.058527824	0.175204485	0.196511058	-0.517319204	4.45E-05	0.017421656	0.89859145	-0.381176723	0.003750399	0.138915607	0.307224126	-0.062567399	0.646880167
Epithelial_PARP12	-0.220713614	0.102123329	0.252254807	0.060712588	0.291949916	0.029014778	0.134099817	0.324458477	-0.13661066	0.31539798	-0.23078423	0.087032307	0.340307946	0.010279281	0.080556937	0.555058663	0.114970054	0.398806214	0.342720515	0.009719105	0.256544063	0.056316686	-0.312144993	0.01917838	-0.294924778	0.027343975
Epithelial_MOSPD1	-0.148127709	0.275929508	-0.329460894	0.01315642	0.040209528	0.768579916	0.315522801	0.017847842	-0.086191293	0.527631172	-0.04572424	0.737906804	-0.232948953	0.084029373	0.169829908	0.210810493	-0.377468407	0.004131677	0.067329416	0.621981951	-0.334817945	0.011659038	0.107818796	0.428970926	-0.129818563	0.340283311
Epithelial_ASRGL1	0.121041471	0.374199099	0.315419947	0.017887165	-0.196155658	0.147364031	0.020609348	0.880162111	0.078841481	0.563541696	0.028599583	0.83426452	0.184516505	0.173395461	-0.215283309	0.111060647	0.372904413	0.004647557	-0.05849152	0.668501796	0.270856857	0.043476161	-0.082823223	0.543945616	0.057593228	0.673303974
Epithelial_USP18	-0.147373708	0.278408462	-0.050859713	0.709702151	0.207089906	0.125665516	0.097590178	0.474277113	-0.219091184	0.104733212	-0.112567394	0.408799565	0.158914645	0.242066066	0.05294671	0.698347222	-0.108365981	0.426618303	0.210489847	0.119437907	-0.019991104	0.883731811	-0.07793529	0.568047242	-0.211485119	0.117660112
Epithelial_RNF128	-0.099979759	0.46346987	-0.528235088	2.86E-05	-0.16228225	0.232102914	0.194992606	0.149826397	0.03468871	0.799643831	0.076108486	0.577180597	-0.554523782	9.23E-06	0.051440608	0.706535197	-0.454661217	0.000431169	-0.206223199	0.127291692	-0.579880338	2.82E-06	0.287092868	0.031925856	0.085851103	0.529267928
Epithelial_PXMP4	0.321748848	0.015600672	-0.662907677	2.60E-08	-0.247079178	0.066380318	-0.052952273	0.69831704	0.095531547	0.483694396	0.498185971	9.34E-05	-0.519288744	4.12E-05	0.404521363	0.001986647	-0.623802182	2.80E-07	-0.414887395	0.001476166	-0.376699072	0.004214927	0.577374808	3.18E-06	0.396705405	0.002470098
Epithelial_CEP72	0.094003618	0.490747185	-0.62607659	2.46E-07	0.101959275	0.454619201	0.014209949	0.917213518	-0.068669294	0.615049964	0.215366586	0.110919201	-0.434268041	0.000825613	0.525704276	3.17E-05	-0.676102358	1.08E-08	-0.087598516	0.520887376	-0.395659501	0.002542155	0.292154603	0.028897144	0.15885154	0.242255511
Epithelial_RNF39	0.195392832	0.148975637	-0.355337163	0.00720004	-0.070487844	0.605694798	-0.209918391	0.120467868	0.149358279	0.271915246	0.327564326	0.013724758	-0.384521125	0.003433544	0.321249578	0.015771482	-0.345967043	0.009007138	-0.347857111	0.008613851	-0.140911065	0.300258915	0.440977992	0.000669694	0.366298552	0.00549445
Epithelial_FAM122B	-0.170896837	0.207915236	-0.415308045	0.001458191	-0.137779178	0.311236961	0.208136302	0.123723215	-0.033415898	0.806851395	0.000663327	0.996128739	-0.286595483	0.032237235	0.09106008	0.504484263	-0.39637433	0.002492708	-0.020526926	0.880637877	-0.400827287	0.002203484	0.15042891	0.268454489	-0.061788874	0.650988438
Epithelial_ANKH	-0.187471805	0.166489939	-0.241030202	0.073532914	0.012251225	0.928592919	0.415986821	0.001429599	-0.054176988	0.691683947	-0.198335682	0.142829766	-0.239939768	0.074885152	0.055958391	0.682076839	-0.254466257	0.05841286	0.070320202	0.606554606	-0.323827213	0.014906516	0.030088894	0.825765232	-0.1500667	0.269622008
Epithelial_FKBP5	-0.203949348	0.131633653	0.436707099	0.000765507	0.162881452	0.230360251	0.156968455	0.247955364	-0.22375719	0.097363361	-0.244343169	0.069543261	0.365025419	0.005672391	-0.287282054	0.031808079	0.408149042	0.001792437	0.37471902	0.004436027	0.190334295	0.159994975	-0.382431551	0.003628609	-0.306073636	0.021782092
Epithelial_ELOVL7	-0.183653713	0.175450195	0.16011174	0.23849147	-0.240721727	0.073913467	0.477059701	0.000201298	0.061281083	0.653673616	-0.172377424	0.203944062	-0.084238785	0.537059234	-0.329365148	0.01318462	0.288818647	0.030864824	0.06055929	0.657497942	-0.165279679	0.223476062	-0.035743263	0.79368472	-0.287542631	0.031646451
Epithelial_S100A16	0.172025928	0.204881937	0.172221391	0.20436002	0.099262924	0.466697788	-0.142142725	0.29601124	-0.002896664	0.983095864	0.004000187	0.976657547	0.130025265	0.339508416	0.181010827	0.181853971	0.125697215	0.355963056	0.033560865	0.806029673	0.27289645	0.041859641	-0.094720768	0.487430208	0.152406801	0.262138702
Epithelial_EPB41L5	0.022462257	0.869477985	-0.565238083	5.66E-06	-0.233391305	0.083425886	0.193818845	0.15234223	0.095784985	0.482529735	0.176206573	0.193923219	-0.428545083	0.000983676	0.346611858	0.008871248	-0.580549932	2.73E-06	-0.261908709	0.051184938	-0.371629805	0.004801396	0.384663255	0.003420619	0.157529849	0.246246638
Epithelial_PDZD8	-0.323909093	0.014879719	-0.163325419	0.229074904	-0.323126222	0.015137625	0.395912676	0.002524543	-0.048821896	0.720850322	-0.104806189	0.442054195	-0.290595817	0.029803107	-0.160091136	0.238552686	-0.064648481	0.635949817	-0.119443084	0.380587011	-0.381238163	0.003744353	0.096097684	0.481094794	-0.160717836	0.236695509
Epithelial_PARD6B	-0.050376871	0.712338255	-0.508800122	6.23E-05	-0.115674078	0.395905288	0.221544489	0.100806385	-0.008126367	0.952600435	0.119434722	0.380620601	-0.471810405	0.000241777	0.224113318	0.096817856	-0.52282297	3.57E-05	-0.07899193	0.562795294	-0.49539152	0.000103667	0.253252505	0.059666197	0.079266784	0.561432896
Epithelial_SLC19A3	0.014212217	0.917200354	-0.25964418	0.053302709	-0.301120064	0.024122294	0.165410741	0.223104011	-0.055706859	0.683430364	0.146560464	0.281098649	-0.16070018	0.236747694	-0.000219753	0.998717488	-0.117978997	0.386494943	-0.161351485	0.234827864	-0.153566774	0.258481475	0.176154095	0.194058135	0.021705675	0.873837854
Epithelial_CELSR3	0.286851415	0.032076699	-0.662968176	2.59E-08	-0.105429385	0.439329697	-0.130778352	0.336694507	0.181443869	0.180793318	0.364943449	0.005684018	-0.501710707	8.17E-05	0.435015669	0.000806752	-0.630588632	1.90E-07	-0.424666335	0.001105767	-0.389187011	0.003031097	0.576798893	3.27E-06	0.335466037	0.01148826
Myeloids_CLEC12A	-0.192933955	0.15425946	0.482496964	0.000165978	0.572441572	4.03E-06	-0.169735998	0.211066681	-0.175080231	0.196833645	-0.305130187	0.022212371	0.46814375	0.000274312	0.041737862	0.760041646	0.360299524	0.00637785	0.548297283	1.22E-05	0.333559537	0.011996897	-0.546999213	1.29E-05	-0.290625438	0.029785673
Myeloids_WARS	0.126271953	0.353750288	0.053885728	0.693259362	0.148260423	0.275494699	-0.17742178	0.190817747	0.091277807	0.503461458	0.032307266	0.813142291	0.252832537	0.060104876	0.333291799	0.012069858	-0.03084652	0.821449109	0.063777929	0.640512973	0.350862095	0.008019267	-0.075842547	0.57851578	0.021209066	0.87670164
Myeloids_CKAP4	-0.159811823	0.23938362	0.364719343	0.005715915	0.158154305	0.244355414	0.308157368	0.020856686	-0.13552108	0.319309747	-0.322960791	0.015192611	0.187581731	0.166237014	-0.267828011	0.045970989	0.28052542	0.036245345	0.362910102	0.005979221	0.078646636	0.564509045	-0.362564444	0.006030717	-0.314845125	0.018108291
Myeloids_LGALS1	-0.236061838	0.079854711	0.41965942	0.001283432	0.574685548	3.62E-06	0.017356836	0.898966786	-0.189752581	0.161299566	-0.259988566	0.052976131	0.463808102	0.000317898	0.150407115	0.268524645	0.275714325	0.039707921	0.592777854	1.48E-06	0.389867475	0.002976041	-0.578158673	3.07E-06	-0.360634093	0.006325497
Myeloids_EMP1	-0.258949097	0.053966828	0.105893359	0.437307391	0.393320441	0.002710102	0.034184968	0.802494431	-0.34178912	0.009932151	-0.291649092	0.029188387	0.129123075	0.342898683	0.253785658	0.059113012	-0.053281793	0.696530118	0.432101195	0.000882545	0.015952067	0.907106276	-0.399224538	0.002303946	-0.241915775	0.072449065
Myeloids_COL6A3	-0.238647116	0.076513644	0.365985857	0.005537695	0.744356528	4.86E-11	-0.023072344	0.865965105	-0.283417335	0.034287121	-0.275155645	0.040127118	0.350964108	0.007999725	0.205161551	0.129305253	0.176957664	0.191999571	0.685678197	5.51E-09	0.220406123	0.102614064	-0.588764729	1.82E-06	-0.360268627	0.006382704
Myeloids_PRCP	-0.297489023	0.025969255	0.589683215	1.73E-06	0.385470694	0.003348008	0.163059325	0.229844688	-0.306358504	0.021653566	-0.367292769	0.005358916	0.601325185	9.54E-07	-0.225191985	0.095180075	0.506557255	6.79E-05	0.53947326	1.78E-05	0.43206156	0.000883618	-0.568055825	4.96E-06	-0.483680264	0.000159085
Myeloids_PPP4R1	-0.339867591	0.010384486	0.518621712	4.23E-05	0.373203288	0.004612118	0.342813023	0.009698162	-0.238448201	0.076766711	-0.411606415	0.001623313	0.352483358	0.007713558	-0.358438653	0.006676006	0.42605683	0.001060515	0.559192994	7.47E-06	0.124190557	0.361803911	-0.455894138	0.00041402	-0.445002812	0.000589459
Myeloids_SH3BP5	-0.493524881	0.000111106	0.657502122	3.69E-08	0.497183488	9.70E-05	0.134649853	0.322459695	-0.321285945	0.015758986	-0.48163178	0.000171189	0.615239821	4.52E-07	-0.180636718	0.182773885	0.560304069	7.10E-06	0.641005936	1.03E-07	0.405967465	0.001907086	-0.65924587	3.30E-08	-0.560974315	6.89E-06
Myeloids_CTSL	-0.044185629	0.746426228	0.311266558	0.019537893	0.53068158	2.58E-05	-0.05906189	0.665459468	-0.110386418	0.417995038	-0.132509383	0.33028197	0.415617399	0.001445097	0.145633917	0.284184473	0.162536672	0.23136187	0.481213791	0.00017376	0.306411689	0.021629641	-0.39955467	0.002282925	-0.187978191	0.165327147
