id	logFC	AveExpr	t	P.Value	adj.P.Val	B
PIK3AP1	-0.582569105691078	7.85214285714286	-2.7896057298009	0.00716263572646895	0.951418822119557	-3.15616121290298
IRF7	-0.430260162601645	7.80232142857143	-2.78052275264552	0.00734103182271232	0.951418822119557	-3.16667864928923
NEU1	0.502390243902415	8.63982142857143	2.7761667550129	0.00742803025445427	0.951418822119557	-3.171714877301
FAM122B	0.512357723577223	8.07178571428571	2.77326548707074	0.0074865001840056	0.951418822119557	-3.17506642685397
MICALL2	-0.390130081300827	7.53303571428571	-2.76752269902383	0.00760348683568983	0.951418822119557	-3.18169393908075
FCER1G	-0.613414634146359	8.03089285714286	-2.76041170953596	0.00775067535200982	0.951418822119557	-3.18988831349498
SLC1A1	-0.664081300813029	7.91446428571429	-2.75179546689922	0.0079325302180789	0.951418822119557	-3.19979923554271
PARD6B	0.475626016260145	6.60089285714286	2.74856622455783	0.00800169129166475	0.951418822119557	-3.20350859743877
ANKH	0.43027642276421	9.53035714285714	2.71589844400618	0.00873315647441394	0.951418822119557	-3.24087564295714
S100A16	-0.357154471544741	10.6851785714286	-2.71558684796495	0.00874041965086953	0.951418822119557	-3.24123067158847
TSPAN6	0.460065040650392	10.3575	2.71447951234603	0.00876627604091016	0.951418822119557	-3.24249214213526
MASP1	-0.506113821138223	5.37678571428571	-2.70990836797464	0.00887375681229492	0.951418822119557	-3.24769602868801
GM2A	-0.365040650406518	8.65607142857143	-2.70863349009071	0.00890394759299488	0.951418822119557	-3.24914636008713
FFAR4	-0.985642276422778	5.67303571428571	-2.70761417936988	0.00892815391627824	0.951418822119557	-3.25030563296518
PRCP	-0.36004878048783	9.05839285714286	-2.70315387160012	0.00903478723309401	0.951418822119557	-3.25537504803215
LHFPL2	-0.375495934959373	7.60375	-2.69928376800753	0.00912825476368678	0.951418822119557	-3.25976924690974
CMIP	-0.379837398374005	7.81857142857143	-2.69566335201799	0.00921649321192641	0.951418822119557	-3.26387622608565
LAMA2	-0.512585365853673	6.02071428571429	-2.69417752499516	0.00925293205899769	0.951418822119557	-3.26556069777492
CTSL	-0.505203252032546	8.81678571428571	-2.68785278555141	0.00940952265040484	0.951418822119557	-3.27272421357985
TNFSF8	-0.487121951219527	5.10535714285714	-2.67532901206503	0.00972677140296762	0.951418822119557	-3.2868762831582
FMO1	-0.604162601626028	4.735	-2.67456128759137	0.0097465339160638	0.951418822119557	-3.28774241134241
TFEC	-0.637447154471558	4.18196428571429	-2.66839000486647	0.0099067321977326	0.951418822119557	-3.29469875471756
TOX3	0.479333333333317	9.32160714285714	2.66542950053278	0.0099844343179554	0.951418822119557	-3.29803210908496
MS4A7	-0.551788617886196	7.64267857142857	-2.65809752341585	0.0101792755077118	0.951418822119557	-3.30627695858091
CYP2B6	0.849821138211369	6.97285714285714	2.65488636407907	0.0102656983782077	0.951418822119557	-3.30988319240413
MRGPRF	-0.635040650406518	6.75839285714286	-2.64975469315647	0.0104052009042542	0.951418822119557	-3.31564022172095
ASPHD2	-0.466731707317082	6.64428571428571	-2.6478528209864	0.0104573407676501	0.951418822119557	-3.31777198310427
FUT11	-0.430325203252051	6.71160714285714	-2.63397435763575	0.0108450992930496	0.951418822119557	-3.3332971647753
EPOR	0.359967479674777	7.56821428571429	2.62635410977368	0.0110635416167098	0.951418822119557	-3.34179841877206
IFI35	-0.368731707317083	7.80803571428571	-2.62135311580353	0.0112090728142068	0.951418822119557	-3.3473686376581
LRRC17	-0.58099186991871	4.88196428571429	-2.62130058111534	0.0112106108160922	0.951418822119557	-3.34742711421009
STOM	-0.482422764227662	8.66946428571429	-2.61447263198016	0.0114121501780529	0.951418822119557	-3.35502063520932
EMP1	-0.5766666666667	9.38446428571429	-2.58455759666998	0.012334625147183	0.951418822119557	-3.38813232933606
RP4-710M16.1	0.353626016260143	7.13357142857143	2.58136359713011	0.0124370207389407	0.951418822119557	-3.39165238540984
GAS2	0.776666666666662	4.21196428571429	2.58010094568457	0.012477712401006	0.951418822119557	-3.39304311783832
MUC1	-0.431691056910596	10.0566071428571	-2.57916396345973	0.0125079868435742	0.951418822119557	-3.39407484679196
COL7A1	-0.685983739837418	6.88642857142857	-2.57370001854778	0.0126858635823309	0.951418822119557	-3.4000862209982
CEACAM8	0.371414634146334	2.91392857142857	2.56620877195651	0.012933473855024	0.951418822119557	-3.40831388607835
PRKAR2B	-0.661447154471559	7.02839285714286	-2.5653087733593	0.0129635151851372	0.951418822119557	-3.40930125655457
MTCL1	-0.573756097560992	6.70392857142857	-2.56217141992515	0.013068733865923	0.951418822119557	-3.41274133368621
MS4A14	-0.509414634146354	4.98303571428571	-2.56092546635967	0.0131107345321248	0.951418822119557	-3.41410671093238
CMPK2	-0.742406504065062	6.79178571428571	-2.55965262152101	0.0131537681671522	0.951418822119557	-3.41550108777293
LOC643733	-0.635268292682942	5.29089285714286	-2.55930803353922	0.0131654403777637	0.951418822119557	-3.41587849562539
KCNJ8	-0.54673170731709	5.33571428571429	-2.55712805474261	0.0132395007684835	0.951418822119557	-3.418265297681
ARL4C	-0.573300813008154	7.37892857142857	-2.55559556040956	0.0132917902439472	0.951418822119557	-3.41994235189535
MST4	0.437235772357699	8.44678571428571	2.55262756763199	0.0133935927991863	0.951418822119557	-3.4231883549156
GAMT	0.35373983739836	7.85232142857143	2.55086615048067	0.0134543435574148	0.951418822119557	-3.42511353956692
FNDC3B	-0.403382113821158	9.44	-2.5441166681678	0.0136894516113503	0.951418822119557	-3.43248210279028
MSH5-SAPCD1	0.408341463414624	5.58696428571429	2.53515067063092	0.0140075275809021	0.951418822119557	-3.4422497017071
LINC00920	0.510048780487795	4.86142857142857	2.53393008882936	0.0140513426659366	0.951418822119557	-3.44357757045939
SLC19A3	0.413512195121944	4.43875	2.51964274121436	0.0145735237926786	0.951418822119557	-3.45908786542897
WARS	-0.440048780487825	9.42982142857143	-2.51719379305025	0.0146647720463913	0.951418822119557	-3.46174033566786
COL16A1	-0.596325203252046	7.26607142857143	-2.51389167002722	0.0147886280897954	0.951418822119557	-3.46531405014744
RGL1	-0.44941463414636	7.37696428571429	-2.51292281851566	0.0148251468809839	0.951418822119557	-3.46636196907371
FCGR1B	-0.61964227642278	5.835	-2.51214614756551	0.0148544807114037	0.951418822119557	-3.46720182099547
COL6A3	-0.645853658536609	10.7671428571429	-2.49605013484985	0.0154743401464842	0.951418822119557	-3.48456650668686
FAM65C	-0.454325203252049	5.85803571428571	-2.49569967677644	0.0154880925024489	0.951418822119557	-3.48494372131817
FAM20A	-0.430747967479687	4.14196428571429	-2.48926691255839	0.0157424898307029	0.951418822119557	-3.49186103054285
LOC283177	0.466113821138192	6.64392857142857	2.48277606695129	0.016003001789585	0.951418822119557	-3.49882812254359
GSN	-0.633853658536605	9.43392857142857	-2.48018410214827	0.0161081133801376	0.951418822119557	-3.50160670016004
SNX24	-0.492097560975631	6.35571428571429	-2.47479558439452	0.016328628943681	0.951418822119557	-3.50737664788541
HLX	-0.457154471544729	5.98196428571429	-2.47399929877144	0.0163614453941088	0.951418822119557	-3.50822855088505
KIT	-0.692243902439041	6.79517857142857	-2.46379645400115	0.0167872181409186	0.951418822119557	-3.51912693294702
ADAMTS2	-0.948504065040674	6.88089285714286	-2.4576755763597	0.0170474132106085	0.951418822119557	-3.52564982242917
IFIT1	-0.878536585365877	6.65678571428571	-2.453487517119	0.0172275321238415	0.951418822119557	-3.53010633751726
AGPAT4	-0.471560975609771	4.87875	-2.45046160157113	0.0173587340827539	0.951418822119557	-3.53332286636401
CTSE	-1.00858536585368	7.70357142857143	-2.44849784773915	0.0174443618417873	0.951418822119557	-3.53540881894435
CCR2	-0.657723577235787	5.76178571428571	-2.43638303055478	0.017981074411782	0.951418822119557	-3.54825124247538
RBM26-AS1	0.360747967479666	5.49678571428571	2.4347584087455	0.0180541665665769	0.951418822119557	-3.54996999291885
CD163	-0.680731707317092	7.70160714285714	-2.4301108641161	0.0182647378977874	0.951418822119557	-3.55488230021435
GCH1	-0.376504065040674	8.97767857142857	-2.42792951588865	0.0183643294918616	0.951418822119557	-3.55718560843843
ZNF93	0.385642276422747	6.74767857142857	2.42514707336689	0.0184920725726429	0.951418822119557	-3.56012147582605
PLAG1	0.405756097560964	3.72107142857143	2.42258479719368	0.0186104130340979	0.951418822119557	-3.56282291014592
JAG1	-0.462991869918724	9.86035714285714	-2.41876829956022	0.0187879416678589	0.951418822119557	-3.56684289775758
C1QC	-0.404065040650432	8.6675	-2.41800370645189	0.0188236898348744	0.951418822119557	-3.56764771264919
TICAM2	-0.387804878048795	6.52607142857143	-2.41021082222268	0.0191915396663625	0.951418822119557	-3.57584014745825
FAM201A	0.373154471544708	3.36053571428571	2.40818010432105	0.0192884494834523	0.951418822119557	-3.57797186769826
TYROBP	-0.518959349593525	7.89071428571429	-2.4032894861667	0.0195236430699293	0.951418822119557	-3.5831004353214
SLC16A9	-0.752243902439046	7.17125	-2.40272406722108	0.0195509996645039	0.951418822119557	-3.58369288110785
GBP5	-0.508585365853674	6.02964285714286	-2.40157784102551	0.0196065628582213	0.951418822119557	-3.58489358895381
CPXM1	-0.597382113821152	5.74196428571429	-2.39399841848074	0.0199775507900622	0.951418822119557	-3.59282288955583
EPB41L5	0.393512195121938	6.85410714285714	2.39129242664388	0.0201115160413241	0.951418822119557	-3.59564941818579
COL1A2	-0.626894308943118	11.8103571428571	-2.38425090634555	0.0204638985887049	0.951418822119557	-3.60299378111727
HPSE	-0.520634146341481	6.54482142857143	-2.38258626548648	0.0205480066561443	0.951418822119557	-3.60472772733589
KDELR3	-0.425707317073197	9.43232142857143	-2.3792661200441	0.020716685687576	0.951418822119557	-3.60818348625498
LIPA	-0.366991869918722	9.70464285714286	-2.37413226231434	0.0209799495814427	0.951418822119557	-3.61352016763374
PI3	-0.808520325203284	10.7507142857143	-2.36830261957628	0.0212825179199337	0.951418822119557	-3.61956998278187
C4A	-0.515577235772378	7.94785714285714	-2.3681928069381	0.0212882546243604	0.951418822119557	-3.6196838391639
SH3BP5	-0.518016260162625	7.61607142857143	-2.36139185282385	0.0216462470200206	0.951418822119557	-3.6267277511153
BLVRA	-0.409902439024413	7.55589285714286	-2.36056266451941	0.021690260139609	0.951418822119557	-3.62758555334146
ANTXR2	-0.450081300813029	8.49714285714286	-2.35975856837656	0.0217330177090286	0.951418822119557	-3.62841718802233
AZGP1	1.06263414634145	6.48	2.35789237303107	0.0218325423554763	0.951418822119557	-3.63034650119585
LOC101929880	0.603073170731683	8.76553571428571	2.35194867025264	0.022152239680286	0.951418822119557	-3.63648381301806
AIF1	-0.406000000000022	8.98875	-2.34748057475759	0.0223953123590507	0.951418822119557	-3.6410900059906
SHANK3	-0.494536585365869	5.70392857142857	-2.33947795631065	0.0228366241262891	0.951418822119557	-3.64932395303774
SLC18A1	-0.542097560975622	4.17910714285714	-2.338742398131	0.0228775737442402	0.951418822119557	-3.65007974063475
NFATC1	-0.356731707317088	6.15482142857143	-2.33741131981164	0.0229518433201659	0.951418822119557	-3.65144698370119
TNFSF13B	-0.590601626016282	7.39892857142857	-2.33002731353559	0.0233677619833685	0.951418822119557	-3.65902123932993
OAS2	-0.56562601626018	6.56321428571429	-2.32705210252214	0.0235372357115149	0.951418822119557	-3.6620681321963
SAMD9L	-0.572536585365864	7.05482142857143	-2.32211765726649	0.0238207256164598	0.951418822119557	-3.66711515070611
AHNAK	-0.481512195121971	9.61946428571428	-2.32163909792768	0.0238483804939444	0.951418822119557	-3.66760420834756
CD274	-0.550991869918715	5.83392857142857	-2.32051176727109	0.0239136394213762	0.951418822119557	-3.66875597621733
APOE	-0.468699186991881	7.74017857142857	-2.31823580080452	0.0240458752027153	0.951418822119557	-3.67108002302856
HERC6	-0.51549593495937	6.72125	-2.31456872189366	0.0242603052273715	0.951418822119557	-3.67482103289469
ITLN1	-1.69934959349597	9.9325	-2.3119196918906	0.0244162621925903	0.951418822119557	-3.67752075071506
ERG	-0.551414634146354	5.21428571428571	-2.30948285642322	0.0245605133910905	0.951418822119557	-3.68000219774944
MUC5AC	-0.652634146341479	6.21017857142857	-2.30805842731918	0.024645184604315	0.951418822119557	-3.68145180865827
PDGFRL	-0.615024390243916	5.14571428571429	-2.30369630183208	0.0249060956330342	0.951418822119557	-3.68588693604553
AL132709.8	-0.390455284552853	3.89946428571429	-2.30331764504519	0.0249288595588378	0.951418822119557	-3.68627163698433
MAFB	-0.58547967479676	8.37267857142857	-2.30253161377587	0.024976172891663	0.951418822119557	-3.68707006551044
NREP	-0.418000000000019	8.81196428571429	-2.30212322408425	0.0250007864528176	0.951418822119557	-3.68748481666726
RP3-508I15.21	-0.385626016260175	5.315	-2.29697606563714	0.0253128575382064	0.951418822119557	-3.69270747942451
LYPLA1	0.421252032520304	9.75375	2.29357524454586	0.0255209423063504	0.951418822119557	-3.69615343167142
SDR16C5	-0.841154471544737	7.11482142857143	-2.29232730959459	0.0255976793536347	0.951418822119557	-3.69741697721818
CD14	-0.457609756097575	8.60696428571429	-2.29223811169053	0.0256031720786533	0.951418822119557	-3.69750727136155
PCDH17	-0.48676422764229	6.54428571428571	-2.28500879866416	0.0260518405536446	0.951418822119557	-3.70481675032909
LOC728613	0.62434146341461	8.38910714285714	2.28031221201944	0.0263470472254343	0.951418822119557	-3.70955621170498
FMR1	0.427772357723562	8.64785714285714	2.2778057538823	0.0265058031018966	0.951418822119557	-3.71208257816885
KIF26A	-0.36756097560977	6.04089285714286	-2.2770987548219	0.0265507366244279	0.951418822119557	-3.71279481829643
IFIT5	-0.382130081300828	7.29089285714286	-2.27313233296693	0.0268040780950673	0.951418822119557	-3.71678758531362
CLEC11A	-0.4408292682927	6.29125	-2.26865814722738	0.0270924205771161	0.951418822119557	-3.72128525055413
PILRA	-0.4098536585366	5.49392857142857	-2.26682414630571	0.0272114060890503	0.951418822119557	-3.72312696226078
TRPS1	-0.416878048780504	6.77678571428571	-2.26659884684475	0.0272260548460283	0.951418822119557	-3.72335313215277
CCR1	-0.566520325203267	6.81589285714286	-2.26614102987117	0.0272558431896663	0.951418822119557	-3.72381266608445
FRMD3	-0.938016260162621	7.30857142857143	-2.2656606826974	0.0272871285129674	0.951418822119557	-3.72429474007321
CCNYL1	-0.353886178861811	7.54357142857143	-2.2639331885899	0.0273999043432482	0.951418822119557	-3.72602781248191
FAM111B	0.355382113821128	5.58285714285714	2.26124023041935	0.0275765317264051	0.951418822119557	-3.72872749300381
ELOVL7	-0.407252032520344	7.8525	-2.26115260704862	0.0275822957154751	0.951418822119557	-3.72881529468935
KCNH8	0.453382113821132	3.84660714285714	2.25995159020065	0.027661407862438	0.951418822119557	-3.7300184987555
THSD7A	-0.383756097560989	4.82303571428571	-2.2548409367169	0.0280003017398501	0.951418822119557	-3.73513310137459
PTGFR	-0.444211382113832	4.90410714285714	-2.25334162014086	0.0281004177805688	0.951418822119557	-3.73663192866209
SLAMF8	-0.538487804878063	6.35375	-2.25103664111524	0.0282549491346622	0.951418822119557	-3.73893469577773
IFIT3	-0.65424390243905	7.815	-2.23830367983456	0.0291222140546257	0.951418822119557	-3.7516234962566
COL3A1	-0.489707317073201	12.1294642857143	-2.23772593637679	0.0291621170043366	0.951418822119557	-3.7521979505416
ALPK2	-0.446276422764239	4.32392857142857	-2.23735772683391	0.0291875732853498	0.951418822119557	-3.75256400549482
COL5A1	-0.625707317073191	8.62589285714286	-2.23226362388093	0.0295417749596399	0.951418822119557	-3.75762363733387
C1QA	-0.498796747967496	8.32214285714286	-2.22658326083073	0.0299412101443698	0.951418822119557	-3.76325529164642
CD109	-0.72665040650408	5.99732142857143	-2.22577799121045	0.0299982195332742	0.951418822119557	-3.76405277842342
SLC19A2	0.386585365853644	6.78303571428571	2.22467059844679	0.0300767742404418	0.951418822119557	-3.76514911205721
TAC1	1.0211219512195	3.91160714285714	2.22451857013076	0.0300875727700108	0.951418822119557	-3.76529958990468
FGFBP1	-0.556520325203263	6.95321428571429	-2.22399289869629	0.0301249374289697	0.951418822119557	-3.76581984029536
KANK2	-0.444780487804898	7.95035714285714	-2.22023237632429	0.0303934306015621	0.951418822119557	-3.76953886761912
MAP4K3	0.359821138211362	6.88410714285714	2.21420857788639	0.0308279147551701	0.951418822119557	-3.77548625920024
TWIST2	-0.519869918699201	5.05071428571429	-2.2122662771082	0.0309691711389117	0.951418822119557	-3.77740131075159
ESM1	0.567934959349584	5.14714285714286	2.20937420417973	0.0311805576343027	0.951418822119557	-3.78025044558371
AF070581	-0.356780487804885	2.98678571428571	-2.20835540295378	0.0312553256643848	0.951418822119557	-3.78125344660928
TFF1	-0.815642276422787	10.8875	-2.20757559312129	0.0313126611715162	0.951418822119557	-3.78202092518535
PRMT3	0.489674796747948	7.06517857142857	2.2052082340065	0.0314872889928061	0.951418822119557	-3.78434958670836
MEOX1	-0.471560975609767	5.13875	-2.19930533530258	0.0319264545223405	0.951418822119557	-3.79014771518873
AGPAT9	-0.624048780487831	6.22910714285714	-2.19894408737577	0.0319535049170199	0.951418822119557	-3.79050216714296
CKAP4	-0.446243902439049	9.80928571428571	-2.19672835787982	0.0321198612241061	0.951418822119557	-3.79267524278586
ECHDC3	-0.614130081300825	5.33303571428571	-2.1948350401162	0.0322626140913702	0.951418822119557	-3.79453079027601
TIE1	-0.532569105691072	4.95875	-2.18923985816501	0.0326877470647309	0.951418822119557	-3.8000072185954
ISG20	-0.425365853658551	8.49857142857143	-2.1874794445026	0.0328225213268731	0.951418822119557	-3.80172806151636
FAM107B	-0.468422764227672	8.41571428571429	-2.18454938886021	0.0330479243578868	0.951418822119557	-3.80458990943092
MIR22	-0.50117073170733	8.06107142857143	-2.18441502518299	0.0330582932063201	0.951418822119557	-3.80472107498614
LOC284926	0.410065040650394	5.20089285714286	2.18436636853647	0.0330620487458111	0.951418822119557	-3.80476857198656
PDZD8	0.42546341463413	8.3975	2.18358429732944	0.0331224639790085	0.951418822119557	-3.80553189288498
EVPL	0.373593495934947	6.66285714285714	2.18208519142756	0.0332385415153972	0.951418822119557	-3.80699447295283
MOSPD1	0.374308943089418	7.18071428571429	2.17843610719326	0.0335225889202693	0.951418822119557	-3.81055143378037
ANGPTL2	-0.59195121951221	7.40660714285714	-2.17838354103421	0.0335266962331275	0.951418822119557	-3.81060263957143
TP53I3	-0.404666666666687	8.38839285714286	-2.1763899099437	0.0336827972130648	0.951418822119557	-3.81254397849372
LOC101928102	0.581382113821131	5.07232142857143	2.17635515456532	0.0336855242020744	0.951418822119557	-3.81257781017488
OSBPL1A	-0.465170731707335	6.96142857142857	-2.17630835994486	0.0336891961245502	0.951418822119557	-3.81262336047602
XPNPEP2	0.403739837398362	5.42892857142857	2.1761444528985	0.0337020605012292	0.951418822119557	-3.81278290313956
DDX60L	-0.509333333333352	6.99642857142857	-2.17472958256849	0.0338132871140285	0.951418822119557	-3.81415971659815
FAM20C	-0.473837398373997	6.62375	-2.17317342935597	0.0339359922442524	0.951418822119557	-3.81567322000504
LAMC1	-0.366926829268314	9.02535714285714	-2.17269875636812	0.0339734986465445	0.951418822119557	-3.81613471817726
FHL5	-0.370455284552857	3.52410714285714	-2.17197980849534	0.0340303757545694	0.951418822119557	-3.81683356399391
MAP1B	-0.619463414634165	6.36446428571429	-2.16976963465348	0.0342057496375244	0.951418822119557	-3.81898082919089
IGFBP5	-0.642780487804899	8.99339285714286	-2.16971585058417	0.0342100271832966	0.951418822119557	-3.81903306148232
CILP	-0.568764227642288	6.00625	-2.16904595083117	0.0342633448720498	0.951418822119557	-3.81968355000531
EML1	-0.545674796747983	5.65982142857143	-2.16703914116846	0.0344235044106881	0.951418822119557	-3.82163128659871
PTPRM	-0.519674796747982	6.92285714285714	-2.16422295227164	0.0346493658528268	0.951418822119557	-3.82436224158834
C1QB	-0.44487804878051	8.45428571428571	-2.16220396982626	0.0348120890393947	0.951418822119557	-3.82631843798668
COL6A2	-0.73099186991872	9.19214285714286	-2.16187660032044	0.034838536932359	0.951418822119557	-3.82663549471495
CD84	-0.42040650406505	6.88553571428571	-2.15927055864786	0.0350497055611737	0.951418822119557	-3.82915812366636
CCL4	-0.633447154471563	7.74089285714286	-2.15731785902312	0.0352086678178982	0.951418822119557	-3.83104678747792
CELSR3	0.390796747967463	6.21678571428571	2.15624509938139	0.0352962658360375	0.951418822119557	-3.83208380759499
GPNMB	-0.70904065040653	9.34821428571429	-2.15453407249733	0.0354363777337432	0.951418822119557	-3.83373700844072
VAMP5	-0.402634146341478	6.16321428571429	-2.15380580111611	0.0354961617666491	0.951418822119557	-3.83444036026208
MRVI1	-0.430666666666685	7.64535714285714	-2.15305091962404	0.0355582234377307	0.951418822119557	-3.83516921821553
SH3PXD2B	-0.383317073170751	7.65535714285714	-2.14796881028145	0.0359785212664871	0.951418822119557	-3.84007099897875
CEP72	0.485008130081288	5.32642857142857	2.14690478323857	0.0360670662653298	0.951418822119557	-3.84109613933131
RNF213	-0.367902439024408	8.06464285714286	-2.14661272246533	0.0360914039780963	0.951418822119557	-3.84137745764491
TMEM45A	-0.599739837398388	6.69357142857143	-2.14605279929776	0.0361381031153924	0.951418822119557	-3.84191670330342
GNG4	0.831398373983726	6.05803571428571	2.13949167305803	0.0366892708738641	0.951418822119557	-3.84822743092984
AMOTL1	-0.552081300813025	6.69446428571429	-2.13860667995471	0.0367641745403169	0.951418822119557	-3.84907750542271
TNC	-0.842731707317082	8.005	-2.13854369463451	0.0367695105574014	0.951418822119557	-3.84913799519831
PDE1A	-0.560699186991879	4.67482142857143	-2.13576260418771	0.0370057961310393	0.951418822119557	-3.85180752120683
ZBTB46	-0.443756097560987	4.79910714285714	-2.1353341128155	0.0370423191354842	0.951418822119557	-3.85221858437357
QPRT	0.5711869918699	8.10285714285714	2.13377369919033	0.0371755893484163	0.951418822119557	-3.85371499073376
MAOB	-0.46887804878051	6.23071428571429	-2.12954980341116	0.0375384436253356	0.951418822119557	-3.85776137105665
PRKCH	-0.389479674796763	6.98017857142857	-2.12906508111585	0.0375802809716018	0.951418822119557	-3.85822532451867
ACER3	-0.377284552845548	7.96910714285714	-2.12840458370164	0.0376373553680501	0.951418822119557	-3.85885738980887
FOXF1	-0.378113821138232	7.8625	-2.12217886367701	0.0381790573957853	0.951418822119557	-3.86480763310034
PTGS1	-0.371479674796763	6.83535714285714	-2.12163704585638	0.0382265214308478	0.951418822119557	-3.86532483605402
FPR3	-0.436243902439036	6.78660714285714	-2.12152767835333	0.0382361084279428	0.951418822119557	-3.8654292225257
PRRX1	-0.776731707317093	6.96732142857143	-2.12092913578233	0.0382886129745994	0.951418822119557	-3.86600043101016
PAPPA	-0.661382113821146	5.59910714285714	-2.11957069806262	0.0384080094927818	0.951418822119557	-3.86729636707456
SFMBT2	-0.407382113821151	4.99107142857143	-2.11930590938655	0.0384313202294341	0.951418822119557	-3.86754889765595
DHRS9	-0.705723577235796	8.59464285714286	-2.11656992669503	0.0386729067019886	0.951418822119557	-3.87015678429466
HRASLS2	-0.696422764227655	5.51678571428571	-2.11642421218993	0.0386858103187418	0.951418822119557	-3.87029560307492
CLEC12A	-0.411967479674807	4.18571428571429	-2.11616135593387	0.03870909681427	0.951418822119557	-3.87054600123602
ASRGL1	-0.463398373983763	8.37339285714286	-2.1127514650894	0.0390122894832575	0.951418822119557	-3.8737920856567
FAS	-0.483642276422779	8.26857142857143	-2.11156939285204	0.0391178763996326	0.951418822119557	-3.87491642115348
MFAP5	-0.860390243902458	6.93607142857143	-2.11147626288856	0.0391262056768283	0.951418822119557	-3.87500498147594
GABRE	0.634373983739821	6.92178571428571	2.10972823084345	0.0392828317288299	0.951418822119557	-3.87666667744864
ISL1	-0.685479674796762	5.68946428571429	-2.10677307925359	0.0395488602001616	0.951418822119557	-3.87947343249749
LATS2	-0.393772357723602	7.81303571428571	-2.10489821802698	0.0397184514424367	0.951418822119557	-3.88125255406707
CD69	-0.677056910569116	5.09696428571429	-2.10456059215031	0.0397490587258998	0.951418822119557	-3.88157280776299
RP11-305O6.3	-0.541788617886195	4.07	-2.09926243850015	0.0402320572306013	0.951418822119557	-3.88659309591447
C3AR1	-0.361804878048798	7.81910714285714	-2.09879731830045	0.0402747021751354	0.951418822119557	-3.88703335047327
RUNX1T1	-0.603186991869936	5.62571428571429	-2.0978115880461	0.0403652097685833	0.951418822119557	-3.88796613086034
LY6G6D	1.20060162601625	6.75767857142857	2.09700802100123	0.0404391224570581	0.951418822119557	-3.88872627970721
PCOLCE	-0.477495934959364	8.46107142857143	-2.09629975549967	0.0405043668678939	0.951418822119557	-3.88939608749928
