Celltype	id	t	df	p.value	Mean non	Mean response	Var non	Var response	L	R	Ligand	Receptor
Bcells	MS4A6A	-2.03577634113993	21.5842827464766	0.0542309409974044	2995.232	3237.088	117875.9	168587.3	0	0		
Bcells	FKBP5	-2.79491661241303	20.1774683596512	0.0111208855712613	1747.114	2501.814	518273.6	904098.4	0	0		
Bcells	PARM1	-2.55066799129139	29.1791083606246	0.0162554170687567	13812.34	17465.66	28308491	20415425	0	0		
Bcells	EMB	-2.34974944137114	30.3016111551633	0.0254900503719587	2997.97	3326.901	283766.3	190122.5	0	0		
Bcells	CCNYL1	1.29973064983432	24.1707622414597	0.20595291320998	1006.981	1006.179	3.961285	4.258436	0	0		
Bcells	LINC00261	-2.28616794177957	25.8365008099019	0.0306922280067918	4686.611	6245.238	5396977	4997534	0	0		
Bcells	TRIM13	0.47150398755348	23.5405287013422	0.641621625025301	375.148	374.6046	13.19605	15.10091	0	0		
Bcells	AC006026.13	-0.54575516332953	21.7654697108141	0.590784494344166	139.5913	144.2339	615.4551	860.3175	0	0		
Bcells	FRMD3	-2.44242001096599	34.7432739956128	0.0198202089464918	2768.752	3496.358	1508157.4	779436.1	0	0		
Bcells	FFAR4	-3.63668841715936	35.9440101937386	0.00085854356469864	840.4984	1094.5301	86051.99	41708.11	0	0		
Bcells	LOC643733	-2.4272881225068	25.7041796561756	0.0225313253114422	565.661	672.8121	22447.32	21018.44	0	0		
Bcells	LOC344887	-1.74554883720199	27.5069245601135	0.0920521298038432	546.5669	632.0184	30524.7	24779.8	0	0		
Bcells	DENND2A	-2.08559302163485	26.6249370763784	0.0467347573390601	2009.627	2420.139	470792	408903.8	0	0		
Epithelialcells	GAMT	3.12204428236074	36.3988716251124	0.00351069766905747	419.1942	357.0617	7079.991	3350.64	0	0		
Epithelialcells	KCNH8	2.07967387902508	36.1978871669452	0.0446966728526563	23.29163	20.05139	43.13757	20.63092	0	0		
Epithelialcells	LOC284926	-3.03617953323118	28.011845109978	0.00513405564147122	35.58503	37.9002	7.596148	5.942636	0	0		
Epithelialcells	FAM201A	3.65395705176826	38.8112146016047	0.000762002905983662	19.51326	18.0768	2.956535	1.236543	0	0		
Epithelialcells	FAM111B	2.12820012660033	26.9403789536095	0.0426184087712842	88.98592	76.88832	399.492	338.5355	0	0		
Epithelialcells	LOC283177	2.45504977372399	30.6093568376517	0.0199755722242973	193.6783	160.6511	2653.84	1743.746	0	0		
Epithelialcells	LOC728613	3.13074124548891	32.418909409831	0.00367919845755377	758.9714	634.1415	24977.03	14709.08	0	0		
Epithelialcells	UPP1	-3.02802240769152	33.8064954642652	0.00468799905477353	100.5531	131.1958	1688.0958	918.5295	0	0		
Epithelialcells	ST3GAL4	-2.01976924410242	23.2241319901916	0.0550903634394347	218.301	277.6267	8357.494	9883.57	0	0		
Epithelialcells	KDELR3	-2.55986307974273	24.6644294631671	0.016994539262847	793.3796	1057.2549	114497.2	117498.6	0	0		
Epithelialcells	QPRT	1.43003750774555	41.0698996054838	0.160270269211787	564.9056	552.2785	1581.888	590.7819	0	0		
Epithelialcells	EVPL	1.94907356129839	23.9927423951546	0.0630711820266813	188.3201	165.7568	1377.223	1506.332	0	0		
Epithelialcells	FGFBP1	-2.21299127158118	26.2815338202849	0.0357826381610357	228.4954	292.1738	9868.313	8809.515	0	0		
Epithelialcells	GNG4	2.36360989419517	30.608291472412	0.0246334031145192	195.5604	118.2588	15684.02	10306.11	0	0		
Epithelialcells	CEACAM8	2.17549171765559	30.9740681945873	0.037345531424656	13.83184	11.94676	11.171502	7.175318	0	0		
Epithelialcells	CYP2B6	2.80950082216094	34.8359478270514	0.00808279812690178	46.30244	29.72832	593.1612	305.0182	0	0		
Epithelialcells	IRF7	-2.86109074491024	24.4125675894341	0.00852525458745833	370.9687	467.8562	12144.37	12758.34	0	0		
Epithelialcells	NEU1	3.08611759890739	31.6289572788069	0.00419393675607261	770.5886	611.7621	40417.16	24942.64	0	0		
Epithelialcells	JAG1	-3.01431073787196	33.7794840760527	0.00485969453987929	680.5024	974.0829	156224.38	85133.16	1	0	JAG1	NOTCH1/NOTCH2/NOTCH3/NOTCH4
Epithelialcells	TSPAN6	3.17811842778624	34.9782119230111	0.00309577289532992	2474.213	2024.268	343159.4	175110.1	0	0		
Epithelialcells	AZGP1	3.1870942477939	36.4698143836277	0.00294495674442783	272.2544	168.0257	19158.601	9033.393	0	0		
Epithelialcells	IFI35	0.471008492059678	22.1760776441218	0.642235026733903	334.1489	330.4813	536.3755	713.2268	0	0		
Epithelialcells	SLC19A2	2.66160980305599	38.2662901504562	0.0113071069544136	203.9407	169.9925	3066.493	1318.378	0	0		
Epithelialcells	GRB7	2.60029890085247	26.9353075038849	0.0149379223735288	215.1956	183.2206	1868.911	1584.364	0	0		
Epithelialcells	GALNT10	-2.31360614004312	23.7667266666252	0.0296619420279217	227.3675	268.9019	3256.847	3642.698	0	0		
Epithelialcells	LYPLA1	2.73868824870465	37.9521469567959	0.00934229680147905	1618.832	1366.586	158524.91	69251.71	0	0		
Epithelialcells	C9orf3	-3.53793101918292	34.2692709921262	0.00118159680777364	281.4714	381.0178	13250.429	7027.555	0	0		
Epithelialcells	PRMT3	2.95581275020923	31.6027101032564	0.0058520789772918	264.8115	202.5116	6772.282	4185.99	0	0		
Epithelialcells	MTCL1	-2.55832996876626	25.1466666958138	0.0169174934077376	119.0304	158.0624	2589.413	2544.215	0	0		
Epithelialcells	KAZN	-2.51148018904464	30.7418880125859	0.0174936381611492	160.9745	192.3595	2302.226	1500.196	0	0		
Epithelialcells	MUC1	-2.49007777059491	35.2130212623228	0.0176372601486633	1296.519	1445.692	61895.06	31188.09	0	0		
Epithelialcells	GPR161	-3.60618073143941	40.5300495070062	0.000843118281794402	36.36595	54.87577	527.238	202.2934	0	0		
Epithelialcells	MUC5AC	-2.27457156600964	24.5238313886559	0.0319513139409513	279.476	294.7228	479.531	498.5514	0	0		
Epithelialcells	TOX3	2.62749042707011	30.6477009443571	0.0133120457261325	1221.311	1008.79	96081.82	62980.12	0	0		
Epithelialcells	FCGR1A	-0.53041912776109	23.930963391784	0.60070925937677	8.065455	8.185115	0.5206484	0.5729202	0	0		
Epithelialcells	MAP4K3	-1.49594219531903	25.8287463937147	0.146788740303508	99.77375	116.74065	1492.986	1383.384	0	0		
Epithelialcells	MST4	3.42085011262319	39.2033408325003	0.00147196230349666	474.2315	390.7628	11509.502	4719.602	0	0		
Epithelialcells	PARP12	-2.46347481323966	26.5814630314998	0.0205326360046336	316.885	394.2896	11968.03	10430.56	0	0		
Epithelialcells	MOSPD1	2.43246058493332	26.7385982084896	0.0219743455382216	214.7199	169.2945	4264.499	3670.956	0	0		
Epithelialcells	ASRGL1	-2.34334040381423	31.6975787343839	0.025552091421196	463.9822	589.5773	43948.43	27010.26	0	0		
Epithelialcells	USP18	-2.50074297797215	22.9621566991942	0.0199748568046861	129.1177	136.1778	75.56964	91.91108	0	0		
Epithelialcells	RNF128	4.03499767333832	34.0859363436511	0.000291917123812133	1027.5919	844.3154	34324.39	18389.29	0	0		
Epithelialcells	PXMP4	2.47573591017013	26.2240175787605	0.0200685084280194	316.7918	277.8114	2944.857	2641.182	0	0		
Epithelialcells	CEP72	2.49919129083685	33.0836938721161	0.0175865476713045	80.22049	65.02409	594.6733	337.0286	0	0		
Epithelialcells	RNF39	3.18726842089356	25.6910734017121	0.00375270895338709	82.01929	71.33171	129.4164	121.3127	0	0		
Epithelialcells	FAM122B	3.07867800856783	29.8228793771167	0.00443434341484298	527.3202	430.6008	14007.776	9679.592	0	0		
Epithelialcells	ANKH	3.1517878144296	30.6454285706214	0.003613622303534	1481.212	1328.056	34676.31	22733.02	0	0		
Epithelialcells	FKBP5	-2.26657331018958	25.6316833047484	0.0320963189975609	333.4898	340.3154	104.00086	97.98069	0	0		
Epithelialcells	SMAD5	-1.91552920349293	27.0544453640614	0.0660503926053764	352.0898	398.6437	7347.32	6171.826	0	0		
Epithelialcells	ELOVL7	-2.62674098474224	25.3159745403518	0.014429954450364	388.4312	475.6375	12394.42	11998.5	0	0		
Epithelialcells	ACER3	-1.97652374827077	25.2184666059182	0.0591289501205968	436.7835	536.6758	28545.21	27870.11	0	0		
Epithelialcells	S100A16	-3.3912638140263	47.4762104581457	0.00141015808913879	1981.239	2127.55	44133.22	11774.29	0	0		
Epithelialcells	EPB41L5	2.47416708643253	39.5542138618102	0.0177464049377215	143.3457	132.5583	370.9187	149.4423	0	0		
Epithelialcells	LINC00920	1.80988129232502	23.8147524386659	0.0829531566837075	55.18361	47.22213	196.2527	218.4544	0	0		
Epithelialcells	PDZD8	2.04746221505462	28.3712334071031	0.0499726195394244	404.9026	379.9117	1980.478	1510.153	0	0		
Epithelialcells	PARD6B	3.32171635867673	36.5468724605241	0.00203899765930981	184.7642	152.6096	1682.3694	790.0677	0	0		
Epithelialcells	SLC19A3	2.23917361845514	25.9293114978032	0.0339434403615186	37.33046	30.31475	114.6186	105.3176	0	0		
Epithelialcells	CELSR3	2.18874805682962	24.0683949690385	0.0385512491335458	142.4805	119.1724	1171.867	1272.305	0	0		
Myeloids	NEXN	-1.96158061571188	23.4390280488477	0.0617944485168008	721.6204	866.9532	54092.04	62549.42	0	0		
Myeloids	CLEC12A	-2.26982425574427	21.9331019471931	0.0333979315045165	240.7407	288.7533	3868.134	5296.275	0	0		
Myeloids	SIGLEC10	1.61931741029014	50.6740572047799	0.111586750917541	843.2611	839.0642	173.08565	37.43492	0	0		
Myeloids	PTPRM	-1.11350791471766	20.7991377624941	0.278193778559659	561.6638	692.6726	106169.6	168794.8	0	0		
Myeloids	LINC00528	0.480645162471435	19.9128372077826	0.636007165441643	118.5966	118.3107	2.426925	4.416841	0	0		
Myeloids	TRIM69	-0.720237523386575	19.4009319576889	0.479967112475096	2526.064	2692.323	339765.6	674988.5	0	0		
Myeloids	WARS	-2.30968928958929	22.3029425439748	0.0305339838163432	7537.739	9883.503	9232499	12094485	0	0		
Myeloids	LAMC1	1.18996784168112	20.3856529938216	0.247733502357238	2374.418	2373.349	5.896458	9.961376	0	0		
Myeloids	CKAP4	-3.41611041261896	28.3356200498882	0.00193850367577116	10028.46	11497.05	2452649	1874904	0	0		
Myeloids	STOM	1.08025472134838	19.5444410022652	0.293179426822185	1388.806	1384.539	101.6421	196.8641	0	0		
Myeloids	LGALS1	-3.24701464680565	27.8238375595095	0.00303718534103727	26589.22	28954.09	6865697	5444924	0	0		
Myeloids	EMP1	-2.86093032348329	32.2181689584645	0.00735873511280665	7677.658	8717.715	2061291	1228267	0	0		
Myeloids	COL6A3	-3.46664446832337	31.4098547428265	0.00154886349085901	22658.08	27966.7	35487000	22192117	0	0		
Myeloids	PRCP	-2.51633638550331	22.8834461747431	0.0193266228321891	548.4843	932.7068	219592.9	269380.4	0	0		
Myeloids	PPP4R1	-2.26455010047326	28.5815327238181	0.0313072694223327	1075.834	1272.884	101659.21	76381.75	0	0		
Myeloids	TNC	-2.14543494377219	28.1082250403735	0.0406989516604525	3875.746	4848.637	2699163	2097033	1	0	TNC	ITGA7/ITGB1/SDC1
Myeloids	SGK1	-1.94823239284771	21.7846036512843	0.0643854255665893	7317.087	8257.146	1983874	2766562	0	0		
Myeloids	CD14	-2.54272061716197	26.265517575733	0.0172265464126626	4782.358	5401.058	704985	630161.6	1	0	CD14	ITGA4/ITGB1
Myeloids	SH3BP5	-2.22530946507805	28.8926586926484	0.0340283714239731	2504.615	2807.724	252717.7	185839.2	0	0		
Myeloids	CTSL	-4.17522560718064	29.8852084444031	0.000236809393234799	5613.966	6373.294	470675.8	323925.7	0	0		
Myeloids	ARL4C	-3.51890682387372	30.8443100315471	0.00136852441278171	840.2804	895.2037	3606.08	2334.862	0	0		
Myeloids	COL1A2	1.39784403168445	22.5133681605611	0.175782197370278	19336.42	18897.15	900810.1	1151716.7	0	0		
Myeloids	PCOLCE	-2.39987787721976	26.0642448043594	0.0238374391127904	4455.833	4990.135	583366.1	530085.1	0	0		
Myeloids	LTBP1	0.995696229031417	25.548929315326	0.328735179154273	1204.434	1181.891	5848.406	5548.873	0	0		
Myeloids	GBP2	0.989827284548322	31.9813304088053	0.329688742100583	2509.239	2470.463	23728.53	14338.42	0	0		
Myeloids	C1QB	-1.46380106547979	21.5427385107163	0.157688298999383	3857.023	4507.27	1641047	2359566	1	0	C1QB	LRP1
Myeloids	THBS2	-2.20860029605403	28.4320579687076	0.0354264756353518	3164.015	4314.356	3616717	2746022	1	0	THBS2	ITGA4/ITGA6/ITGB1/NOTCH3/CD47
Myeloids	UPP1	2.23383288589173	23.3381582233759	0.0353559675628713	824.1175	819.077	49.77505	58.16348	0	0		
Myeloids	PLEK	-2.97732844544132	27.466967858817	0.00601033184008602	2060.473	2487.28	261212.5	212683.2	0	0		
Myeloids	LOXL1	0.01197518378681	27.5225954427541	0.990531799018457	642.8913	642.6825	3877.356	3143.952	0	0		
Myeloids	IFIT5	1.11859664510418	30.9426538612662	0.2719214192207	1898.942	1882.392	3253.006	2093.433	0	0		
Myeloids	HMOX1	-2.11346904230285	22.4137194607705	0.0459147606865269	3117.243	3496.281	290799	376072.9	0	0		
Myeloids	IGFBP6	-2.4679291358649	22.7627165785353	0.0215440518994737	1711.523	2023.081	148574.5	184702.1	0	0		
Myeloids	CYBB	-2.70074035079694	28.3318839002159	0.0115474091008867	1642.634	2260.698	694901.4	531351.2	0	0		
Myeloids	KDELR3	-0.843615198560175	20.8487673732212	0.408459890148847	3026.518	3052.689	7423.583	11719.669	0	0		
Myeloids	CCL4	-1.70264628562084	21.8256316024718	0.102835685993079	3109.356	3554.599	585033.9	811697.2	1	0	CCL4	ACKR2/CCR1/CCR5/CCR8
Myeloids	TYROBP	-2.38731704314032	22.8144413467448	0.0256530585662655	2980.78	3378.884	260388.8	321857.9	0	1	SEMA6D	TYROBP
Myeloids	COL7A1	-3.07252731553843	30.8515111045018	0.00440977306638705	1560.224	1840.433	123150.32	79701.59	0	0		
Myeloids	GCH1	2.02709734200631	27.5811517728465	0.0524173317334745	1847.729	1746.922	31619.19	25527.26	0	0		
Myeloids	FCER1G	-2.98271554352209	24.8927695709661	0.00631161599214541	3228.983	3702.844	276156	277557.7	0	0		
Myeloids	ISG20	-2.7078692322571	23.6340203581803	0.0123787483777474	4008.067	4498.708	328439.6	372290.8	0	0		
Myeloids	EML1	-2.26728391326731	26.4456902554451	0.0317697129038763	228.67	342.4534	30298.53	26693	0	0		
Myeloids	NAV3	-1.38581379121646	26.9024767449539	0.177185280127146	222.0222	237.0551	1451.84	1233.922	0	0		
Myeloids	IL10RA	-2.27866099868844	23.8719676315096	0.0319277708947306	1470.314	1553.431	13552.2	14999.9	0	1	IL10/IL22	IL10RA
Myeloids	VAMP5	-1.4007914576634	22.474784120018	0.174932888056487	847.7397	875.3051	3520.295	4520.723	0	0		
Myeloids	MX2	-1.63395676850648	23.0428125027896	0.115858115805392	1659.863	1840.423	116553.8	140527.1	0	0		
Myeloids	TFF1	-2.68018533847524	35.0401406092787	0.0111372362692248	24823.03	30579.45	79129025	40244081	0	0		
Myeloids	CCR1	-2.16254640449526	21.9735461529443	0.041730245226965	1624.296	1910.104	151594.3	206542.7	0	1	CCL13/CCL14/CCL15/CCL16/CCL23/CCL2/CCL3/CCL4/CCL5/CCL7/CCL8/SCYL2/SCYL3	CCR1
Myeloids	PTGS1	-0.522980061959083	19.6600111489428	0.60683265255203	1286.843	1292.889	885.2634	1680.7142	0	0		
Myeloids	PDGFRL	-3.38620228900247	26.4610954564579	0.00222607504746549	472.6649	599.9198	17005.01	14962.99	0	0		
Myeloids	KCNJ8	-2.23715682529704	21.9972675466734	0.035732377681415	516.2166	571.5696	5325.272	7234.652	0	0		
Myeloids	ISG15	-1.83481658514732	21.2225121742444	0.0805903058533356	5499.418	6513.825	2457858	3685683	0	0		
Myeloids	MEOX1	-0.967808928645416	23.5486507754105	0.342975301730528	133.9396	145.047	1309.092	1496.818	0	0		
Myeloids	OASL	-2.55090877160784	22.9092912687725	0.0178934123669411	538.0407	667.8885	24457.64	29918.17	0	0		
Myeloids	FMO1	-1.74965813473425	23.7780263712479	0.0930744082395781	325.2149	370.9618	6914.29	7724.725	0	0		
Myeloids	ITGAM	-2.86854196438304	26.915249623872	0.00792381417622219	689.515	861.8053	44539.37	37816.71	0	1	FGA/FGB/CTGF/CYR61/ICAM4	ITGAM
Myeloids	TFEC	-2.64155982479974	24.8662970475061	0.014060200413171	227.1571	262.3981	1943.966	1958.512	0	0		
Myeloids	PTGFR	-2.42998527098399	25.6434308655907	0.0224145729085818	365.1592	421.6469	6201.659	5836.844	0	0		
Myeloids	ID3	-0.61533534803498	23.6010448567449	0.54422176956401	6309.533	6504.731	1004173	1142059	0	0		
Myeloids	JAG1	-2.40942724828363	33.1441408664813	0.0216904111441972	3075.209	3466.702	425524.9	240335.4	1	0	JAG1	NOTCH1/NOTCH2/NOTCH3/NOTCH4
Myeloids	TUBB6	-2.4227468479448	27.9529923420168	0.0221351221388895	3402.477	3736.081	246984.4	194044.6	0	0		
Myeloids	IFI35	2.28042204168631	20.0556677254745	0.0336524936330985	557.4522	516.9907	2202.282	3916.497	0	0		
Myeloids	RGL1	2.88138059628383	25.1693444007091	0.00798248904491601	503.932	371.0335	23699.84	23239.59	0	0		
Myeloids	C3AR1	0.985571265743292	26.3169098545361	0.333318638055821	1488.61	1472.403	3229.139	2874.449	0	1	C3	C3AR1
Myeloids	CREM	-1.50417120459628	22.7694658816621	0.14628286492658	1654.558	1721.401	18420.13	22882.06	0	0		
Myeloids	TP53I3	-1.14605739329966	28.3389559808104	0.261357017631101	1780.377	1828.191	23102.79	17656.54	0	0		
Myeloids	CD86	-2.06509413379783	21.788620182159	0.0510142580400335	1128.084	1231.404	21337.51	29740.81	1	0	CD86	CD28/CTLA4
Myeloids	CLEC11A	-2.7418816714213	28.3067034503792	0.0104715429297098	980.1663	1087.2489	20213.35	15483.57	1	0	CLEC11A	KIT
Myeloids	BLVRA	-2.95923178021224	26.0942606187869	0.00648174768835627	2236.519	2434.6	52824.49	47881.67	0	0		
Myeloids	IGFBP5	-2.07905031958594	32.7340292359546	0.0455260667690144	6785.216	7637.625	2670833	1544356	0	0		
Myeloids	PXDN	-2.23140960951197	24.9934181120965	0.0348593398493613	3655.35	4176.777	601424	599033.6	0	0		
Myeloids	COL5A1	-1.87442067810492	22.8187537022021	0.0737317964452941	1860.994	1917.812	8606.707	10633.405	0	0		
Myeloids	LHFPL2	2.21441454042228	29.6999528924026	0.0346219463878586	2328.744	2319.554	243.1621	169.3868	0	0		
Myeloids	GM2A	1.66446018767332	19.2565357773677	0.112208390923502	4880.452	4758.265	33606.82	68539.11	0	0		
Myeloids	C9orf3	-3.10058165352502	26.585081242486	0.00453233962386249	722.0494	1165.8077	248358.7	216391.2	0	0		
Myeloids	APOE	-2.08100312545304	25.0363715928168	0.0478169841685123	2431.671	2587.068	61589.67	61109.94	1	0	APOE	LDLR/LRP5/LRP8/SORL1/VLDLR
Myeloids	AHNAK2	-2.5215287172067	27.1035493851191	0.017866932215046	1024.199	1335.81	190469.9	159396.7	0	0		
Myeloids	ANGPTL2	-2.79800098516375	27.7829789378574	0.00923510409860382	2205.208	2634.283	303754.4	241616.1	0	0		
Myeloids	MTCL1	-1.32347362220228	22.3615032160594	0.199050657242144	493.4504	521.3544	4000.123	5204.487	0	0		
Myeloids	COL6A1	1.23734646419984	21.4054028629107	0.22936083198707	3694.716	3645.297	13078.6	19142.73	0	0		
Myeloids	LPPR4	-2.30266296887039	25.4261523890898	0.0297498757330658	159.0591	188	1788.695	1715.087	0	0		
Myeloids	ERG	-1.88546035877768	22.0203123986717	0.0726306459122404	160.6535	166.6973	89.57826	121.35741	0	0		
Myeloids	CCL8	-3.29285080064786	34.030556457871	0.00231881420009127	915.2533	1296.2326	222302	119463.6	1	0	CCL8	ACKR2/CCR1/CCR2/CCR3/CCR5
Myeloids	HLX	-2.76707899887955	25.3991246550391	0.0104019725180508	782.0962	859.7759	8908.632	8562.011	0	0		
Myeloids	FCGR1B	-2.89520207999273	24.746804687032	0.00780299587925287	733.8533	860.0605	20590.07	20970.75	0	0		
Myeloids	CD163	-2.42685064252403	22.8801874204516	0.0235191953135446	2862.747	3737.627	1223719	1501704	0	0		
Myeloids	AIF1	-2.12651242301642	23.6350439923247	0.0441073211527149	4406.665	4495.539	17475.7	19806.89	0	0		
Myeloids	FCGR1A	0.798855820576642	29.7859704896545	0.43069821324341	22.90385	22.76388	0.4350785	0.3013719	0	0		
Myeloids	RAB31	-3.15858632368268	28.3650063554875	0.00374578229082395	4588.955	5621.528	1420253	1083446	0	0		
Myeloids	PARP12	0.605338290171139	21.901878940502	0.551175816376463	1285.7	1282.525	237.1728	325.9829	0	0		
Myeloids	MAFB	0.707554688795725	22.7081388036881	0.486420836535261	1547.763	1543.587	323.2235	404.2671	0	0		
Myeloids	PRKCH	-0.0775216396352872	28.7381385323208	0.938745806112387	548.9432	550.2854	4054.166	3013.16	0	0		
Myeloids	ASRGL1	-1.25915702948121	22.4927197977186	0.220884698178562	945.2316	968.5676	3127.402	4007.935	0	0		
Myeloids	SOBP	-2.7699191260426	28.3741337912272	0.00977915672039015	673.8602	790.8292	23708.61	18074.57	0	0		
Myeloids	ADAP2	2.87202900625783	23.5488881324683	0.00848982213774806	557.813	345.0488	54545.16	62365.51	0	0		
Myeloids	SLAMF8	-2.55350203002805	25.6310540465203	0.0169719608712275	1009.029	1138.971	29696.29	27978.79	0	0		
Myeloids	HPSE	-1.40797478298083	26.8106309209694	0.170628803171596	632.3799	657.7395	3982.637	3409.088	0	0		
Myeloids	TMEM45A	-2.23793923825581	23.7509799069796	0.0348731621561822	1360.497	1629.039	145336.1	162811	0	0		
Myeloids	AGPAT4	-2.18308755838515	30.1264098126357	0.03695349704122	352.0606	371.5966	1151.2389	780.0308	0	0		
Myeloids	HERC5	-0.903827639641063	23.7357235851377	0.375169063072068	536.931	557.4231	5182.608	5814.639	0	0		
Myeloids	VCAN	-2.45973691232405	24.4086300376661	0.0213549924786761	9577.431	11485.25	6369123	6693603	1	0	VCAN	EGFR/TLR2
Myeloids	PILRA	-2.36206140633969	21.0800452655092	0.0278681922652662	575.4105	610.5052	1747.718	2671.84	0	0		
Myeloids	TRPS1	0.51304025682348	24.5277594282167	0.61251327502497	377.0371	376.3316	20.1893	20.98243	0	0		
Myeloids	PARP9	-0.102311670989956	25.6989855022134	0.919303445847738	2634.649	2634.686	1.4615	1.369069	0	0		
Myeloids	MS4A7	-2.15482804075584	23.7235295531014	0.0415471909371694	2303.565	2622.37	220479.5	247670.4	0	0		
Myeloids	TNFSF13B	-2.74019816323661	24.1160417156791	0.0113741629700082	2098.496	2493.389	215352	232731.8	1	0	TNFSF13B	TNFRSF13B/TNFRSF13C/TNFRSF17
Myeloids	PARVG	2.26744061796524	27.956266977419	0.0312884553956959	637.9027	574.903	10057.71	7900.02	0	0		
Myeloids	ANTXR2	-1.35834360474836	29.4773927765549	0.184660388263346	3992.334	4213.696	371338.9	262505.8	0	0		
Myeloids	STAT2	1.31542808843879	21.739545916393	0.202071612786795	1268.042	1199.541	23004.18	32260.93	0	0		
Myeloids	RNF213	-1.7750139699893	25.0710396585638	0.0880393513180488	2876.4	3039.708	93705.64	92689.2	0	0		
Myeloids	ADAMTS2	-2.75538390534254	26.8744418541692	0.0103939633463226	1750.106	2297.956	487016.4	414816.8	0	0		
Myeloids	FUT11	-0.354422227648288	22.8537902936693	0.726271898346671	1209.575	1213.516	1161.318	1429.261	0	0		
Myeloids	PIK3AP1	-2.81238554949455	29.5634674138558	0.00864978123705293	2863.518	3259.288	277940.6	195363.1	0	0		
Myeloids	BCAT1	-2.61995065268372	29.2756873842094	0.0137963409297888	850.7416	1167.9727	203182.3	145580.9	0	0		
Myeloids	CD109	-2.87032097746362	27.4871132433197	0.0077994994877981	917.6245	1199.0123	122287.93	99419.27	0	0		
Myeloids	SAMD9L	-1.93160929285365	23.0021744000208	0.0658193479335048	1518.743	1742.897	128102.9	155130.3	0	0		
Myeloids	ZNF521	-1.97730423486834	22.5924654471211	0.0603344687927083	107.8072	109.6576	8.044647	10.193354	0	0		
Myeloids	PRRX1	-2.383604533224	26.0978914109782	0.0247044926949777	1891.368	2429.976	602113.1	545610.6	0	0		
Myeloids	FAM20C	-2.67006934007003	25.0342432735583	0.0131272789824476	1244.482	1389.477	32566.45	32318.92	0	0		
Myeloids	MBOAT2	0.0933273826716409	24.4966517461708	0.92640259974964	836.258	836.1729	8.864182	9.23918	0	0		
Myeloids	FAM20A	-3.71039645852554	33.1212819422445	0.000756402475714286	213.0124	241.3584	939.949	531.5722	0	0		
Myeloids	LATS2	1.70156690153887	19.7049684868428	0.104563266962375	914.6196	862.345	6292.263	11855.038	0	0		
Myeloids	ASPHD2	-2.07079787604189	28.3932379463224	0.0475784247138732	273.9267	317.6269	5926.32	4511.924	0	0		
Myeloids	ZBTB46	-1.35136792149604	27.1821096816841	0.187718282812746	324.8223	346.2536	3149.826	2620.234	0	0		
Myeloids	CD274	-2.52820984584026	27.9381183166991	0.0173988818278442	725.2232	844.2944	28873.02	22708.69	1	0	CD274	PDCD1
Myeloids	GPX8	-4.23501565133849	38.8986921855244	0.00013526017519404	1636.061	1950.494	105703.5	44014.9	0	0		
Myeloids	PIK3R5	-2.19183220525606	22.5202141317016	0.0390065352291611	617.5208	662.3253	3813.993	4872.516	0	0		
