id	S01_CD4	p.value_S01_CD4	S02_CD4	p.value_S02_CD4	S03_CD4	p.value_S03_CD4	S04_CD4	p.value_S04_CD4	S05_CD4	p.value_S05_CD4	S06_CD4	p.value_S06_CD4	S07_CD4	p.value_S07_CD4	S01_CD8	p.value_S01_CD8	S02_CD8	p.value_S02_CD8	S03_CD8	p.value_S03_CD8
Bcells_FKBP5	0.210842898596906	0.118804946902296	0.257660922014896	0.0552153569768439	-0.27570608644136	0.0397140759075939	0.421405063915272	0.00121877663365664	-0.113972512391126	0.402937801314039	-0.0704162748302174	0.606061797884861	-0.177709621293757	0.190087406210946	0.0443271788177182	0.745641178288878	0.404765859076156	0.00197299089722899	0.142621023156815	0.294372305969394
Bcells_PARM1	-0.047798688098338	0.726469921357283	0.318123162030483	0.0168778475312659	-0.410404479437334	0.00168041643279164	0.466392029572581	0.000291220912118892	0.090535909283548	0.506950994461851	0.0357103360227111	0.793870610129722	-0.321868442226732	0.0155599924611259	0.195250221757082	0.149278371158369	0.120063538514038	0.378099689859223	-0.28788691517706	0.031433950973285
Bcells_EMB	0.149913605743281	0.270116494634306	0.441724736042947	0.00065410101215635	-0.354115379558383	0.00741611976547828	0.38162505052793	0.0037064771077225	-0.102176366027222	0.45365422289732	0.0697323936164516	0.609573547186254	-0.124205333943673	0.361746345260881	0.285649496143616	0.0328364354074926	0.119303648431449	0.381147331741125	-0.0137877174513069	0.919665199358935
Bcells_LINC00261	-0.0569025139926626	0.677005299554007	0.310898407521029	0.0196902560814089	-0.312541684092796	0.0190178794346851	0.471880792068905	0.000241188803148427	0.0618676116726738	0.650572467584506	-0.00284770244560702	0.983381549808155	-0.134799449274203	0.32191742997328	0.170592556752948	0.208738069178506	0.168744695766814	0.213784320053616	-0.200488171116647	0.138455687135754
Bcells_FRMD3	-0.058489007128148	0.668515209901817	0.300679435642263	0.0243403483790593	-0.388751263454019	0.00306682538642863	0.484361133280299	0.000155238297052332	0.0206741554847463	0.879788054488821	0.0716739719550609	0.599626577135151	-0.185748959837497	0.170490776116307	0.213948860075213	0.113346128324931	0.131602572413624	0.333631571824293	-0.271733761174788	0.0427749824392511
Bcells_FFAR4	0.139915178812403	0.303722196095752	0.246122880439269	0.0674724789562262	-0.347730047876201	0.00863981456814541	0.405674840027245	0.00192295251653139	0.173224915836318	0.201695243492531	-0.0684252096851763	0.616310298191658	-0.251381342898815	0.0616407687376426	0.137685578937229	0.311568959166235	0.131437938071777	0.334241978893867	-0.0609666704209022	0.655338411043981
Bcells_LOC643733	0.345462233302005	0.00911477956123083	0.306484050327715	0.0215971261120472	-0.229876887485218	0.088315750456761	0.329260407986621	0.0132155273699032	0.0833758822502395	0.541251984852757	-0.00393441644244503	0.977041236237866	-0.24771978855079	0.0656566434610773	0.119732542313374	0.379425397331275	0.323396297816108	0.0150482237008624	0.206151157718588	0.127427572967359
Bcells_DENND2A	-0.0263460951525428	0.847160413996712	0.273732215782214	0.0412116767688412	-0.216270779063849	0.109392314967782	0.329780574737922	0.0130626424539984	0.169672116518765	0.211241074886575	0.0105129209003517	0.938703738738622	-0.267677928602293	0.0460975954805463	0.168428137793215	0.214657304329206	0.134151803649594	0.324269228485832	-0.286267347748774	0.0324440407404978
Epithelialcells_GAMT	0.0395019807326662	0.772542063773838	0.00449630874287273	0.973763465517478	0.410723970084199	0.00166506500048008	-0.426950189653128	0.0010323278588537	0.462724817767242	0.000329729438140199	-0.467840163306638	0.000277176874454401	0.308712865974804	0.0206156822251043	0.227906206215641	0.0911543502701072	-0.319079553330359	0.0165325838887667	-0.0736444782814018	0.589605119370765
Epithelialcells_KCNH8	-0.0703398466809847	0.60645382167514	-0.163483810122195	0.228617543082941	0.246184293725651	0.0674019115199899	-0.296351691519396	0.0265716509893213	-0.144968694230297	0.286413659116029	0.248433598773006	0.064857737483564	0.0902545209445512	0.508277734976135	-0.284921576783754	0.0333037921786858	-0.0897774472882758	0.510531165291319	0.109719996601423	0.420828247252458
Epithelialcells_LOC284926	0.253264996180121	0.0596531881235505	0.220250875177283	0.102862520534132	0.00522081821401509	0.969537718850928	0.288318463529384	0.0311692714211494	0.32689255876126	0.0139310548921039	-0.548168459954483	1.22391015887968e-05	-0.253416132109082	0.0594959791968605	0.293848481050686	0.0279389033380151	0.397792459336751	0.00239713619825836	0.178126198212744	0.189033972396945
Epithelialcells_FAM201A	-0.0921768059722925	0.499249575635412	-0.306187232199706	0.0217307626783724	0.155750457734438	0.251690279400444	-0.184801058209727	0.172721648318365	0.0522612457775438	0.702069606632672	0.130900683782548	0.336238795720898	0.16029805273562	0.237938402811399	-0.26202089242761	0.0510818313449055	-0.0584354263285816	0.668801282689121	0.0516658436820859	0.705308565410834
Epithelialcells_FAM111B	-0.245439979076546	0.0682611599481395	-0.283262756829757	0.0343895208803621	0.334714337979661	0.0116865410586061	-0.386077065169956	0.00329437807488758	-0.311736915267404	0.0193446869278577	0.361241325516863	0.00623143800085053	0.203349211246567	0.132798020377166	-0.238498650445071	0.0767024644105109	-0.344541560192556	0.00931397230827874	-0.156327569579897	0.249915873763724
Epithelialcells_LOC283177	-0.100193448008742	0.462509969160125	0.112451295549217	0.409286093263257	-0.00986195741594473	0.94249261752385	-0.15592502239704	0.251152659108372	0.00638554346158715	0.962746177105641	-0.0985713322245255	0.469823490087035	0.660395473923209	3.06478803757373e-08	0.249476913142209	0.0637040873831822	-0.327182863693653	0.0138415791927097	-0.168696464259569	0.213917168964673
Epithelialcells_LOC728613	-0.1664968175872	0.220037496012009	-0.111429825996201	0.413581114197089	0.105521771815315	0.438926600146758	-0.115225779273189	0.397751064620102	-0.259123850046461	0.0537992314030679	0.466586235719407	0.000289300629766971	0.0810888006048655	0.552440940003105	-0.121032844458655	0.374233401046268	-0.163083112199539	0.229775800704305	-0.119806759740572	0.379127899959933
Epithelialcells_UPP1	0.074508971592867	0.585232360447389	-0.195520718635179	0.148704544535383	0.119929951004443	0.378634401080861	0.166447997075962	0.220174705608738	0.179367825539544	0.185918991218051	-0.208708839302052	0.122670165697577	-0.301949601648957	0.0237162437150972	-0.265926053843906	0.0475966542609073	0.455799890386469	0.000415308588871882	0.153772961539257	0.257835011129155
Epithelialcells_KDELR3	0.125529999906839	0.35660843266945	-0.133083808792217	0.328171128119253	0.0864671404874947	0.526305836729084	0.219710001707365	0.103731761035124	0.105855362816843	0.437472807857613	-0.0452015819316366	0.740797358279376	-0.251549459148557	0.0614612395427097	-0.252680965058394	0.0602638371527383	0.229985619702049	0.0881611704182854	0.0385749902368283	0.777741776118161
Epithelialcells_FGFBP1	0.0435306977865212	0.750061869562664	-0.0281588103438784	0.836783609302567	0.0333339737610459	0.807315860422743	0.0233586055283844	0.86431769127252	0.210473989712112	0.119466397480722	-0.242869618105103	0.071295918558782	-0.264655537547991	0.0487085467327483	0.0359567976608577	0.792479481128295	-0.001074095632596	0.99373147962165	-0.0441745080912389	0.746487917940844
Epithelialcells_GNG4	-0.127811937200176	0.347863041298488	-0.173061163503436	0.202128384366976	0.0840614040389015	0.537919810829578	-0.297483153003395	0.0259723341873409	0.00170344548798193	0.990058686895217	0.109387379121842	0.422246419694903	0.213576874459512	0.11398959360368	-0.135730631953937	0.318555036139853	-0.293327798226926	0.0282305821702658	-0.0564840220296092	0.6792515705671
Epithelialcells_CEACAM8	-0.187764221304047	0.165817748470294	-0.300729422853697	0.0243155279282009	0.359946906547368	0.00643343674697302	-0.449748986871273	0.000506078219429391	0.0551212211369996	0.686585572963715	0.0476110555762576	0.727501989076347	0.330821742529161	0.0127611888618265	-0.141286597984945	0.298959636544301	-0.333599119439032	0.0119861424997451	0.018752713899452	0.890889031436343
Epithelialcells_CYP2B6	-0.207047442641107	0.125744820055027	-0.0574964995232847	0.673821852755401	0.0437043100124266	0.749097587636585	-0.31294184219059	0.0188571337115147	-0.228191000658278	0.0907397768855412	0.114089475139136	0.402452082564665	0.457714939328617	0.000389824648136335	0.0035478173283699	0.979296664971635	-0.29752295497981	0.0259514602372997	-0.141519198016051	0.298156712762603
Epithelialcells_IRF7	0.255095818419644	0.0577711878250411	0.17983037070197	0.184768044283864	-0.0236291172627751	0.862761445463348	0.216741985032591	0.108603030123494	-0.0558778470319459	0.68251014744406	-0.30849046535614	0.0207118862814638	-0.291894904738981	0.0290464606378603	0.0167481478385479	0.902492418329914	0.300415187651762	0.0244719118729698	0.291056108571872	0.0295331508404553
Epithelialcells_NEU1	-0.147774664052108	0.277088398011403	-0.22711275228454	0.0923171838921534	0.607175408867081	6.99953114199701e-07	-0.606720628776745	7.17159269095372e-07	0.181332776761849	0.181064989404983	-0.0454876949090404	0.739214569964024	-0.00862376165043866	0.949702855832123	-0.194347577205113	0.151205108391228	-0.382491383817984	0.00362289004783052	-0.0638075715404433	0.640357376224906
Epithelialcells_TSPAN6	-0.13290754680063	0.328817931840829	-0.0492848310015484	0.718312606699574	0.147999987781568	0.276348389357777	-0.367922214505477	0.0052746327742355	-0.0260433936855759	0.848895776787697	0.240752437894184	0.0738755107572811	0.286990185056218	0.0319899329551515	-0.0308917900390183	0.821191373580692	-0.302415813359776	0.0234905780693008	-0.0905101662323154	0.507072298897359
Epithelialcells_AZGP1	-0.208236498031525	0.123538434228226	-0.330707559291927	0.0127939540147284	0.518153360380359	4.30770326562761e-05	-0.54132505849733	1.64806611893973e-05	0.0113144224121447	0.934040526638148	0.0989361837180828	0.468173116191804	0.0936022411632276	0.492608775559574	-0.282642230388855	0.0348031481625606	-0.33106209264772	0.0126924555720201	0.0059665501725886	0.96518905985997
Epithelialcells_SLC19A2	-0.396584487942754	0.0024783344754002	-0.288917633569066	0.0308048690549794	0.251946322025988	0.0610391033809678	-0.252948742258633	0.059983233437037	-0.479316464449729	0.000185879896196239	0.497751184925436	9.49169731458604e-05	0.0954633802832996	0.484007902571702	-0.300643561308977	0.024358174427545	-0.235036717569178	0.0812109996543726	-0.137548603224029	0.312055223567875
Epithelialcells_GRB7	0.00898024707094284	0.947626540890647	-0.193308830075063	0.153445080382231	0.347077696712375	0.00877418692031507	-0.595561230375674	1.28631798280395e-06	0.0234117598612301	0.864011855429633	-0.00234013709316136	0.986343257440895	0.389808686668525	0.00298076259070546	-0.0290358255713786	0.831772951964908	-0.374546489035315	0.00445576783121361	0.0431690780018532	0.752071606048748
Epithelialcells_GALNT10	0.20348524574122	0.132533413586767	0.00501234278446322	0.970753584692368	-0.25084936392138	0.0622116435365093	0.248298276160973	0.0650085906028514	0.277057657417571	0.0387147369151951	-0.204379705362077	0.130803433723484	-0.342098938086773	0.00986083929780343	-0.11234199026178	0.409744458157689	0.307314770596182	0.0212268007649266	0.0816537409674675	0.549666885714893
Epithelialcells_LYPLA1	-0.345910299257103	0.00901918220504066	-0.330374482282384	0.0128899448823802	0.342714233834122	0.00972052808399131	-0.366978640978338	0.00540141806630856	-0.332281678892046	0.0123485746332874	0.424964277345052	0.00109592706503951	0.223648916282968	0.0975296836339618	-0.315233581813911	0.0179586036678661	-0.322454310129287	0.0153620184929521	-0.104982950654862	0.441280474496148
Epithelialcells_C9orf3	0.150720348266472	0.267517545919073	-0.0108289270915588	0.936864931972596	-0.155104909454908	0.253685197805891	0.395504903721986	0.0025529623286877	-0.340260127910701	0.010290660114119	0.254193397348825	0.0586927504577804	-0.253347110452814	0.0595677328113792	-0.156404566207291	0.249679781376337	0.440551990432383	0.000678739126933436	0.18074373298676	0.182510400347103
Epithelialcells_PRMT3	-0.259793946376879	0.0531604868687209	-0.425939339611839	0.00106427341500923	0.330167802795315	0.0129498195040755	-0.522234964265628	3.65545392153846e-05	-0.360331167116244	0.00637288241411953	0.465241448959989	0.00030283760963845	0.234954673761856	0.0813203284697872	-0.368034426538955	0.00525973035038945	-0.3492064493571	0.00834228593448727	0.00791848169007875	0.953811655871421
Epithelialcells_MTCL1	0.106314644220157	0.435475669664883	-0.114294283888172	0.401602382354426	-0.241152869007844	0.0733820181841413	0.247041516136603	0.0664230612318782	-0.263562736413953	0.0496817832588121	0.260792541835978	0.0522200498839504	-0.0687158359515308	0.614809771941776	-0.267292638328187	0.0464239248666279	0.314213350809928	0.0183540039621165	0.293151872828669	0.0283297075014969
Epithelialcells_KAZN	-0.114840689751127	0.399340607312246	0.183920339397914	0.174813349769399	-0.233287199346735	0.0835676060994706	0.375236672706566	0.00437725987434508	0.062391413628073	0.647807930992012	-0.116979715498936	0.390558325759423	-0.095535723641675	0.48367518874253	0.175876820489988	0.19477208911066	0.0929538454259031	0.495623794775622	-0.244554019876857	0.0692953096714226
Epithelialcells_MUC1	0.0687631581688026	0.614565591625943	0.266784792633063	0.04685693981952	-0.240770644491606	0.0738530158188692	0.404678073960827	0.00197788432734575	0.0918400423681932	0.500825206672549	-0.106161927246425	0.436139175829734	-0.150404693192287	0.268532442802552	0.22375140682433	0.0973722391028613	0.115085797735668	0.398328440283192	0.00749804379761531	0.956261605630432
Epithelialcells_GPR161	0.16187645824437	0.233288233917415	0.155676502904018	0.251918278886046	-0.4147041797308	0.00148405635826538	0.458111667034035	0.000384726259705978	0.11283487059569	0.407679942805816	-0.146559411752835	0.281102141421337	-0.422258244106228	0.00118825272752917	0.0709741164403494	0.603203798943502	0.427801184191278	0.00100610550122961	0.0461297438350919	0.735666644692246
Epithelialcells_MUC5AC	-0.182288281820951	0.178737941482713	-0.0886636414185276	0.515811853540669	0.138611352265875	0.308295198984174	0.00766044443878994	0.955315225788229	-0.0469475208977515	0.731155587799271	0.0278039383996	0.838812943798234	-0.140458968268518	0.301827937020393	-0.126619917693811	0.352414721130083	0.0352149740714362	0.796668557490169	-0.192040685441623	0.156212858189227
Epithelialcells_TOX3	-0.306828993559391	0.0214426962317098	-0.183613712766245	0.175545880911623	-0.0494002379564801	0.717680437621703	-0.11819427973579	0.385622830695747	-0.332403876906036	0.012314565288177	0.556516167993797	8.43773343938013e-06	0.231667125054976	0.0857975353492526	-0.245161070206686	0.0685853820589832	-0.435281437538851	0.000800141824274757	-0.189291561418999	0.16233901256671
Epithelialcells_MST4	-0.112575209418192	0.408766826939138	-0.278014318528765	0.0380200151371115	0.0816881147357985	0.549498314144116	-0.324546472009912	0.0146725312704371	-0.305462189327729	0.0220601426884171	0.480613158537467	0.000177516554942796	0.262561600941925	0.0505872387310094	-0.249688215098668	0.063472457411769	-0.11537822455737	0.397122838334203	0.0963298925182727	0.480030675347867
Epithelialcells_PARP12	0.265679844766345	0.0478104888105005	0.014617369322476	0.914848563724604	-0.00768791061780093	0.955155174320886	0.156188026000074	0.250344138104699	-0.0166687992012706	0.902952159221519	0.0890773499927668	0.513847201201347	-0.399208124187096	0.0023049951090425	-0.134414784776608	0.323312955923573	0.426647167246951	0.00104181246200343	0.371300183522013	0.00484190126576434
Epithelialcells_MOSPD1	-0.233117335419453	0.0837992501483501	-0.287702687476483	0.0315475117801895	0.0624400845679086	0.647551292934551	-0.204610393140521	0.130360032752312	-0.302512054794669	0.0234442194723789	0.518860627983871	4.18750514993908e-05	0.175230338847805	0.196443985497827	-0.353692098065828	0.0074922868446684	-0.0119131685593705	0.930558390821236	-0.00762316145100469	0.95553248476065
Epithelialcells_ASRGL1	0.0138975422133316	0.919027431253087	0.154858915872436	0.254448191791801	0.0998633567539471	0.463993206538158	0.187969225255565	0.165347682000237	0.238638224209045	0.0765249419779662	-0.126717712519263	0.352039921979491	-0.230040770465473	0.0880828459686885	0.116420098648113	0.392844876186231	0.147868749658526	0.276779242457377	-0.119246193012453	0.381378358863174
Epithelialcells_USP18	0.26993668573063	0.0442220555968954	-0.0893486351353844	0.51256095816419	-0.103769655283985	0.446606477160705	-0.0370575136349511	0.786274486760439	-0.127397112436909	0.349442894196516	0.0597426236161484	0.661835462018591	-0.0758536464757738	0.578460025695254	-0.166381784390855	0.220360891051599	0.275437296983337	0.039915330737783	0.458085252036504	0.000385063830739201
Epithelialcells_RNF128	-0.351469776332816	0.00790346790310584	-0.326592649965151	0.0140240112548166	0.189375648884221	0.162149057853561	-0.406753338149399	0.00186505337299922	-0.28793741591865	0.0314028811127513	0.388335795688508	0.003101237902232	0.250656103199905	0.0624200841980198	-0.281630968517908	0.0354860721828719	-0.456563113109406	0.00040497638980704	-0.284695967674708	0.0334497612069434
Epithelialcells_PXMP4	-0.163040487814466	0.229899249058702	-0.329788202351193	0.0130604119391694	0.374992138364421	0.00440493500789977	-0.552686048328709	1.00201916079544e-05	-0.109081854120128	0.423551473875939	0.190626599469304	0.159342368133126	0.308945804007063	0.0205153262265041	-0.238588891627544	0.0765876503411285	-0.364337555545135	0.00577061642760102	0.0458910974021038	0.736984755811759
Epithelialcells_CEP72	-0.0908306592308227	0.505563153341624	-0.471878847032597	0.000241205050669441	0.257703581544228	0.0551736390528318	-0.473333399776522	0.000229329492935024	-0.145891540150772	0.283324243020264	0.279962373818605	0.0366371786025254	-0.00304531235033805	0.982228529193078	-0.407749660567181	0.00181295392325324	-0.141199891704934	0.299259300860069	0.190379083565577	0.159894851851725
Epithelialcells_RNF39	-0.264103366144258	0.0491983419118378	-0.132408185222632	0.330654725880502	0.301870184068651	0.0237548666957802	-0.287701622433809	0.0315481692817972	0.0333403159186909	0.807279901445272	-0.00562858467573143	0.967159753669351	0.406952863380948	0.00185451408949441	-0.0309819519730304	0.820678113676075	-0.261813077404263	0.0512729659916383	-0.122551162666728	0.368225239588253
Epithelialcells_FAM122B	-0.183666626031142	0.17541931248644	-0.192556425702536	0.1550828267672	0.076115218758065	0.577146812351527	-0.23474998937011	0.0815935901018198	-0.318820767334764	0.0166254071477167	0.431144695866444	0.000908781700065812	0.265965050225447	0.0475628573820144	-0.158678017513829	0.242776962736447	-0.243743301459254	0.070252554759246	0.0323533887501367	0.812880331116836
Epithelialcells_ANKH	-0.23753050009394	0.0779428424929595	-0.110587685292101	0.417141523551407	-0.0745280956316029	0.58513579347755	-0.235825630435157	0.0801656288424647	-0.297985935204286	0.0257096863721075	0.466008931268241	0.000295042984210945	0.0913169560578695	0.503277663960694	-0.0701424972602463	0.607466597550971	-0.155656337585462	0.251980471953988	-0.194445733934403	0.150994700347022
Epithelialcells_FKBP5	0.0381083235827987	0.780363102696332	0.131803488875693	0.332887590870031	-0.358313718440827	0.00669645303665613	0.424408011537463	0.00111436181451231	-0.0124400285500381	0.927495390366907	-0.0222799402709879	0.870528251012946	-0.168882370476407	0.213405426966882	0.0104135000060787	0.939282324611275	0.348091720729505	0.008566089600734	-0.0293692719235807	0.829869601348542
Epithelialcells_ELOVL7	-0.0790785774108335	0.562365631651668	-0.0337809059978824	0.804782801933765	-0.343332195056081	0.00958135280615692	0.119932062772894	0.37862594477967	0.0218718965798669	0.87287966263967	0.321279542142958	0.0157611855476915	0.0536735273352773	0.694407956034193	-0.0235098638331204	0.863447443392344	-0.130467118144708	0.337855659652176	-0.0386800614323925	0.777151915507315
Epithelialcells_S100A16	0.0544912434572703	0.689985606710776	-0.0548502596239889	0.688047220700076	0.184469628395668	0.173506646867166	0.0780680094087594	0.567386319520439	0.284832019890389	0.0333616719392943	-0.275810975069961	0.0396357683855005	-0.526713557407355	3.04537914144698e-05	-0.0800220384581167	0.557697250193891	0.275599244172913	0.039793973107219	0.119852464210695	0.378944764968732
Epithelialcells_EPB41L5	-0.217170958550788	0.107888300371546	-0.264168693884358	0.0491401852931038	0.356086757153702	0.00707020489769917	-0.523986739542043	3.40452628720849e-05	-0.232305637287035	0.0849131491899496	0.393504045430466	0.00269657128463972	0.148523174537292	0.274635193301806	-0.261480459083537	0.051580097131161	-0.349816753959324	0.00822192208261473	0.00810680514558623	0.952714405240057
Epithelialcells_PDZD8	-0.207245155525334	0.125375894666902	-0.110927665244938	0.415702044478245	-0.0291363886390931	0.831198824748722	-0.0730383303819267	0.592679824395869	-0.293802833428202	0.0279643730854005	0.389445678802719	0.00301006303750126	0.256306056239534	0.0565536659003434	-0.0562170734088693	0.680685876062282	-0.33824978888141	0.0107790267160394	-0.188617715553366	0.163867136469806
Epithelialcells_PARD6B	-0.322317976832988	0.0154078942490287	-0.344392374255838	0.00934660231065953	0.296488718939217	0.0264984575947112	-0.395360466558123	0.00256309672798504	-0.321456941240664	0.0157003458357752	0.464097773916074	0.000314800879413426	0.0700059771249689	0.608167633057552	-0.356117883407164	0.00706485807740268	-0.30825669030637	0.0208134203312665	-0.036223273151336	0.790976108018666
Epithelialcells_SLC19A3	-0.0156219503758012	0.909020438649067	0.0904479667782795	0.507365451559369	-0.0904429626940227	0.507389040101362	-0.269569585724745	0.0445225421827247	0.0240180646225413	0.86052475146844	0.26733559545031	0.0463874481174223	0.214973154220296	0.111588662125152	0.098045553977009	0.472207287652983	-0.349400729544879	0.00830380501476323	-0.131210610979408	0.335085978416712
Epithelialcells_CELSR3	-0.0316584061911484	0.816829694186696	-0.341244376123681	0.0100586196361749	0.239402573703262	0.0755585398799331	-0.587215558660623	1.96310470363597e-06	-0.105986566707792	0.436901759081534	0.179293276793659	0.186104971106106	0.334646733415524	0.011704517301864	-0.264746906583257	0.0486278842029616	-0.374118527762287	0.0045050685208899	0.216945209936755	0.108263976579478
Myeloids_CLEC12A	0.201253644296187	0.136924592833749	0.132758692604389	0.329364786148186	-0.321408572456224	0.0157169141589378	0.616465829967366	4.22631185965292e-07	-0.0989951242361441	0.467906796987463	-0.267076287025036	0.0466079949855327	-0.178931228259002	0.187010089479063	-0.00883608166614626	0.948466177527766	0.602718249490368	8.86602587042148e-07	0.182091125511656	0.17921631877027
Myeloids_WARS	0.567604491491183	5.06770953129161e-06	0.0316384831078664	0.81694297785951	-0.050423795085606	0.71208192478304	-0.0673021673833488	0.622123267261429	0.261814350162332	0.0512717936237728	-0.289116387325152	0.0306847792191409	-0.185243493347905	0.17167775826857	0.0041012456136028	0.976068004826835	0.273415937320818	0.0414559076188795	0.716780985002676	5.1986484949027e-10
Myeloids_CKAP4	0.076081049074318	0.577318282363803	-0.108298314568308	0.426908838875505	-0.0319325917008055	0.815271040077024	0.291153168798959	0.029476487686034	0.0370300404419152	0.78642920091584	0.126196132912383	0.354041713150607	-0.433619360549176	0.000842299220030226	-0.210465134464574	0.119482309256967	0.304045469727128	0.0227159341191675	0.0514810271597967	0.706315018230925
Myeloids_LGALS1	0.25715999802831	0.0557071385029653	0.121619122048295	0.371906483157264	-0.185126869560864	0.171952476196012	0.471502835836104	0.00024436479819603	-0.093585095409801	0.49268837955534	-0.022376118234553	0.869974172579614	-0.367052151755553	0.00539144547883182	0.0143580511061022	0.91635374601536	0.579124996361487	2.9248437175946e-06	0.28214902610747	0.0351348430834631
Myeloids_EMP1	0.0639954036204281	0.639371792718872	-0.185497215589046	0.171081195565278	-0.0953244335166306	0.484647269894508	0.212372918059895	0.116091384509065	-0.202403603659542	0.134648361543746	0.0674859322989725	0.621170501908988	-0.267246992124974	0.0464627107426094	-0.260481445612676	0.0525115664958141	0.348185263822029	0.00854711056247172	0.171171775029974	0.207173717104992
Myeloids_COL6A3	0.157248057241924	0.247103327462705	-0.0415052850833232	0.761339169900304	-0.286556197484028	0.0322619371759966	0.484180108660394	0.000156252614050384	-0.139160768729969	0.306362823945877	-0.0583741537100918	0.669128480084741	-0.341825740598232	0.00992369889674245	-0.14506880352089	0.286077457545981	0.603361576624564	8.57053382129329e-07	0.297529002605935	0.0259482898235445
