id	S01_Fib	p.value_S01_Fib	S02_Fib	p.value_S02_Fib	S03_Fib	p.value_S03_Fib	S04_Fib	p.value_S04_Fib	S05_Fib	p.value_S05_Fib	S06_Fib	p.value_S06_Fib	S07_Fib	p.value_S07_Fib	S08_Fib	p.value_S08_Fib	S01_End	p.value_S01_End	S02_End	p.value_S02_End	S03_End	p.value_S03_End	S04_End	p.value_S04_End	S05_End	p.value_S05_End
Bcells_ITLN1	-0.27392273232177	0.0410651320103449	0.601119818206767	9.64197823400493e-07	-0.0793200031117906	0.561169277933234	0.290811240600034	0.0296765079345692	-0.124714758582533	0.359765154579701	-0.50327302704066	7.70237796796374e-05	0.388228395027719	0.00311018918494416	-0.528647116148072	2.81227264198376e-05	0.620232848588076	3.42837761975862e-07	0.272556170730949	0.0421258467591794	0.244706871198476	0.0691160044253216	-0.459605435121992	0.000366068218845625	-0.409652053627947	0.00171707120751818
Bcells_FKBP5	-0.120458808619332	0.376520190319549	0.384235882309236	0.00345961294041584	0.233748042664759	0.0829416902001629	-0.0320864636604195	0.814396639524444	-0.240560689225951	0.0741127541948679	-0.149134524634195	0.272642252477322	0.474196991392458	0.000222533522001631	-0.144789307969351	0.28701674866706	0.284005877368716	0.0338995548149613	0.460756044908678	0.000352261072790003	0.223134490682839	0.0983229260143694	-0.42463720964396	0.00110673266780087	-0.2773947128652	0.0384687828681785
Bcells_PARM1	-0.305096437662048	0.0222278952501059	0.674878181319038	1.17074148571592e-08	-0.134389283376961	0.323405607810653	0.382123447471722	0.00365818421288751	-0.155388334321333	0.252808025003859	-0.487984803076209	0.000136159403128875	0.360762480529206	0.00630550738234101	-0.57753674773309	3.15902234453402e-06	0.714292782923289	6.35131249585275e-10	0.330894496756252	0.0127403495227881	0.166784877826191	0.219229119165722	-0.513431360356872	5.19526154495141e-05	-0.434159829266913	0.000828376031682074
Bcells_EMB	-0.347962401563824	0.0085923875649175	0.392537397839898	0.00276848646094139	0.0431452773420663	0.752203937975295	0.28059941604275	0.0361941092594968	-0.0718501323635467	0.598727628678318	-0.456746293964213	0.000402531537024098	0.441434514597818	0.000660121812143327	-0.431017526193171	0.000912322405961928	0.344110018750069	0.00940863056848801	0.376306504876801	0.00425797436025345	0.263131525715214	0.050070149643658	-0.462230997831045	0.000335254347857433	-0.464999659931377	0.000305331773312165
Bcells_LINC00261	-0.285230847590994	0.0331045551143414	0.635613829215473	1.41676556456033e-07	-0.0964671924825467	0.479402072233796	0.295564721349097	0.0269953061370063	-0.0765531746630496	0.574951133646023	-0.471263574522458	0.000246394982097664	0.346537697400106	0.00888678586340947	-0.564366701908275	5.89240203914998e-06	0.636741331982549	1.32534842616325e-07	0.214016635445552	0.113229189758231	0.207529573331702	0.124846619664146	-0.374572868089055	0.00445274459529502	-0.382660739932291	0.00360674599883014
Bcells_FRMD3	-0.354236864065765	0.00739438435106765	0.638892799034366	1.16607868050816e-07	-0.0998741378997017	0.463944721737291	0.350967725803186	0.00799903277205829	-0.223503371555101	0.0977536071030608	-0.551083717571003	1.07605256845128e-05	0.317436222406499	0.0171296158461248	-0.57770536175922	3.13335683279561e-06	0.657502266468501	3.69138884274272e-08	0.298479354819824	0.0254541035330527	0.1286843631642	0.344554853939616	-0.487450797583303	0.000138829043427499	-0.425961683136206	0.00106355780468594
Bcells_FFAR4	-0.208682010303156	0.122719358926685	0.590742080872462	1.6443394898095e-06	-0.0895417504587968	0.511646336282606	0.235225690471973	0.0809596218048546	-0.155939719324714	0.251107431415571	-0.407396073902536	0.00183129289944395	0.323373541527697	0.015055739100556	-0.497737890354549	9.49643126277568e-05	0.628680423855001	2.12271090286424e-07	0.282587342426374	0.0348399329963578	0.156592038088342	0.249105575602058	-0.443005279267919	0.000628123521593689	-0.311792970253989	0.0193217701377754
Bcells_LOC643733	-0.273451497546412	0.0414283886507398	0.485371450988677	0.000149687022682514	-0.00741553196873609	0.956742461327114	0.305135968132276	0.0222097127351943	-0.0398341656123951	0.770681159000141	-0.362324975680842	0.00606661963277734	0.520018927581362	3.99731340959222e-05	-0.323865606924867	0.0148939459987867	0.483102470649471	0.000162417294500742	0.298447098471033	0.025470746246244	0.380321972465983	0.00383541185854041	-0.440246113323579	0.00068530160092484	-0.362917215981577	0.00597816521698961
Bcells_DENND2A	-0.131086210660775	0.335548405063089	0.532975105757563	2.34896256474286e-05	-0.21988385710364	0.10345174066824	0.36046407669131	0.00635205395664262	-0.0355626459991596	0.794704538050076	-0.254993429171153	0.0578751573121156	0.310479818615022	0.0198647179484907	-0.559022976093123	7.53120691921789e-06	0.619441701191628	3.58321529849485e-07	0.127402997739222	0.34942044921426	0.183817621494266	0.175058495464546	-0.260305988603225	0.0526765629438263	-0.262500258448583	0.0506431526107816
Epithelialcells_GAMT	0.631120158622888	1.84330256127754e-07	-0.364553283874458	0.00573965161267936	-0.282632339912536	0.0348097741837239	-0.620031713852213	3.46713637774389e-07	0.406895785022792	0.00185752362903565	0.727760087359317	2.09340313742385e-10	-0.230907684402368	0.0868588168743226	0.286513401946411	0.0322888635320724	-0.243906719320978	0.0700587575739608	-0.623115491534396	2.91566350683404e-07	0.1527708965846	0.260987039820507	0.614075110577102	4.81968801313386e-07	0.70263146365632	1.57978342796038e-09
Epithelialcells_KCNH8	0.0155008917772155	0.909722519888075	-0.368065917957093	0.00525555475021151	0.0146542076135635	0.914634764116624	0.0218019730732442	0.873282717255297	0.156125623198833	0.250535815653216	0.0717202444472523	0.599390390597426	-0.170994328328946	0.207652083843114	0.267293178178154	0.0464234663111323	-0.425943024049508	0.00106415538137975	-0.0462302836751466	0.735111561104888	-0.163931203415676	0.227329089230315	0.184972247263765	0.172317195785137	0.0317088365604241	0.816542961148805
Epithelialcells_LOC284926	0.183914650480452	0.174826920374741	0.439355089822805	0.000704746042745916	0.242031251537306	0.0723086753021668	-0.298904943284243	0.0252353753109255	0.137312352721792	0.312895055513929	0.0163954766552129	0.904536013636669	0.407967820892236	0.00180172088588017	-0.0617732885762464	0.651070786887939	0.341843101630239	0.00991969402682134	0.230374095818444	0.0876106214421292	0.456785676302702	0.000402007667173715	-0.229758743899889	0.0884839508731835	0.0857229492110783	0.529885161884589
Epithelialcells_FAM201A	0.16821633317907	0.215242798966283	-0.225383214245752	0.0948919879841219	-0.0450238074220466	0.741781351726898	0.0240335778088859	0.860435563234569	-0.0315808045122964	0.81727096225958	0.149966705782478	0.269944915473783	-0.236923020865132	0.0787292038776403	0.130405479075476	0.338085919081497	-0.192198075726081	0.155867360799371	0.0042610890503579	0.97513555856113	-0.238597245069932	0.0765770291268193	0.11820242151567	0.385589871288077	0.135949185623324	0.31776911475442
Epithelialcells_FAM111B	0.141961547260272	0.296633611354707	-0.571558615853412	4.2062765425236e-06	-0.206608477150941	0.12656685221084	0.197902557071134	0.14372224212159	-0.118148160930482	0.385809559590239	0.30410881923284	0.0226862623359907	-0.464496143883222	0.000310585850805095	0.0736546915481769	0.589553373524337	-0.512398607765685	5.41056317418034e-05	-0.262213886833657	0.050904847374939	-0.463821876140671	0.000317750490561536	0.402232792167366	0.00211861653334117	0.241982128330069	0.0723683699170173
Epithelialcells_LOC283177	0.180902513217814	0.182119965330635	-0.222060483125531	0.0999951753004006	-0.13483211345588	0.321799103732565	-0.245563554372246	0.0681178999048657	0.223035510381157	0.0984761261072572	0.273946889665793	0.0410465809411215	-0.243937475412229	0.0700223316555445	-0.0233920976701224	0.864124984123655	-0.108364985360066	0.42662257779752	-0.279157294164322	0.0372035337576309	-0.126691282274398	0.352141191827458	0.3502549719473	0.00813643114904322	0.302511092371964	0.0234446826801166
Epithelialcells_LOC728613	-0.154197754733155	0.256506587336533	-0.278774847366359	0.0374751031314474	-0.155064696422647	0.253809819898363	0.381609154092817	0.00370802663994036	-0.1485882902622	0.274422463613382	-0.0684610770009531	0.616125027948907	-0.191974390873627	0.156358554470136	-0.0980618990359286	0.472133084279343	-0.246877105973415	0.0666099116254204	0.00584480903010884	0.965898915383901	-0.335822965659702	0.0113951311954443	0.0751343008002866	0.582078492899371	-0.110525879064649	0.417403518295658
Epithelialcells_UPP1	0.127429204901799	0.349320512846388	0.165420888603411	0.223075222983488	0.293311015501878	0.0282400258631712	-0.19728195676206	0.145008254526027	0.0109671205960529	0.936060900791864	0.0958956376546384	0.482021705024742	0.196126671684857	0.147425031040366	0.155320266798021	0.253018499827559	0.05668141171474	0.678191727773936	0.22567918608898	0.0944474460412284	0.209491658608979	0.121241382867668	-0.13273135305481	0.329465287254147	0.047694612323017	0.727042327942848
Epithelialcells_KDELR3	-0.0197784909286471	0.884959961091702	0.209640140563216	0.120971810480241	0.00255818915302504	0.985070871532936	0.0480586181086198	0.725040980451579	-0.233685925881162	0.0830258410929295	-0.158855421182786	0.242243857460787	0.15995225660952	0.238965594398875	-0.108377817839374	0.426567492101807	0.127405116836917	0.349412367755439	0.144005930038235	0.289660191879583	0.143707844439343	0.290670228132265	-0.227198057026952	0.0921916142010515	-0.124280046491798	0.361455367423924
Epithelialcells_FGFBP1	0.166826777458651	0.219111710056831	0.152929795189321	0.260485498873422	-0.226310398126864	0.0935048023016792	-0.0718867123450743	0.598541035149999	-0.0919408538846873	0.500353266821523	-0.00633304048900891	0.96305227029971	0.00842006475260499	0.950889418679596	-0.089558661972698	0.511566280372839	0.217054700898987	0.10808164336005	-0.100949430098951	0.459122733598985	0.0196247445042028	0.885848236597945	-0.0751392493977348	0.582053565297811	0.149407670109209	0.271754941317969
Epithelialcells_GNG4	0.263550148151745	0.049693085879991	-0.362821359648549	0.00599240484628493	-0.0819822195110749	0.548057015617361	-0.164283207818904	0.226318889824411	0.0118434060222011	0.930964044484214	0.322077132341884	0.0154892240946235	-0.328319267611397	0.0134960519491987	0.439310757040296	0.00070572638023134	-0.36241817207737	0.00605262472800815	-0.122350548622332	0.369015729080721	-0.236277162303032	0.0795721124989268	0.241275591185205	0.0732313007364501	0.270331727449647	0.0439005577678854
Epithelialcells_CEACAM8	0.320438100429269	0.0160525134495529	-0.522693667316898	3.58815010941186e-05	-0.215732934621182	0.110298599587074	-0.18586472341326	0.170219772686091	0.184360076502335	0.173766691749142	0.431873683927522	0.00088872264008212	-0.444253482565102	0.000603703294757621	0.295367964571463	0.0271021085704818	-0.501083453885284	8.37112284739193e-05	-0.345041821265951	0.00920527483976808	-0.230880787263157	0.0868965923058571	0.463399079546882	0.000322319387049381	0.4463138199477	0.000565266527790142
Epithelialcells_CYP2B6	0.0203713751871366	0.881535876059915	-0.442541529620472	0.000637421572542352	-0.131450383040252	0.334195812829791	0.00644647327508029	0.962390961983269	-0.093140499914599	0.494754877237231	0.0971813173788279	0.476139632788525	-0.321553810709051	0.015667208898132	0.219824793096467	0.103546806600128	-0.420950762388046	0.0012353154751968	-0.1684090525659	0.21471001611595	-0.303509120047516	0.0229684665566353	0.218779702999644	0.105240105788028	0.139780681621006	0.304191890779454
Epithelialcells_IRF7	-0.054634951120183	0.689209467801263	0.182890224752723	0.177283108759832	0.292568558827803	0.0286604637422426	-0.308230730140979	0.0208247214116792	0.0324989394398798	0.812053795153101	-0.087088885250522	0.523324674499413	0.349918789504676	0.0082019467502531	0.20166008686326	0.136116806588372	0.067975471914642	0.618635402258667	0.281550497155776	0.0355408899320528	0.342936007394254	0.00967038082605952	-0.285524424281022	0.0329163466213537	-0.0581968583872969	0.670075585595251
Epithelialcells_NEU1	0.471869607442659	0.000241282245596068	-0.523438301341059	3.48132224206672e-05	-0.311812183468604	0.0193139205647085	-0.281232848127187	0.0357579610389561	0.436804965095966	0.000763180068327064	0.581664645891142	2.58373653635174e-06	-0.412560532164582	0.00157922563738587	0.51437484811039	5.00549218510523e-05	-0.503707874884347	7.57555356357923e-05	-0.485295137043632	0.000150099908716054	-0.115752035329173	0.395584830027443	0.531365674671668	2.51231538279431e-05	0.552860699304681	9.94241889875757e-06
Epithelialcells_TSPAN6	0.129679346821485	0.340805835199634	-0.237024963431364	0.0785968064129645	-0.407179346137571	0.00184261531195028	0.205124710459332	0.129375554083981	0.212086385670719	0.116595927428512	0.242876088605208	0.0712881462900018	-0.254847941421928	0.058023150357385	0.0478905042086136	0.725965064922832	-0.180359646864665	0.183457348055591	-0.246128143373108	0.0674664292257323	-0.240204261739149	0.0745553562347853	0.297689060594757	0.0258644990642057	0.152508645028118	0.261816218492956
Epithelialcells_AZGP1	0.254482446924414	0.0583962872428062	-0.623038372564655	2.92838902062538e-07	-0.0957084049331185	0.48288149924421	-0.236135431039494	0.0797580362122338	0.230396546525919	0.0875788868412895	0.409560985625543	0.00172155574956539	-0.489108557257628	0.000130694271450278	0.614606431398795	4.68143700173323e-07	-0.646627894411832	7.29817345078764e-08	-0.307681546063615	0.0210650151943007	-0.259379905973327	0.0535544244419798	0.466774161209547	0.00028745342836934	0.39586610226903	0.00252777461662976
Epithelialcells_SLC19A2	-0.192269936463501	0.155709802257814	-0.463730564376484	0.000318732222635873	0.00526920588877398	0.969255523051501	0.238108331431	0.0772006395724899	-0.053877963036828	0.693301377412818	0.00833804727499896	0.951367211959399	-0.429959878451886	0.000942254497127493	0.245303059324576	0.068420171157145	-0.546238019860264	1.3319545723711e-05	-0.00227390805724623	0.986729726530713	-0.476616414424349	0.000204460459646274	0.194035870379012	0.151874720245837	-0.0315536831773061	0.817425196164107
Epithelialcells_GRB7	0.329458812813441	0.013157032781541	-0.534098845044658	2.24078884664569e-05	-0.254073055370041	0.0588165365705988	-0.353513285304687	0.00752466742428108	0.441680525335851	0.000655014971762895	0.472912230620704	0.000232712032943976	-0.415296658001305	0.00145867482669041	0.46411158021555	0.00031465393327138	-0.443278000328058	0.000622712960080373	-0.580051923595743	2.79575605035305e-06	-0.154387754588955	0.255913912815486	0.630808563731193	1.87695789666769e-07	0.462667812051364	0.000330362970107325
Epithelialcells_GALNT10	-0.0319148488278378	0.815371881023102	0.392135996311866	0.00279884607013399	0.27132761118417	0.0430985792125986	0.00133821249309281	0.992190112584737	-0.0590821148234398	0.665351686254861	-0.220551790030358	0.102381362223986	0.28644766379418	0.0323302615093686	-0.0854454881917804	0.531222731663244	0.364864232198629	0.00569527548793123	0.28000998298935	0.0366039114210783	0.263174290362664	0.0500315238747469	-0.324567510668914	0.0146657347308262	-0.199307155364773	0.140843042155879
Epithelialcells_LYPLA1	0.0085276919210895	0.950262462059013	-0.546866870196507	1.29582447532749e-05	-0.119019406940574	0.382291076503331	0.179818175359855	0.184798323919022	0.0266829532145562	0.845230081044945	0.248543154133722	0.0647358145402125	-0.494169165036664	0.000108484682430894	0.170678865819191	0.208504439801496	-0.533778388097934	2.27115762384818e-05	-0.171568844928599	0.206106099484192	-0.485230028848208	0.000150452990757116	0.388803089484361	0.00306255654651035	0.181007157718215	0.181862977549383
Epithelialcells_C9orf3	-0.45515574128263	0.000424214311612511	0.290931526568415	0.0296060144368827	0.40387833342402	0.00202296544071211	0.34041647582306	0.0102534940322702	-0.251761766467857	0.0612351206827825	-0.502790834618227	7.84528891301857e-05	0.293820486696029	0.0279545208851438	-0.0824364052134492	0.545834793249859	0.116503766164531	0.392502516880637	0.534535229857677	2.20003743135602e-05	0.0850942520255698	0.532918336231631	-0.485124290957479	0.000151028026762253	-0.513343866675024	5.21319111979048e-05
Epithelialcells_PRMT3	0.0557557794500414	0.683167037223145	-0.655068050425348	4.31013776840656e-08	-0.143636231679325	0.29091322416663	0.151161025673448	0.266104967556095	0.00833013116708469	0.951413328192666	0.244208329256875	0.0697021982819354	-0.549376980967013	1.16046769590871e-05	0.323836008087308	0.0149036359620662	-0.638515920781892	1.19261139243635e-07	-0.259536906100057	0.0534047691993815	-0.54936572471609	1.16104426650773e-05	0.434498355542958	0.000819761153277038	0.183956138787267	0.174727969793988
Epithelialcells_MTCL1	-0.361704919249844	0.00616045405560035	0.141317395227349	0.298853245505767	0.339373355211828	0.0105036705863177	0.210449127910587	0.119511075134225	-0.210081640699122	0.120172949076353	-0.376590362095844	0.00422680934450213	0.116547184050827	0.39232492444281	-0.032022772470353	0.814758547095426	0.0155598077516176	0.909380827178895	0.409387587643507	0.00173012348422328	-0.0483579674105029	0.723396488275456	-0.298414123572727	0.0254877691525493	-0.442416805496989	0.000639943391992352
Epithelialcells_KAZN	-0.17639342678737	0.193443380684285	0.399471232003336	0.00228822193459138	0.0881568400455684	0.518223743848533	-0.194945749780724	0.149926234777921	0.175083935862545	0.196824019650718	-0.183196463590776	0.176546260201109	0.126951172073056	0.351146179251915	-0.0314976440908209	0.817743901612048	0.360868125934615	0.00628909991649574	0.170266227336897	0.209623074084491	0.158354364041545	0.243751618829445	-0.25433437742771	0.0585480030999704	-0.158525486677547	0.243235964635148
Epithelialcells_MUC1	-0.23824105462717	0.0770309545213219	0.523716336043413	3.44219246695543e-05	-0.096036341083565	0.48137611157921	0.166180792528368	0.22092673828591	-0.00335858633179049	0.98040070298578	-0.366545390972723	0.00546052286040241	0.254725732151321	0.0581477001148254	-0.412384540292246	0.00158727631007981	0.546051831598196	1.3428296393295e-05	0.15255849750941	0.261658460456118	0.188013323391146	0.165246694113723	-0.317747617624823	0.0170150932967995	-0.174102809104366	0.199384344253624
Epithelialcells_GPR161	-0.259541288974162	0.05340059624304	0.58580681225379	2.10586602170917e-06	0.365989539645154	0.00553718348149447	0.0281836734969928	0.83664146881262	0.00434283435613489	0.97465871022139	-0.412567115842694	0.00157892517992941	0.399023815773943	0.00231680989013427	-0.206923287441338	0.125976909148905	0.563186186693641	6.22293834764833e-06	0.446724186480262	0.000557880704057318	0.232972696759966	0.0839968924120909	-0.451959975552269	0.000471013157505507	-0.375216958383751	0.00437948534998199
Epithelialcells_MUC5AC	0.0433250749967771	0.751204436583277	0.0324193451080446	0.812505760829546	-0.00690446416132728	0.959721154881755	-0.0134218626858986	0.921790130471912	-0.138644943401896	0.308176829840584	-0.0882937512670747	0.517571619034532	-0.0929516915774997	0.495633826030794	0.123679591953377	0.363797949050748	-0.050608410918093	0.711073731951673	0.0623195445644043	0.648186965330111	-0.0138780840403262	0.919140423968763	-0.0522998052291101	0.701860025555776	0.0211940741484483	0.876788117834645
Epithelialcells_TOX3	-0.261069747082027	0.0519614006555273	-0.233862230527643	0.0827871727738456	-0.300420583013537	0.024469219659875	0.436268718995626	0.000776010279759916	-0.0114197052923186	0.933428140869163	-0.175353804576455	0.196123898343121	-0.389570630740807	0.00299994876357701	-0.21883849408786	0.105144286618474	-0.124253839169996	0.361557419039156	-0.0273291685925069	0.841529541707246	-0.564350112018313	5.89693180229326e-06	0.0643972954244505	0.637265084167594	-0.210574834146956	0.119285306393103
Epithelialcells_MST4	-0.13115724474334	0.335284304979017	-0.482758734696634	0.000164429927914665	-0.0309944372474522	0.820607045315395	0.323414868417236	0.0150420930289387	-0.239774282769498	0.0750920826106391	0.0121692993656852	0.929069198191248	-0.254354053264311	0.0585278244163023	0.175204485281183	0.196511058405249	-0.51731920384083	4.45354876674836e-05	0.0174216560262117	0.898591449805641	-0.381176722718103	0.00375039873167122	0.138915607042967	0.307224126120651	-0.0625673989515869	0.646880166748751
Epithelialcells_PARP12	-0.220713613969442	0.10212332882616	0.252254807451673	0.0607125876212883	0.291949916022514	0.0290147775476969	0.134099817237653	0.324458477233922	-0.136610659712508	0.315397979671108	-0.230784230222394	0.0870323071175751	0.340307946189346	0.0102792806930201	0.0805569369100595	0.555058663278454	0.114970053828934	0.398806214434853	0.342720514977302	0.0097191047038112	0.25654406301105	0.0563166864997237	-0.312144992634398	0.0191783802605765	-0.294924778273986	0.0273439753035077
Epithelialcells_MOSPD1	-0.148127709392133	0.275929507892423	-0.329460893817338	0.013156420431648	0.0402095280151453	0.768579916430199	0.31552280120475	0.0178478419288814	-0.0861912934124969	0.527631172464851	-0.0457242397643932	0.737906804479114	-0.232948952635133	0.0840293727101319	0.169829907879878	0.210810492695067	-0.377468406807441	0.00413167677087864	0.0673294163847164	0.621981950540616	-0.334817945119682	0.0116590378171771	0.107818796224279	0.428970926005958	-0.12981856344808	0.340283310791473
Epithelialcells_ASRGL1	0.121041471102169	0.374199098851929	0.31541994698926	0.0178871649613142	-0.196155657522093	0.147364030993948	0.0206093483211724	0.880162111024947	0.0788414809453349	0.563541696215812	0.0285995833674901	0.834264520138054	0.184516505343851	0.173395460776162	-0.215283308821855	0.111060647327525	0.37290441256579	0.00464755661046547	-0.0584915197546666	0.668501795907024	0.270856857456928	0.0434761614676303	-0.0828232232393791	0.543945615769535	0.0575932281789367	0.673303973860556
Epithelialcells_USP18	-0.147373707636474	0.278408462258427	-0.0508597132727063	0.709702151246368	0.207089905656716	0.125665516310268	0.097590178230231	0.474277112818655	-0.219091184402736	0.104733211686747	-0.112567394471006	0.408799564541083	0.15891464478721	0.24206606642522	0.0529467095257322	0.698347222374998	-0.108365981117318	0.426618303188471	0.210489847379899	0.1194379072598	-0.0199911044135422	0.883731810744018	-0.0779352896897009	0.568047242240895	-0.211485119447066	0.117660111889535
Epithelialcells_RNF128	-0.0999797587781869	0.46346987020642	-0.528235088101933	2.86051830031013e-05	-0.162282250212494	0.232102914138973	0.194992605982817	0.149826397430695	0.0346887103289222	0.799643831477297	0.0761084859339525	0.577180597106564	-0.554523781911527	9.22939390044417e-06	0.0514406076392892	0.706535196869808	-0.454661216557717	0.000431168566074698	-0.206223198723682	0.127291691744775	-0.579880337914322	2.81924387446513e-06	0.287092867593375	0.031925856316061	0.0858511027369948	0.529267928059174
Epithelialcells_PXMP4	0.321748848314205	0.0156006721244681	-0.662907677403982	2.6033759091418e-08	-0.247079177786503	0.0663803182900486	-0.0529522728023829	0.698317039904021	0.0955315466441485	0.483694395860783	0.498185970911266	9.33806614518896e-05	-0.519288744419634	4.11625786652421e-05	0.404521362675947	0.00198664684446895	-0.623802181558265	2.80461651380447e-07	-0.414887395218667	0.00147616557308721	-0.376699072233144	0.00421492727709155	0.577374808474379	3.18385612530503e-06	0.396705405227754	0.00247009787214778
Epithelialcells_CEP72	0.0940036183714431	0.490747184887842	-0.626076589846112	2.46448488599994e-07	0.101959274512797	0.454619201207025	0.0142099490815376	0.917213518034014	-0.0686692944074961	0.615049964489733	0.215366586171753	0.11091920087833	-0.434268041017438	0.000825613407557408	0.52570427633319	3.17402186447055e-05	-0.676102357776982	1.07662035009782e-08	-0.0875985163311881	0.52088737583735	-0.395659501213842	0.00254215450073062	0.292154602816263	0.0288971444071541	0.158851540216274	0.242255511354492
